Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key
biosynthesis,hgt,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,2,2,P122;P128,2009;2018,"('biosynthesis', 'hgt')"
biosynthesis,horizontal gene transfer,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,2,2,P126;P128,2011;2018,"('biosynthesis', 'horizontal gene transfer')"
biosynthesis,levels of saxitoxin,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P095;P139,2023,"('biosynthesis', 'levels of saxitoxin')"
biosynthesis,marine dinoflagellate gymnodinium,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,2,2,P001;P002,2025;2026,"('biosynthesis', 'marine dinoflagellate gymnodinium')"
biosynthesis,marine toxic,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P077;P116,2022,"('biosynthesis', 'marine toxic')"
biosynthesis,metabolic pathways,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOSYNTHETIC_SYSTEM,2,2,P089;P124,2008;2021,"('biosynthesis', 'metabolic pathways')"
biosynthesis,neostx,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,2,2,P090;P097,2016;2021,"('biosynthesis', 'neostx')"
biosynthesis,neurotoxin saxitoxin,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P125;P215,2014;2018,"('biosynthesis', 'neurotoxin saxitoxin')"
biosynthesis,non-stx producing,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,TOXIN_PHENOTYPE,2,2,P013;P119,2015;2020,"('biosynthesis', 'non-stx producing')"
biosynthesis,oxidative stress,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_ENVIRONMENT,2,2,P070;P098,2025,"('biosynthesis', 'oxidative stress')"
biosynthesis,oxidative stress,SEMANTIC_CO_OCCURS,ENV_FACTOR,BIOLOGICAL_MECHANISM,2,2,P070;P098,2025,"('biosynthesis', 'oxidative stress')"
biosynthesis,paralytic shellfish toxin production,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P007;P090,2016,"('biosynthesis', 'paralytic shellfish toxin production')"
biosynthesis,phosphorus,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,ENV_FACTOR,2,2,P078;P089,1999;2021,"('biosynthesis', 'phosphorus')"
biosynthesis,phylogenetic tree,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P115;P128,2018;2024,"('biosynthesis', 'phylogenetic tree')"
biosynthesis,pks,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOSYNTHETIC_SYSTEM,2,2,P010;P013,2020;2026,"('biosynthesis', 'pks')"
biosynthesis,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,2,2,P009;P116,2020;2022,"('biosynthesis', 'pks')"
biosynthesis,polyketide synthase,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_BIOSYNTHESIS,2,2,P009;P013,2020,"('biosynthesis', 'polyketide synthase')"
biosynthesis,pst-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,2,2,P007;P151,2015;2016,"('biosynthesis', 'pst-producing')"
biosynthesis,regulation mechanisms,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_REGULATION,2,2,P070;P098,2025,"('biosynthesis', 'regulation mechanisms')"
biosynthesis,regulation of stx,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,REGULATION_EXPRESSION,2,2,P082;P130,2021,"('biosynthesis', 'regulation of stx')"
biosynthesis,salinity,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,ENV_FACTOR,2,2,P003;P097,2021;2023,"('biosynthesis', 'salinity')"
biosynthesis,saxitoxin-producing dinoflagellate,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P004;P120,2013;2022,"('biosynthesis', 'saxitoxin-producing dinoflagellate')"
biosynthesis,secondary metabolite,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,2,2,P126;P183,2011;2019,"('biosynthesis', 'secondary metabolite')"
biosynthesis,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,2,2,P126;P169,2011;2024,"('biosynthesis', 'secondary metabolites')"
biosynthesis,shellfish toxin production,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P007;P090,2016,"('biosynthesis', 'shellfish toxin production')"
biosynthesis,species of marine dinoflagellates,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,2,2,P099;P117,2013;2016,"('biosynthesis', 'species of marine dinoflagellates')"
biosynthesis,stx biosynthesis gene,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,P009;P097,2020;2021,"('biosynthesis', 'stx biosynthesis gene')"
biosynthesis,stx producing,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,TOXIN_PHENOTYPE,2,2,P013;P119,2015;2020,"('biosynthesis', 'stx producing')"
biosynthesis,stx-producing,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,TOXIN_PHENOTYPE,2,2,P005;P119,2015;2023,"('biosynthesis', 'stx-producing')"
biosynthesis,such as alexandrium,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,2,2,P004;P013,2020;2022,"('biosynthesis', 'such as alexandrium')"
biosynthesis,sxt gene,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,GENE,2,2,P001;P166,2026,"('biosynthesis', 'sxt gene')"
biosynthesis,sxta1 and sxta4,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P004;P128,2018;2022,"('biosynthesis', 'sxta1 and sxta4')"
biosynthesis,sxta4 domain,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,GENE_DOMAIN,2,2,P002;P010,2025;2026,"('biosynthesis', 'sxta4 domain')"
biosynthesis,sxth,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,GENE,2,2,P010;P115,2024;2026,"('biosynthesis', 'sxth')"
biosynthesis,sxti,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,P009;P099,2016;2020,"('biosynthesis', 'sxti')"
biosynthesis,sxtn,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,P067;P125,2018;2026,"('biosynthesis', 'sxtn')"
biosynthesis,sxtu,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,P003;P009,2020;2023,"('biosynthesis', 'sxtu')"
biosynthesis,temperature,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,ENV_FACTOR,2,2,P003;P077,2022;2023,"('biosynthesis', 'temperature')"
biosynthesis,toxic dinoflagellate alexandrium catenella,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P005;P141,2017;2023,"('biosynthesis', 'toxic dinoflagellate alexandrium catenella')"
biosynthesis,toxic secondary,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P169;P175,2016;2024,"('biosynthesis', 'toxic secondary')"
biosynthesis,toxic secondary metabolites,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P169;P175,2016;2024,"('biosynthesis', 'toxic secondary metabolites')"
biosynthesis,toxin analogues,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P124;P126,2008;2011,"('biosynthesis', 'toxin analogues')"
biosynthesis,toxin composition,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P078;P090,1999;2016,"('biosynthesis', 'toxin composition')"
biosynthesis,toxin dynamics,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P074;P131,2023;2024,"('biosynthesis', 'toxin dynamics')"
biosynthesis,toxin profile,TOXIN_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,TOXIN,2,2,P077;P082,2021;2022,"('biosynthesis', 'toxin profile')"
biosynthesis,transcriptional responses,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,REGULATION_EXPRESSION,2,2,P003;P005,2023,"('biosynthesis', 'transcriptional responses')"
biosynthesis,transcriptome sequencing,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,REGULATION_EXPRESSION,2,2,P001;P089,2021;2026,"('biosynthesis', 'transcriptome sequencing')"
biosynthesis,two toxic,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,2,2,P116;P151,2015;2022,"('biosynthesis', 'two toxic')"
biosynthesis,upregulated,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,BIOLOGICAL_MECHANISM,2,2,P070;P098,2025,"('biosynthesis', 'upregulated')"
biosynthesis gene,biosynthesis genes,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P077;P097,2021;2022,"('biosynthesis gene', 'biosynthesis genes')"
biosynthesis gene,core stx,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P009;P077,2020;2022,"('biosynthesis gene', 'core stx')"
biosynthesis gene,dinoflagellate alexandrium is known,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P003;P169,2023;2024,"('biosynthesis gene', 'dinoflagellate alexandrium is known')"
biosynthesis gene,exposed to cold stress,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_GENE_MECHANISM,2,2,P005;P077,2022;2023,"('biosynthesis gene', 'exposed to cold stress')"
biosynthesis gene,gene expression,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P077;P214,2014;2022,"('biosynthesis gene', 'gene expression')"
biosynthesis gene,gene expression,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_GENE_MECHANISM,2,2,P077;P214,2014;2022,"('biosynthesis gene', 'gene expression')"
biosynthesis gene,gene responses,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P074;P097,2021;2023,"('biosynthesis gene', 'gene responses')"
biosynthesis gene,genes involved,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P169;P214,2014;2024,"('biosynthesis gene', 'genes involved')"
biosynthesis gene,marine dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P003;P169,2023;2024,"('biosynthesis gene', 'marine dinoflagellate alexandrium')"
biosynthesis gene,metabolic functions,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P003;P009,2020;2023,"('biosynthesis gene', 'metabolic functions')"
biosynthesis gene,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_GENE_MECHANISM,2,2,P074;P214,2014;2023,"('biosynthesis gene', 'nitrogen')"
biosynthesis gene,phylogenetic analysis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,2,2,P003;P124,2008;2023,"('biosynthesis gene', 'phylogenetic analysis')"
biosynthesis gene,producing dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P005;P009,2020;2023,"('biosynthesis gene', 'producing dinoflagellate')"
biosynthesis gene,production of saxitoxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P074;P077,2022;2023,"('biosynthesis gene', 'production of saxitoxin')"
biosynthesis gene,stx biosynthesis gene,SEMANTIC_CO_OCCURS,GENE,PHRASE_GENE_MECHANISM,2,2,P009;P097,2020;2021,"('biosynthesis gene', 'stx biosynthesis gene')"
biosynthesis gene,stxs biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P074;P142,2023;2024,"('biosynthesis gene', 'stxs biosynthesis')"
biosynthesis gene,sxt core,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P003;P074,2023,"('biosynthesis gene', 'sxt core')"
biosynthesis gene,sxt core genes,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P003;P074,2023,"('biosynthesis gene', 'sxt core genes')"
biosynthesis gene,sxti,SEMANTIC_CO_OCCURS,GENE,PHRASE_GENE_MECHANISM,2,2,P009;P074,2020;2023,"('biosynthesis gene', 'sxti')"
biosynthesis gene,sxtu,SEMANTIC_CO_OCCURS,GENE,PHRASE_GENE_MECHANISM,2,2,P003;P009,2020;2023,"('biosynthesis gene', 'sxtu')"
biosynthesis gene,temperature,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_GENE_MECHANISM,2,2,P005;P077,2022;2023,"('biosynthesis gene', 'temperature')"
biosynthesis gene,toxic cyanobacteria,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P003;P005,2023,"('biosynthesis gene', 'toxic cyanobacteria')"
biosynthesis gene,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,2,2,P003;P005,2023,"('biosynthesis gene', 'toxic cyanobacteria')"
biosynthesis gene,toxin contents,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P003;P097,2021;2023,"('biosynthesis gene', 'toxin contents')"
biosynthesis gene,toxin production,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_GENE_MECHANISM,2,2,P097;P214,2014;2021,"('biosynthesis gene', 'toxin production')"
biosynthesis gene,toxin synthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P005;P009,2020;2023,"('biosynthesis gene', 'toxin synthesis')"
biosynthesis gene,transcriptional responses,SEMANTIC_CO_OCCURS,PHRASE_REGULATION,PHRASE_GENE_MECHANISM,2,2,P003;P005,2023,"('biosynthesis gene', 'transcriptional responses')"
biosynthesis gene,transcriptional responses,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_GENE_MECHANISM,2,2,P003;P005,2023,"('biosynthesis gene', 'transcriptional responses')"
biosynthesis genes,clade,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,2,2,P010;P215,2014;2026,"('biosynthesis genes', 'clade')"
biosynthesis genes,comparative transcriptomics,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_GENE_MECHANISM,2,2,P002;P115,2024;2025,"('biosynthesis genes', 'comparative transcriptomics')"
biosynthesis genes,core stx biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P010;P082,2021;2026,"('biosynthesis genes', 'core stx biosynthesis')"
biosynthesis genes,dinoflagellate alexandrium catenella,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P082;P215,2014;2021,"('biosynthesis genes', 'dinoflagellate alexandrium catenella')"
biosynthesis genes,dinoflagellate alexandrium minutum,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P070;P098,2025,"('biosynthesis genes', 'dinoflagellate alexandrium minutum')"
biosynthesis genes,dinoflagellate alexandrium pacificum,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P077;P097,2021;2022,"('biosynthesis genes', 'dinoflagellate alexandrium pacificum')"
biosynthesis genes,dinoflagellate gymnodinium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P001;P002,2025;2026,"('biosynthesis genes', 'dinoflagellate gymnodinium')"
biosynthesis genes,evolution,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,2,2,P175;P215,2014;2016,"('biosynthesis genes', 'evolution')"
biosynthesis genes,exposed to cold stress,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_GENE_MECHANISM,2,2,P077;P082,2021;2022,"('biosynthesis genes', 'exposed to cold stress')"
biosynthesis genes,expression of two,SEMANTIC_CO_OCCURS,PHRASE_REGULATION,PHRASE_GENE_MECHANISM,2,2,P077;P082,2021;2022,"('biosynthesis genes', 'expression of two')"
biosynthesis genes,gene responses,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P082;P097,2021,"('biosynthesis genes', 'gene responses')"
biosynthesis genes,genes have,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P070;P098,2025,"('biosynthesis genes', 'genes have')"
biosynthesis genes,genes sxta4,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P082;P097,2021,"('biosynthesis genes', 'genes sxta4')"
biosynthesis genes,genus alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P007;P215,2014;2016,"('biosynthesis genes', 'genus alexandrium')"
biosynthesis genes,gymnodinium catenatum,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P002;P007,2016;2025,"('biosynthesis genes', 'gymnodinium catenatum')"
biosynthesis genes,marine dinoflagellate gymnodinium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P001;P002,2025;2026,"('biosynthesis genes', 'marine dinoflagellate gymnodinium')"
biosynthesis genes,non-toxic species,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P001;P115,2024;2026,"('biosynthesis genes', 'non-toxic species')"
biosynthesis genes,oxidative stress,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_GENE_MECHANISM,2,2,P070;P098,2025,"('biosynthesis genes', 'oxidative stress')"
biosynthesis genes,oxidative stress,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_GENE_MECHANISM,2,2,P070;P098,2025,"('biosynthesis genes', 'oxidative stress')"
biosynthesis genes,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_GENE_MECHANISM,2,2,P002;P215,2014;2025,"('biosynthesis genes', 'paralytic shellfish poisoning')"
biosynthesis genes,paralytic shellfish toxin biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P147;P175,2016;2021,"('biosynthesis genes', 'paralytic shellfish toxin biosynthesis')"
biosynthesis genes,phylogenetic analysis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,2,2,P002;P010,2025;2026,"('biosynthesis genes', 'phylogenetic analysis')"
biosynthesis genes,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_GENE_MECHANISM,2,2,P010;P013,2020;2026,"('biosynthesis genes', 'pks')"
biosynthesis genes,pst biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P007;P175,2016,"('biosynthesis genes', 'pst biosynthesis')"
biosynthesis genes,pst biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P007;P175,2016,"('biosynthesis genes', 'pst biosynthesis')"
biosynthesis genes,pst production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P007;P175,2016,"('biosynthesis genes', 'pst production')"
biosynthesis genes,regulation mechanisms,SEMANTIC_CO_OCCURS,PHRASE_REGULATION,PHRASE_GENE_MECHANISM,2,2,P070;P098,2025,"('biosynthesis genes', 'regulation mechanisms')"
biosynthesis genes,shellfish toxin biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P147;P175,2016;2021,"('biosynthesis genes', 'shellfish toxin biosynthesis')"
biosynthesis genes,sxta4 domain,SEMANTIC_CO_OCCURS,GENE_DOMAIN,PHRASE_GENE_MECHANISM,2,2,P002;P010,2025;2026,"('biosynthesis genes', 'sxta4 domain')"
biosynthesis genes,sxth,SEMANTIC_CO_OCCURS,GENE,PHRASE_GENE_MECHANISM,2,2,P010;P115,2024;2026,"('biosynthesis genes', 'sxth')"
biosynthesis genes,temperature,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_GENE_MECHANISM,2,2,P077;P082,2021;2022,"('biosynthesis genes', 'temperature')"
biosynthesis genes,toxic cyanobacteria,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P002;P115,2024;2025,"('biosynthesis genes', 'toxic cyanobacteria')"
biosynthesis genes,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,2,2,P002;P115,2024;2025,"('biosynthesis genes', 'toxic cyanobacteria')"
biosynthesis genes,toxic dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P077;P082,2021;2022,"('biosynthesis genes', 'toxic dinoflagellate')"
biosynthesis genes,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P077;P082,2021;2022,"('biosynthesis genes', 'toxic dinoflagellate alexandrium')"
biosynthesis genes,toxic dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P077;P115,2022;2024,"('biosynthesis genes', 'toxic dinoflagellates')"
biosynthesis genes,toxic species,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P001;P115,2024;2026,"('biosynthesis genes', 'toxic species')"
biosynthesis genes,toxin genes,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P013;P175,2016;2020,"('biosynthesis genes', 'toxin genes')"
biosynthesis genes,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P077;P082,2021;2022,"('biosynthesis genes', 'toxin profile')"
biosynthesis genes,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_GENE_MECHANISM,2,2,P077;P082,2021;2022,"('biosynthesis genes', 'toxin profile')"
biosynthesis genes,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P070;P098,2025,"('biosynthesis genes', 'toxin-producing')"
biosynthesis genes,toxin-producing dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,2,2,P070;P098,2025,"('biosynthesis genes', 'toxin-producing dinoflagellates')"
biosynthesis genes,upregulated,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_GENE_MECHANISM,2,2,P070;P098,2025,"('biosynthesis genes', 'upregulated')"
biosynthesis genes in dinoflagellates,expression levels,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_REGULATION,2,2,P002;P082,2021;2025,"('biosynthesis genes in dinoflagellates', 'expression levels')"
biosynthesis genes in dinoflagellates,expression levels,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_GENE_MECHANISM,2,2,P002;P082,2021;2025,"('biosynthesis genes in dinoflagellates', 'expression levels')"
biosynthesis genes in dinoflagellates,gene expression,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P002;P082,2021;2025,"('biosynthesis genes in dinoflagellates', 'gene expression')"
biosynthesis genes in dinoflagellates,gene expression,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_GENE_MECHANISM,2,2,P002;P082,2021;2025,"('biosynthesis genes in dinoflagellates', 'gene expression')"
biosynthesis genes in dinoflagellates,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_GENE_MECHANISM,2,2,P002;P082,2021;2025,"('biosynthesis genes in dinoflagellates', 'saxitoxin')"
biosynthesis genes in dinoflagellates,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_GENE_MECHANISM,2,2,P002;P082,2021;2025,"('biosynthesis genes in dinoflagellates', 'saxitoxin biosynthesis')"
biosynthesis genes in dinoflagellates,sxta,SEMANTIC_CO_OCCURS,GENE,PHRASE_GENE_MECHANISM,2,2,P002;P082,2021;2025,"('biosynthesis genes in dinoflagellates', 'sxta')"
biosynthesis genes in dinoflagellates,sxtg,SEMANTIC_CO_OCCURS,GENE,PHRASE_GENE_MECHANISM,2,2,P002;P082,2021;2025,"('biosynthesis genes in dinoflagellates', 'sxtg')"
biosynthesis in dinoflagellates,core genes,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_BIOSYNTHESIS,2,2,P001;P002,2025;2026,"('biosynthesis in dinoflagellates', 'core genes')"
biosynthesis in dinoflagellates,dinoflagellate gymnodinium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_BIOSYNTHESIS,2,2,P001;P002,2025;2026,"('biosynthesis in dinoflagellates', 'dinoflagellate gymnodinium')"
biosynthesis in dinoflagellates,dinoflagellate species,SEMANTIC_CO_OCCURS,PHRASE_BIOSYNTHESIS,PHRASE_TAXON,2,2,P120;P183,2013;2019,"('biosynthesis in dinoflagellates', 'dinoflagellate species')"
biosynthesis in dinoflagellates,freshwater cyanobacteria,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_BIOSYNTHESIS,2,2,P166;P171,2020;2026,"('biosynthesis in dinoflagellates', 'freshwater cyanobacteria')"
biosynthesis in dinoflagellates,gene transfer,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_BIOSYNTHESIS,2,2,P117;P120,2013,"('biosynthesis in dinoflagellates', 'gene transfer')"
