dataset,document_id,year,taxon_scope,relevance_class,entity,entity_type,title
dino_post2015,STX_DOC_000001,2024.0,cross_taxa,high_confidence_stx_biosynthesis,dinoflagellates,DINO_TAXON,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics.
dino_post2015,STX_DOC_000001,2024.0,cross_taxa,high_confidence_stx_biosynthesis,alexandrium,DINO_TAXON,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics.
dino_post2015,STX_DOC_000001,2024.0,cross_taxa,high_confidence_stx_biosynthesis,cyanobacteria,CYANO_TAXON,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics.
dino_post2015,STX_DOC_000001,2024.0,cross_taxa,high_confidence_stx_biosynthesis,biosynthesis,BIOLOGICAL_PROCESS,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics.
dino_post2015,STX_DOC_000001,2024.0,cross_taxa,high_confidence_stx_biosynthesis,saxitoxin biosynthesis,BIOLOGICAL_PROCESS,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics.
dino_post2015,STX_DOC_000001,2024.0,cross_taxa,high_confidence_stx_biosynthesis,expression,BIOLOGICAL_PROCESS,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics.
dino_post2015,STX_DOC_000001,2024.0,cross_taxa,high_confidence_stx_biosynthesis,transcriptome,BIOLOGICAL_PROCESS,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics.
dino_post2015,STX_DOC_000001,2024.0,cross_taxa,high_confidence_stx_biosynthesis,phylogeny,BIOLOGICAL_PROCESS,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics.
dino_post2015,STX_DOC_000001,2024.0,cross_taxa,high_confidence_stx_biosynthesis,phylogenetic,BIOLOGICAL_PROCESS,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics.
dino_post2015,STX_DOC_000001,2024.0,cross_taxa,high_confidence_stx_biosynthesis,horizontal gene transfer,BIOLOGICAL_PROCESS,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,saxitoxin,TOXIN,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,stx,TOXIN,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,paralytic shellfish poisoning,TOXIN,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,sxta,SXT_GENE,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,sxta4,SXT_GENE,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,sxtb,SXT_GENE,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,sxtg,SXT_GENE,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,sxti,SXT_GENE,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,sxts,SXT_GENE,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,sxtu,SXT_GENE,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,sxt genes,SXT_GENE,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,saxitoxin biosynthesis genes,SXT_GENE,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,dinoflagellate,DINO_TAXON,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,dinoflagellates,DINO_TAXON,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,alexandrium,DINO_TAXON,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,gymnodinium,DINO_TAXON,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,gymnodinium catenatum,DINO_TAXON,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,cyanobacteria,CYANO_TAXON,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,biosynthesis,BIOLOGICAL_PROCESS,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,saxitoxin biosynthesis,BIOLOGICAL_PROCESS,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,expression,BIOLOGICAL_PROCESS,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,gene expression,BIOLOGICAL_PROCESS,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,transcriptome,BIOLOGICAL_PROCESS,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,transcriptomic,BIOLOGICAL_PROCESS,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000002,2025.0,cross_taxa,high_confidence_stx_biosynthesis,phylogenetic,BIOLOGICAL_PROCESS,Transcriptomic comparison unveils saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium catenatum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,saxitoxin,TOXIN,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,stx,TOXIN,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,sxta,SXT_GENE,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,sxtb,SXT_GENE,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,sxtd,SXT_GENE,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,sxtg,SXT_GENE,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,sxth,SXT_GENE,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,sxti,SXT_GENE,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,sxts,SXT_GENE,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,sxtu,SXT_GENE,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,sxt genes,SXT_GENE,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,dinoflagellate,DINO_TAXON,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,dinoflagellates,DINO_TAXON,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,alexandrium,DINO_TAXON,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,alexandrium pacificum,DINO_TAXON,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,biosynthesis,BIOLOGICAL_PROCESS,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000003,2020.0,dinoflagellate,high_confidence_stx_biosynthesis,phylogenetic,BIOLOGICAL_PROCESS,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum.
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,saxitoxin,TOXIN,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,stx,TOXIN,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,paralytic shellfish poisoning,TOXIN,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,sxta,SXT_GENE,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,sxtb,SXT_GENE,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,sxtd,SXT_GENE,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,sxtg,SXT_GENE,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,sxth,SXT_GENE,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,sxti,SXT_GENE,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,sxts,SXT_GENE,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,sxtu,SXT_GENE,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,dinoflagellate,DINO_TAXON,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,dinoflagellates,DINO_TAXON,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,alexandrium,DINO_TAXON,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,cyanobacteria,CYANO_TAXON,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,biosynthesis,BIOLOGICAL_PROCESS,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,expression,BIOLOGICAL_PROCESS,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,gene expression,BIOLOGICAL_PROCESS,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,evolution,BIOLOGICAL_PROCESS,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,horizontal gene transfer,BIOLOGICAL_PROCESS,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000004,2016.0,cross_taxa,high_confidence_stx_biosynthesis,toxin production,BIOLOGICAL_PROCESS,Gene expression in the biosynthesis of Paralytic Shellfish Poisoning (PSP) toxins in dinoflagellates: a mini review
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,saxitoxin,TOXIN,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,stx,TOXIN,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,paralytic shellfish poisoning,TOXIN,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,sxta,SXT_GENE,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,sxta4,SXT_GENE,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,sxtb,SXT_GENE,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,sxtg,SXT_GENE,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,sxti,SXT_GENE,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,sxt genes,SXT_GENE,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,dinoflagellate,DINO_TAXON,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,dinoflagellates,DINO_TAXON,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,alexandrium,DINO_TAXON,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,alexandrium pacificum,DINO_TAXON,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,nitrogen,ENV_FACTOR,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,nitrate,ENV_FACTOR,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,biosynthesis,BIOLOGICAL_PROCESS,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,expression,BIOLOGICAL_PROCESS,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000005,2023.0,dinoflagellate,high_confidence_stx_biosynthesis,toxicity,BIOLOGICAL_PROCESS,Effects of nitrate on the saxitoxins biosynthesis revealed by sxt genes in the toxic dinoflagellate Alexandrium pacificum (group IV).
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,saxitoxin,TOXIN,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,stx,TOXIN,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,paralytic shellfish toxins,TOXIN,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,psts,TOXIN,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,sxta,SXT_GENE,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,sxtb,SXT_GENE,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,sxtg,SXT_GENE,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,sxt gene,SXT_GENE,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,sxt genes,SXT_GENE,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,saxitoxin biosynthesis genes,SXT_GENE,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,dinoflagellate,DINO_TAXON,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,dinoflagellates,DINO_TAXON,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
dino_post2015,STX_DOC_000010,2026.0,dinoflagellate,high_confidence_stx_biosynthesis,gymnodinium,DINO_TAXON,Saxitoxin biosynthesis genes in the marine dinoflagellate Gymnodinium: Transcriptomes of toxic and non-toxic species and their environmental insights.
