Source,Source_Type,Target,Target_Type,Hypothesis_Class,Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Node2Vec_Integrated_Score,ML_Probability,Final_AI_Rank_Score
anabaena,CYANO_TAXON,sxti,SXT_GENE,cyano_gene_transfer_signal,99.89103408420976,13.0,13,5,3.188760285348124,0.3513513513513513,504,36,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
sxta,SXT_GENE,planktothrix,CYANO_TAXON,cyano_gene_transfer_signal,99.5644704829978,14.0,14,4,3.5957945635327944,0.2372881355932203,826,59,14,saxitoxin; cyanobacterial; cyanobacteria; aphanizomenon; paralytic_shellfish_toxins; pyrodinium; alexandrium; cylindrospermopsis; toxicity; gymnodinium; dinoflagellates; anabaena; paralytic_shellfish_poisoning; lyngbya,TOXIN; CYANO_TAXON; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; CYANO_TAXON; TOXIN; CYANO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
anabaena,CYANO_TAXON,sxtd,SXT_GENE,cyano_gene_transfer_signal,99.47557485719696,12.0,12,6,3.116165806976866,0.3243243243243243,468,36,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; lc_ms_ms; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DETECTION_METHOD; CYANO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
regulation,BIOLOGICAL_PROCESS,sxti,SXT_GENE,gene_process_association,99.11076201298124,13.0,13,5,3.172402283086363,0.2765957446808511,644,46,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
horizontal_gene_transfer,BIOLOGICAL_PROCESS,sxtb,SXT_GENE,gene_process_association,98.89466363154368,14.0,12,5,2.94733181577184,0.4,425,25,17,cyanobacteria; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; evolution; sxtg; toxin_biosynthesis; paralytic_shellfish_poisoning; sxta; biosynthesis,CYANO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_catenella,DINO_TAXON,sxti,SXT_GENE,taxon_gene_association,98.89382417401586,13.0,13,5,3.172402283086363,0.2549019607843137,700,50,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
light,ENV_FACTOR,sxti,SXT_GENE,environment_gene_regulation,98.84480456617273,13.0,13,5,3.172402283086363,0.25,714,51,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nutrient,ENV_FACTOR,sxti,SXT_GENE,environment_gene_regulation,98.84480456617273,13.0,13,5,3.172402283086363,0.25,714,51,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_minutum,DINO_TAXON,sxti,SXT_GENE,taxon_gene_association,98.58618387651757,13.0,13,5,3.172402283086363,0.2241379310344827,798,57,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gymnodinium_catenatum,DINO_TAXON,sxtd,SXT_GENE,taxon_gene_association,98.35801135170038,12.0,12,6,3.144522917229504,0.2068965517241379,741,57,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; sxtu; lc_ms_ms; dinoflagellates,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; SXT_GENE; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
bloom,ENV_FACTOR,sxti,SXT_GENE,environment_gene_regulation,98.33751938958284,13.0,13,5,3.1839112099429334,0.1969696969696969,910,65,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
sxt_genes,SXT_GENE,nitrogen_limitation,ENV_FACTOR,environment_gene_regulation,98.2033014007195,14.0,12,5,2.887364986074034,0.3428571428571428,510,30,17,alexandrium; dinoflagellate; cyanobacteria; paralytic_shellfish_toxins; toxicity; alexandrium_tamarense; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; expression; dinoflagellates; biosynthesis,DINO_TAXON; DINO_TAXON; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium,DINO_TAXON,sxtd,SXT_GENE,taxon_gene_association,97.73233161395372,12.0,12,6,3.116165806976866,0.15,1027,79,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; lc_ms_ms; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DETECTION_METHOD; CYANO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
temperature,ENV_FACTOR,sxtb,SXT_GENE,environment_gene_regulation,97.3751758802938,14.0,12,5,2.9630981442285367,0.2448979591836734,748,44,17,dinoflagellate; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; climate; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; sxta; nutrient; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
sxtg,SXT_GENE,resting_cyst,BIOLOGICAL_PROCESS,gene_process_association,96.9551897256958,18.0,11,4,2.636131448213753,0.2682926829268293,576,36,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; gymnodinium; bloom; paralytic_shellfish_poisoning; gymnodinium_catenatum; phylogeny; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cylindrospermopsis,CYANO_TAXON,sxtb,SXT_GENE,cyano_gene_transfer_signal,95.60262254795312,14.0,10,6,2.372739845405127,0.2857142857142857,476,28,17,cyanobacterial; cyanobacteria; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; bloom; paralytic_shellfish_poisoning; biosynthesis,CYANO_TAXON; CYANO_TAXON; SXT_GENE; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
horizontal_gene_transfer,BIOLOGICAL_PROCESS,sxti,SXT_GENE,gene_process_association,95.31072057787004,12.0,12,5,2.9331380667127926,0.4444444444444444,350,25,14,saxitoxin; cyanobacterial; cyanobacteria; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
aphanizomenon,CYANO_TAXON,sxti,SXT_GENE,cyano_gene_transfer_signal,95.12814208357244,12.0,12,5,2.92121389892907,0.4285714285714285,364,26,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
sxtg,SXT_GENE,polyketide_synthase,BIOLOGICAL_PROCESS,gene_process_association,95.0496544767318,15.0,12,4,2.9032056167442715,0.3243243243243243,468,36,13,saxitoxin; dinoflagellate; dinoflagellates; alexandrium_fundyense; alexandrium; toxicity; gymnodinium; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cylindrospermopsis,CYANO_TAXON,sxti,SXT_GENE,cyano_gene_transfer_signal,94.819409944145,12.0,12,5,2.9097049720725003,0.4,392,28,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
lyngbya,CYANO_TAXON,sxtb,SXT_GENE,cyano_gene_transfer_signal,94.34558483573096,13.0,10,6,2.3870781321511885,0.3571428571428571,357,21,17,cyanobacterial; cyanobacteria; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; toxin_production; bloom; paralytic_shellfish_poisoning; sxta; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
toxin_biosynthesis,BIOLOGICAL_PROCESS,sxti,SXT_GENE,gene_process_association,93.59354886069832,12.0,12,5,2.9331380667127926,0.2727272727272727,588,42,14,saxitoxin; cyanobacterial; cyanobacteria; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
dinoflagellate,DINO_TAXON,planktothrix,CYANO_TAXON,cross_taxa_association,93.22298333787116,13.0,13,4,3.2673358247797437,0.1688311688311688,1064,76,14,saxitoxin; cyanobacterial; cyanobacteria; aphanizomenon; paralytic_shellfish_toxins; pyrodinium; alexandrium; cylindrospermopsis; toxicity; gymnodinium; anabaena; paralytic_shellfish_poisoning; dinoflagellates,TOXIN; CYANO_TAXON; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_tamarense,DINO_TAXON,sxti,SXT_GENE,taxon_gene_association,93.00913327628272,12.0,12,5,2.9331380667127926,0.2142857142857142,756,54,14,saxitoxin; cyanobacterial; cyanobacteria; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phylogenetic,BIOLOGICAL_PROCESS,sxtd,SXT_GENE,gene_process_association,92.89277614646892,11.0,11,6,2.846388073234459,0.22,624,48,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; paralytic_shellfish_poisoning; sxta; expression; sxtu; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; SXT_GENE; CYANO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterial,CYANO_TAXON,sxtd,SXT_GENE,cyano_gene_transfer_signal,92.76824784458212,11.0,11,6,2.846388073234459,0.2075471698113207,663,51,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; paralytic_shellfish_poisoning; sxta; expression; sxtu; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; SXT_GENE; CYANO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_tamarense,DINO_TAXON,sxtd,SXT_GENE,taxon_gene_association,92.5964140712386,11.0,11,6,2.8160641784764526,0.1964285714285714,702,54,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; lc_ms_ms; dinoflagellates,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
biosynthesis,BIOLOGICAL_PROCESS,sxtd,SXT_GENE,gene_process_association,92.33456719124504,11.0,11,6,2.846388073234459,0.1641791044776119,845,65,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; paralytic_shellfish_poisoning; sxta; expression; sxtu; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; SXT_GENE; CYANO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
bloom,ENV_FACTOR,sxtd,SXT_GENE,environment_gene_regulation,92.2448066978416,11.0,11,6,2.801507826532741,0.1641791044776119,845,65,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; CYANO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
transcriptome,BIOLOGICAL_PROCESS,sxtu,SXT_GENE,gene_process_association,92.12103120052129,13.0,11,5,2.685515600260643,0.275,630,30,21,saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; sxt_genes; paralytic_shellfish_poisoning; sxta; expression; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,sxtb,SXT_GENE,environment_gene_regulation,91.78057246364835,13.0,11,5,2.6402862318241804,0.25,646,38,17,dinoflagellate; dinoflagellates; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
neosaxitoxin,TOXIN,polyketide_synthase,BIOLOGICAL_PROCESS,process_toxin_association,91.20268997464756,15.0,11,4,2.653976566271155,0.2894736842105263,468,36,13,saxitoxin; dinoflagellate; phylogenetic; dinoflagellates; alexandrium_fundyense; alexandrium; toxicity; gymnodinium; light; gymnodinium_catenatum; biosynthesis,TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gtx,TOXIN,polyketide_synthase,BIOLOGICAL_PROCESS,process_toxin_association,90.9908799618106,15.0,11,4,2.653976566271155,0.2682926829268293,507,39,13,saxitoxin; dinoflagellate; phylogenetic; dinoflagellates; alexandrium_fundyense; alexandrium; toxicity; gymnodinium; light; gymnodinium_catenatum; biosynthesis,TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,sxtu,SXT_GENE,environment_gene_regulation,89.64039583796539,12.0,11,5,2.6743645856493554,0.2291666666666666,798,38,21,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; dinoflagellate; mass_spectrometry; gymnodinium; paralytic_shellfish_poisoning; lc_ms; gymnodinium_catenatum; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; TOXIN; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_tamiyavanichii,DINO_TAXON,sxti,SXT_GENE,taxon_gene_association,89.55026870703921,11.0,11,5,2.6597497381349924,0.4230769230769231,322,23,14,saxitoxin; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gtx,TOXIN,gene_duplication,BIOLOGICAL_PROCESS,process_toxin_association,88.83623643901672,14.0,11,4,2.747905453550917,0.2340425531914893,741,39,19,biosynthesis; alexandrium; dinoflagellate; saxitoxin; alexandrium_fundyense; gymnodinium; saxitoxin_biosynthesis; gymnodinium_catenatum; phylogeny; dinoflagellates; warming,BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
gene_expression,BIOLOGICAL_PROCESS,sxti,SXT_GENE,gene_process_association,88.36372106242989,11.0,11,5,2.654082753437169,0.3055555555555556,462,33,14,saxitoxin; cyanobacterial; cyanobacteria; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,sxti,SXT_GENE,cyano_gene_transfer_signal,88.2811384798473,11.0,11,5,2.654082753437169,0.2972972972972973,476,34,14,saxitoxin; cyanobacterial; cyanobacteria; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
harmful_algal_bloom,ENV_FACTOR,sxti,SXT_GENE,environment_gene_regulation,88.11358908023279,11.0,11,5,2.646538129859981,0.282051282051282,504,36,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; paralytic_shellfish_poisoning; sxta; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; SXT_GENE; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
expression,BIOLOGICAL_PROCESS,sxti,SXT_GENE,gene_process_association,87.46502825197237,11.0,11,5,2.654082753437169,0.2156862745098039,672,48,14,saxitoxin; cyanobacterial; cyanobacteria; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_fundyense,DINO_TAXON,sxti,SXT_GENE,taxon_gene_association,87.42355012225894,11.0,11,5,2.654082753437169,0.2115384615384615,686,49,14,saxitoxin; cyanobacterial; cyanobacteria; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
sxta,SXT_GENE,environmental_stress,ENV_FACTOR,environment_gene_regulation,87.10097999369654,11.0,11,5,2.663393222654721,0.1774193548387097,826,59,14,saxitoxin; gonyautoxin; dinoflagellate; alexandrium; toxicity; alexandrium_tamarense; toxin_production; light; paralytic_shellfish_poisoning; hplc; nitrogen,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_minutum,DINO_TAXON,sxtd,SXT_GENE,taxon_gene_association,86.76370225078146,10.0,10,6,2.548517792057399,0.1666666666666666,741,57,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; lc_ms_ms; dinoflagellates,TOXIN; CYANO_TAXON; TOXIN; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
