document_id,corpus_source,title,abstract,text,year,doi,pmid,url,source_db,query,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms,master_key,source_database,journal,corpus,openalex_id,doi_clean,pmid_clean,title_clean,dedup_key,paper_id,domain,group,collection,match_type
STX_DOC_000006,combined;cyanobacteria,Quantification of Toxin Biosynthesis Genes In Cyanobacteria and Dinoflagellates - Genetic Factors as Predictors of Toxin Production in the Environment,"Harmful algal blooms (HABs) are events caused by the massive proliferation of microscopic, often photosynthetic organisms that inhabit both fresh and marine waters. Although HABs are essentially a natural phenomenon, they now cause worldwide concern. Recent anthropogenic effects, such as climate change and eutrophication via nutrient runoff, can be seen in their increased prevalence and severity. Cyanobacteria and dinoflagellates are often the causative organisms of HABs. In addition to adverse effects caused by the sheer biomass, certain species produce highly potent toxic compounds: hepatotoxic microcystins are produced exclusively by cyanobacteria and neurotoxic saxitoxins, also known as paralytic shellfish toxins (PSTs), by both cyanobacteria and dinoflagellates. Specific biosynthetic genes in the cyanobacterial genomes direct the production of microcystin and paralytic shellfish toxins. Recently also the first paralytic shellfish toxin gene sequences from dinoflagellate genomes have been elucidated. &#13;\n&#13;\nThe public health risks presented by HABs are evident, but the monitoring and prediction of toxic events is challenging. Characterization of the genetic background of toxin biosynthesis, including that of microcystins and paralytic shellfish toxins, has made it possible to develop highly sensitive molecular tools which have shown promise in the monitoring and study of potentially toxic microalgae. In this doctoral work, toxin-specific genes were targeted in the developed PCR and qPCR assays for the detection and quantification of potentially toxic cyanobacteria and dinoflagellates in the environment. The correlation between the copy numbers of the toxin biosynthesis genes and toxin production were investigated to assess whether the developed methods could be used to predict toxin concentrations. &#13;\n&#13;\nThe nature of the correlation between gene copy numbers and amount of toxin produced varied depending on the targeted gene and the producing organism. The combined mcyB copy numbers of three potentially microcystin-producing cyanobacterial genera showed significant positive correlation to the observed total toxin production. However, the presence of PST-specific sxtA, sxtG, and sxtB genes of cyanobacterial origin was found to be a poor predictor of toxin production in the studied area. Conversely, the dinoflagellate sxtA4 was a good qualitative indicator of a neurotoxic bloom both in the laboratory and in the field, and population densities reflected well the observed toxin concentrations. In conclusion, although the specificity of each potential targeted toxin biosynthesis gene must be assessed individually during method development, the results obtained in this doctoral study support the use of quantitative PCR -based approaches in the monitoring of toxic cyanobacteria and dinoflagellates.","Quantification of Toxin Biosynthesis Genes In Cyanobacteria and Dinoflagellates - Genetic Factors as Predictors of Toxin Production in the Environment. Harmful algal blooms (HABs) are events caused by the massive proliferation of microscopic, often photosynthetic organisms that inhabit both fresh and marine waters. Although HABs are essentially a natural phenomenon, they now cause worldwide concern. Recent anthropogenic effects, such as climate change and eutrophication via nutrient runoff, can be seen in their increased prevalence and severity. Cyanobacteria and dinoflagellates are often the causative organisms of HABs. In addition to adverse effects caused by the sheer biomass, certain species produce highly potent toxic compounds: hepatotoxic microcystins are produced exclusively by cyanobacteria and neurotoxic saxitoxins, also known as paralytic shellfish toxins (PSTs), by both cyanobacteria and dinoflagellates. Specific biosynthetic genes in the cyanobacterial genomes direct the production of microcystin and paralytic shellfish toxins. Recently also the first paralytic shellfish toxin gene sequences from dinoflagellate genomes have been elucidated. &#13;\n&#13;\nThe public health risks presented by HABs are evident, but the monitoring and prediction of toxic events is challenging. Characterization of the genetic background of toxin biosynthesis, including that of microcystins and paralytic shellfish toxins, has made it possible to develop highly sensitive molecular tools which have shown promise in the monitoring and study of potentially toxic microalgae. In this doctoral work, toxin-specific genes were targeted in the developed PCR and qPCR assays for the detection and quantification of potentially toxic cyanobacteria and dinoflagellates in the environment. The correlation between the copy numbers of the toxin biosynthesis genes and toxin production were investigated to assess whether the developed methods could be used to predict toxin concentrations. &#13;\n&#13;\nThe nature of the correlation between gene copy numbers and amount of toxin produced varied depending on the targeted gene and the producing organism. The combined mcyB copy numbers of three potentially microcystin-producing cyanobacterial genera showed significant positive correlation to the observed total toxin production. However, the presence of PST-specific sxtA, sxtG, and sxtB genes of cyanobacterial origin was found to be a poor predictor of toxin production in the studied area. Conversely, the dinoflagellate sxtA4 was a good qualitative indicator of a neurotoxic bloom both in the laboratory and in the field, and population densities reflected well the observed toxin concentrations. In conclusion, although the specificity of each potential targeted toxin biosynthesis gene must be assessed individually during method development, the results obtained in this doctoral study support the use of quantitative PCR -based approaches in the monitoring of toxic cyanobacteria and dinoflagellates.",2015.0,,,,,cyanobacteria sxtA,46,high_confidence_stx_biosynthesis,cross_taxa,5.0,5.0,2.0,2.0,3.0,paralytic shellfish toxin; paralytic shellfish toxins; pst; psts; saxitoxins,sxta; sxta4; sxtb; sxtg; toxin biosynthesis,dinoflagellate; dinoflagellates,cyanobacteria; cyanobacterial,bloom; climate; nutrient,title:quantification of toxin biosynthesis genes in cyanobacteria and dinoflagellates genetic factors as predictors of toxin production in the environment,OpenAlex,Doria (University of Helsinki),cyanobacteria_stx,https://openalex.org/W2173633990,,,quantification of toxin biosynthesis genes in cyanobacteria and dinoflagellates genetic factors as predictors of toxin production in the environment,title:quantification of toxin biosynthesis genes in cyanobacteria and dinoflagellates genetic factors as predictors of toxin production in the environment,,,,,
STX_DOC_000007,combined;cyanobacteria,Transport of saxitoxin (stx) and its analogues in filamentous freshwater cyanobacteria,"Paralytic shellfish poisoning toxins (PSTs) are a group of naturally occurring neurotoxicalkaloids (saxitoxin and analogues) produced among several genera of freshwatercyanobacteria and marine dinoflagellates. The functional role of PSTs in the ecology andevolution of toxigenic cyanobacteria and dinoflagellates remains unknown, though subject to continual speculation, regarding chemical defense and/or ion transport and regulatory interactions. Determining whether these toxins are exported to the environment and knowing the mechanisms used in this process, can allow us to understand the role that PSTs play in the environment.The sxt cluster is responsible for the production of saxitoxin (STX) and its derivatives.In cyanobacteria, the sxt cluster has a core of 15 genes which have been conserved, both in sequence and synteny, among 5 clusters described to date. This gene cluster encodes MATE (multidrug and toxic compound extrusion) transporter family proteins: SxtF and SxtM,candidates for toxin export. This protein family, represented by NorM in the bacterium Vibrio parahaemolyticus, confers resistance to multiple cationic toxic agents through Na+/drug antiporters.The aim of this project was to identify whether PSTs can be exported by SxtF andSxtM in cyanobacteria, evaluating the role of sodium in this process, and to determine thesub-cellular location of both proteins. The accurate identification of the PSTs profiles in cyanobacteria was a primary task in order to identify the function of the genes present in the cluster. Presently, it has not been possible to perform mutagenesis experiments or heterologous expression of this kind of cluster. Cylindrospermopsis raciborskii T3, a toxigenic freshwater cyanobacterium, has been used as a model to study the physiology and elucidate the biosynthetic pathway of PSTs.Nevertheless; there are several inconsistencies and contradictions in the published toxin profiles for T3. An initial report claimed that this strain produced STX and gonyautoxins 2 and 3 (GTX2/3), whereas a subsequent study arose the profile: STX and the N-sulfocarbamoyl derivatives C1/2. When the T3 strain was used to identify the sequence of the sxt cluster, thetoxin profile was considered to comprise STX, NEO, dcSTX and B1.Our analysis of the complete genome of another PST-producing cyanobacterium,Raphidiopsis brookii D9, closely related to C. raciborskii T3, as well as the PST profile in both strains by liquid chromatography coupled to mass spectrometry (LC-MS/MS), has resolved many issues regarding the correlation between biosynthetic pathways, putative genes and the T3 toxin profile. Our reassessment of the PST profile of T3 by LC-MS/MS confirmed production of only STX, NEO and dcNEO. We analyzed SxtF/M sequences of eight PST-producing cyanobacteria. Phylogeneticanalyses of SxtF/M showed a high conservation of SxtF (100% identity) in theCylindrospermopsis-Raphidiopsis clade, suggesting conserved substrate affinity by this transporter. Two domains involved in Na+ and drug recognition from NorM proteins (MATEfamily) of V. parahaemolyticus and V. cholerae are present in SxtF/M. The Na+ recognition domain was conserved in both SxtF/M, indicating that Na+ can maintain the role as a cation anti-transporter. Although the putative consensus motif for toxin binding differed between SxtF and SxtM, implying differential substrate binding, by protein modeling and docking analysis, we found that there is no marked affinity between the recognition domain and aspecific PST analogue. This agrees with our results of PST export in R. brookii D9, where we observed that the response to Na+ incubation was similar to different analogues. It was not possible to establish a correlation between presence of sxtF and/or sxtM and a specific PST profile.Based upon the importance of monovalent cations (such as sodium) in themaintenance of cellular homeostasis and ion channel function, we examined the effect ofhigh extracellular concentrations of Na+, K+ and Li+ on growth, cellular integrity, toxinproduction and release to the external medium in R. brookii D9 (GTX2/3 and STX producing).We observed toxin export in response to high (17 mM) NaCl and KCl concentrations in thegrowth medium that was not initially related to osmotic stress effects, compared to theosmolyte mannitol. Addition of exogenous PSTs with the same compositional profile as theone produced by R. brookii D9 was able to partially mitigate the effect of high Na+ (17 mM).Finally, bioinformatic analysis shows that at least six proteins encoded by sxt genescould be located or anchored to the membrane (SxtA, SxtD, SxtF, SxtJ, SxtM and SxtU). Weconfirmed by immunolocalization the presence of SxtA, enzyme responsible for the earlystages of STX synthesis, SxtF and SxtM, associated with cytoplasmic and thylakoidsmembranes in R. brookii D9 and C. raciborskii MVCC14. We propose that Sxt proteins could form a “complex” anchored to the membrane. Posterior studies are necessary to determinewhy these proteins are also located in thylakoids membranes. These results reassert the hypothesis regarding the involvement of Na+ and SxtF/M in toxin recognition, and therefore in toxin export.","Transport of saxitoxin (stx) and its analogues in filamentous freshwater cyanobacteria. Paralytic shellfish poisoning toxins (PSTs) are a group of naturally occurring neurotoxicalkaloids (saxitoxin and analogues) produced among several genera of freshwatercyanobacteria and marine dinoflagellates. The functional role of PSTs in the ecology andevolution of toxigenic cyanobacteria and dinoflagellates remains unknown, though subject to continual speculation, regarding chemical defense and/or ion transport and regulatory interactions. Determining whether these toxins are exported to the environment and knowing the mechanisms used in this process, can allow us to understand the role that PSTs play in the environment.The sxt cluster is responsible for the production of saxitoxin (STX) and its derivatives.In cyanobacteria, the sxt cluster has a core of 15 genes which have been conserved, both in sequence and synteny, among 5 clusters described to date. This gene cluster encodes MATE (multidrug and toxic compound extrusion) transporter family proteins: SxtF and SxtM,candidates for toxin export. This protein family, represented by NorM in the bacterium Vibrio parahaemolyticus, confers resistance to multiple cationic toxic agents through Na+/drug antiporters.The aim of this project was to identify whether PSTs can be exported by SxtF andSxtM in cyanobacteria, evaluating the role of sodium in this process, and to determine thesub-cellular location of both proteins. The accurate identification of the PSTs profiles in cyanobacteria was a primary task in order to identify the function of the genes present in the cluster. Presently, it has not been possible to perform mutagenesis experiments or heterologous expression of this kind of cluster. Cylindrospermopsis raciborskii T3, a toxigenic freshwater cyanobacterium, has been used as a model to study the physiology and elucidate the biosynthetic pathway of PSTs.Nevertheless; there are several inconsistencies and contradictions in the published toxin profiles for T3. An initial report claimed that this strain produced STX and gonyautoxins 2 and 3 (GTX2/3), whereas a subsequent study arose the profile: STX and the N-sulfocarbamoyl derivatives C1/2. When the T3 strain was used to identify the sequence of the sxt cluster, thetoxin profile was considered to comprise STX, NEO, dcSTX and B1.Our analysis of the complete genome of another PST-producing cyanobacterium,Raphidiopsis brookii D9, closely related to C. raciborskii T3, as well as the PST profile in both strains by liquid chromatography coupled to mass spectrometry (LC-MS/MS), has resolved many issues regarding the correlation between biosynthetic pathways, putative genes and the T3 toxin profile. Our reassessment of the PST profile of T3 by LC-MS/MS confirmed production of only STX, NEO and dcNEO. We analyzed SxtF/M sequences of eight PST-producing cyanobacteria. Phylogeneticanalyses of SxtF/M showed a high conservation of SxtF (100% identity) in theCylindrospermopsis-Raphidiopsis clade, suggesting conserved substrate affinity by this transporter. Two domains involved in Na+ and drug recognition from NorM proteins (MATEfamily) of V. parahaemolyticus and V. cholerae are present in SxtF/M. The Na+ recognition domain was conserved in both SxtF/M, indicating that Na+ can maintain the role as a cation anti-transporter. Although the putative consensus motif for toxin binding differed between SxtF and SxtM, implying differential substrate binding, by protein modeling and docking analysis, we found that there is no marked affinity between the recognition domain and aspecific PST analogue. This agrees with our results of PST export in R. brookii D9, where we observed that the response to Na+ incubation was similar to different analogues. It was not possible to establish a correlation between presence of sxtF and/or sxtM and a specific PST profile.Based upon the importance of monovalent cations (such as sodium) in themaintenance of cellular homeostasis and ion channel function, we examined the effect ofhigh extracellular concentrations of Na+, K+ and Li+ on growth, cellular integrity, toxinproduction and release to the external medium in R. brookii D9 (GTX2/3 and STX producing).We observed toxin export in response to high (17 mM) NaCl and KCl concentrations in thegrowth medium that was not initially related to osmotic stress effects, compared to theosmolyte mannitol. Addition of exogenous PSTs with the same compositional profile as theone produced by R. brookii D9 was able to partially mitigate the effect of high Na+ (17 mM).Finally, bioinformatic analysis shows that at least six proteins encoded by sxt genescould be located or anchored to the membrane (SxtA, SxtD, SxtF, SxtJ, SxtM and SxtU). Weconfirmed by immunolocalization the presence of SxtA, enzyme responsible for the earlystages of STX synthesis, SxtF and SxtM, associated with cytoplasmic and thylakoidsmembranes in R. brookii D9 and C. raciborskii MVCC14. We propose that Sxt proteins could form a “complex” anchored to the membrane. Posterior studies are necessary to determinewhy these proteins are also located in thylakoids membranes. These results reassert the hypothesis regarding the involvement of Na+ and SxtF/M in toxin recognition, and therefore in toxin export.",2015.0,,,,,cyanobacteria sxtA,45,high_confidence_stx_biosynthesis,cross_taxa,8.0,3.0,1.0,3.0,1.0,dcstx; gonyautoxins; gtx2; paralytic shellfish poisoning; pst; psts; saxitoxin; stx,sxta; sxtd; sxtu,dinoflagellates,cyanobacteria; cyanobacterium; cylindrospermopsis,stress,title:transport of saxitoxin stx and its analogues in filamentous freshwater cyanobacteria,OpenAlex,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),cyanobacteria_stx,https://openalex.org/W3043668702,,,transport of saxitoxin stx and its analogues in filamentous freshwater cyanobacteria,title:transport of saxitoxin stx and its analogues in filamentous freshwater cyanobacteria,,,,,
STX_DOC_000009,combined;cyanobacteria;dinoflagellate,Neurotoxic alkaloids: saxitoxin and its analogs.,"Saxitoxin (STX) and its 57 analogs are a broad group of natural neurotoxic alkaloids, commonly known as the paralytic shellfish toxins (PSTs). PSTs are the causative agents of paralytic shellfish poisoning (PSP) and are mostly associated with marine dinoflagellates (eukaryotes) and freshwater cyanobacteria (prokaryotes), which form extensive blooms around the world. PST producing dinoflagellates belong to the genera Alexandrium, Gymnodinium and Pyrodinium whilst production has been identified in several cyanobacterial genera including Anabaena, Cylindrospermopsis, Aphanizomenon Planktothrix and Lyngbya. STX and its analogs can be structurally classified into several classes such as non-sulfated, mono-sulfated, di-sulfated, decarbamoylated and the recently discovered hydrophobic analogs--each with varying levels of toxicity. Biotransformation of the PSTs into other PST analogs has been identified within marine invertebrates, humans and bacteria. An improved understanding of PST transformation into less toxic analogs and degradation, both chemically or enzymatically, will be important for the development of methods for the detoxification of contaminated water supplies and of shellfish destined for consumption. Some PSTs also have demonstrated pharmaceutical potential as a long-term anesthetic in the treatment of anal fissures and for chronic tension-type headache. The recent elucidation of the saxitoxin biosynthetic gene cluster in cyanobacteria and the identification of new PST analogs will present opportunities to further explore the pharmaceutical potential of these intriguing alkaloids.","Neurotoxic alkaloids: saxitoxin and its analogs.. Saxitoxin (STX) and its 57 analogs are a broad group of natural neurotoxic alkaloids, commonly known as the paralytic shellfish toxins (PSTs). PSTs are the causative agents of paralytic shellfish poisoning (PSP) and are mostly associated with marine dinoflagellates (eukaryotes) and freshwater cyanobacteria (prokaryotes), which form extensive blooms around the world. PST producing dinoflagellates belong to the genera Alexandrium, Gymnodinium and Pyrodinium whilst production has been identified in several cyanobacterial genera including Anabaena, Cylindrospermopsis, Aphanizomenon Planktothrix and Lyngbya. STX and its analogs can be structurally classified into several classes such as non-sulfated, mono-sulfated, di-sulfated, decarbamoylated and the recently discovered hydrophobic analogs--each with varying levels of toxicity. Biotransformation of the PSTs into other PST analogs has been identified within marine invertebrates, humans and bacteria. An improved understanding of PST transformation into less toxic analogs and degradation, both chemically or enzymatically, will be important for the development of methods for the detoxification of contaminated water supplies and of shellfish destined for consumption. Some PSTs also have demonstrated pharmaceutical potential as a long-term anesthetic in the treatment of anal fissures and for chronic tension-type headache. The recent elucidation of the saxitoxin biosynthetic gene cluster in cyanobacteria and the identification of new PST analogs will present opportunities to further explore the pharmaceutical potential of these intriguing alkaloids.",2010.0,10.3390/md8072185,20714432.0,,,saxitoxin dinoflagellate,44,high_confidence_stx_biosynthesis,cross_taxa,6.0,1.0,4.0,7.0,0.0,paralytic shellfish poisoning; paralytic shellfish toxins; pst; psts; saxitoxin; stx,saxitoxin biosynthetic,alexandrium; dinoflagellates; gymnodinium; pyrodinium,anabaena; aphanizomenon; cyanobacteria; cyanobacterial; cylindrospermopsis; lyngbya; planktothrix,,doi:10.3390/md8072185,PubMed,Marine drugs,dinoflagellate_stx,,10.3390/md8072185,20714432.0,neurotoxic alkaloids saxitoxin and its analogs,doi:10.3390/md8072185,,,,,
STX_DOC_000022,combined;cyanobacteria;dinoflagellate,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia","The genus Alexandrium is a widely distributed dinoflagellate, and has the ability to produce potent neurotoxins, saxitoxin (STX). Taxonomy of this genus still remains uncertain and species identification is yet confusing. In this study, the second internal transcribed spacer (ITS2) transcript was used to infer the phylogenetic relationships of Alexandrium species distributed worldwide. A total of 33 ITS2 transcript of Alexandrium spp. were successfully modeled in silico, with one each from Pyrodinium bahamense var. compressum, Coolia malayensis and C. monotis as outgroup) The models showed conserved four universal helices of ITS2 transcript. The phylogenetic inference based on sequence-structural information revealed nearly similar phylogenetic framework as inferred in the Large Subunit (LSU) rDNA phylogeny. However, the results showed possible phylogeographic break in the A. minutum Glade where the Asia Pacific and New Zealand A. minutum formed a distant group from the Australian and European group. Genetics of the STX biosynthesis pathway has recently become one of the major focuses in Paralytic Shellfish Poisoning (PSP) toxin-related studies after the discovery of STX biosynethetic genes in toxic cyanobacteria, and later in the toxic dinoflagellates. In the present study, two domains of a saxitoxin biosynthetic gene sxtA, S-adenosyl-L-methionine (SAM)-dependent methyltransferase coding gene (sxtA1) and the class 11 aminotransferase coding gene (sxtA4) were characterized from a toxic A. tamiyavanichii from Samariang, Sarawak. A saxitoxin biosynthetic gene encoding the O-carbamoyltransferase (sxtl) was also characterized in the toxic A. minutum from Tumpat, Kelantan. The partial coding sequences of saxitoxin starting gene, sxtAl and sxtA4 of A. tamiyavanichii were 432 bp and 639 bp, respectively. While the deduced amino acid sequences of sxtAl and sxtA4 were 144 and 213 amino acid residues, respectively. Sequences comparison revealed high similarity and identity to other PSP toxins-producing dinoflagellates (82-98% and 84-99%). In contrast, protein phylogenetic analyses revealed close relationship of both A. tamiyavanichii sxtA1 and sxtA4 to others PSP toxins-producing dinoflagellates, with sxtA of PSP toxins-producing cyanobacteria and putative toxin-related genes forming the sister Glade. On the other hand, the coding sequence of O-carbamoyltransferase (sxtl) of A. minutum was 1,920 bp long, and the deduced amino acid sequence revealed a polypeptide of 639 amino acids. Structural sequence alignment revealed high similarity and identity (50-52% and 87- 89%) to sxd from the toxic cyanobacteria. Sequence comparison of A. minutum sxtl revealed highly conserved pattern, with five phosphorylation motifs, two catalytic regions, and a zinc finger detected. Even though homology between A. minutum sxtl and other cyanobacterial sxtl was observed, protein phylogenetic analysis inferred a distant relationship with the cyanobacterial Sxtl, suggesting a paralog of SxtI in dinoflagellates.","Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia. The genus Alexandrium is a widely distributed dinoflagellate, and has the ability to produce potent neurotoxins, saxitoxin (STX). Taxonomy of this genus still remains uncertain and species identification is yet confusing. In this study, the second internal transcribed spacer (ITS2) transcript was used to infer the phylogenetic relationships of Alexandrium species distributed worldwide. A total of 33 ITS2 transcript of Alexandrium spp. were successfully modeled in silico, with one each from Pyrodinium bahamense var. compressum, Coolia malayensis and C. monotis as outgroup) The models showed conserved four universal helices of ITS2 transcript. The phylogenetic inference based on sequence-structural information revealed nearly similar phylogenetic framework as inferred in the Large Subunit (LSU) rDNA phylogeny. However, the results showed possible phylogeographic break in the A. minutum Glade where the Asia Pacific and New Zealand A. minutum formed a distant group from the Australian and European group. Genetics of the STX biosynthesis pathway has recently become one of the major focuses in Paralytic Shellfish Poisoning (PSP) toxin-related studies after the discovery of STX biosynethetic genes in toxic cyanobacteria, and later in the toxic dinoflagellates. In the present study, two domains of a saxitoxin biosynthetic gene sxtA, S-adenosyl-L-methionine (SAM)-dependent methyltransferase coding gene (sxtA1) and the class 11 aminotransferase coding gene (sxtA4) were characterized from a toxic A. tamiyavanichii from Samariang, Sarawak. A saxitoxin biosynthetic gene encoding the O-carbamoyltransferase (sxtl) was also characterized in the toxic A. minutum from Tumpat, Kelantan. The partial coding sequences of saxitoxin starting gene, sxtAl and sxtA4 of A. tamiyavanichii were 432 bp and 639 bp, respectively. While the deduced amino acid sequences of sxtAl and sxtA4 were 144 and 213 amino acid residues, respectively. Sequences comparison revealed high similarity and identity to other PSP toxins-producing dinoflagellates (82-98% and 84-99%). In contrast, protein phylogenetic analyses revealed close relationship of both A. tamiyavanichii sxtA1 and sxtA4 to others PSP toxins-producing dinoflagellates, with sxtA of PSP toxins-producing cyanobacteria and putative toxin-related genes forming the sister Glade. On the other hand, the coding sequence of O-carbamoyltransferase (sxtl) of A. minutum was 1,920 bp long, and the deduced amino acid sequence revealed a polypeptide of 639 amino acids. Structural sequence alignment revealed high similarity and identity (50-52% and 87- 89%) to sxd from the toxic cyanobacteria. Sequence comparison of A. minutum sxtl revealed highly conserved pattern, with five phosphorylation motifs, two catalytic regions, and a zinc finger detected. Even though homology between A. minutum sxtl and other cyanobacterial sxtl was observed, protein phylogenetic analysis inferred a distant relationship with the cyanobacterial Sxtl, suggesting a paralog of SxtI in dinoflagellates.",2012.0,,,,,Alexandrium sxtA,39,high_confidence_stx_biosynthesis,cross_taxa,3.0,4.0,5.0,2.0,0.0,paralytic shellfish poisoning; saxitoxin; stx,saxitoxin biosynthetic; sxta; sxta4; sxti,alexandrium; dinoflagellate; dinoflagellates; pyrodinium; pyrodinium bahamense,cyanobacteria; cyanobacterial,,title:molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates alexandrium dinophyceae from malaysia,OpenAlex,Unimas Institutional Repository (Universiti Malaysia Sarawak),dinoflagellate_stx,https://openalex.org/W2590735231,,,molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates alexandrium dinophyceae from malaysia,title:molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates alexandrium dinophyceae from malaysia,,,,,
STX_DOC_000024,combined;cyanobacteria;dinoflagellate,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,"The dinoflagellate Alexandrium minutum is known for the production of potent neurotoxins affecting the health of human seafood consumers via paralytic shellfish poisoning (PSP). The aim of this study was to investigate the relationship between the toxin content and the expression level of the genes involved in paralytic shellfish toxin (PST) production. The algal cultures were grown both in standard f/2 medium and in phosphorus/nitrogen limitation. In our study, LC-HRMS analyses of PST profile and content in different Mediterranean A. minutum strains confirmed that this species was able to synthesize mainly the saxitoxin analogues Gonyautoxin-1 (GTX1) and Gonyautoxin-4 (GTX4). The average cellular toxin content varied among different strains, and between growth phases, highlighting a decreasing trend from exponential to stationary phase in all culture conditions tested. The absolute quantities of intracellular sxtA1 and sxtG mRNA were not correlated with the amount of intracellular toxins in the analysed A. minutum suggesting that the production of toxins may be regulated by post-transcriptional mechanisms and/or by the concerted actions of alternative genes belonging to the PST biosynthesis gene cluster. Therefore, it is likely that the sxtA1 and sxtG gene expression could not reflect the PST accumulation in the Mediterranean A. minutum populations under the examined standard and nutrient limiting conditions.","SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).. The dinoflagellate Alexandrium minutum is known for the production of potent neurotoxins affecting the health of human seafood consumers via paralytic shellfish poisoning (PSP). The aim of this study was to investigate the relationship between the toxin content and the expression level of the genes involved in paralytic shellfish toxin (PST) production. The algal cultures were grown both in standard f/2 medium and in phosphorus/nitrogen limitation. In our study, LC-HRMS analyses of PST profile and content in different Mediterranean A. minutum strains confirmed that this species was able to synthesize mainly the saxitoxin analogues Gonyautoxin-1 (GTX1) and Gonyautoxin-4 (GTX4). The average cellular toxin content varied among different strains, and between growth phases, highlighting a decreasing trend from exponential to stationary phase in all culture conditions tested. The absolute quantities of intracellular sxtA1 and sxtG mRNA were not correlated with the amount of intracellular toxins in the analysed A. minutum suggesting that the production of toxins may be regulated by post-transcriptional mechanisms and/or by the concerted actions of alternative genes belonging to the PST biosynthesis gene cluster. Therefore, it is likely that the sxtA1 and sxtG gene expression could not reflect the PST accumulation in the Mediterranean A. minutum populations under the examined standard and nutrient limiting conditions.",2014.0,10.3390/md12105258,25341029.0,,,saxitoxin dinoflagellate,38,high_confidence_stx_biosynthesis,dinoflagellate,7.0,2.0,3.0,0.0,3.0,gonyautoxin; gtx1; gtx4; paralytic shellfish poisoning; paralytic shellfish toxin; pst; saxitoxin,sxta; sxtg,alexandrium; alexandrium minutum; dinoflagellate,,nitrogen; nutrient; phosphorus,doi:10.3390/md12105258,PubMed,Marine drugs,dinoflagellate_stx,,10.3390/md12105258,25341029.0,sxta and sxtg gene expression and toxin production in the mediterranean alexandrium minutum dinophyceae,doi:10.3390/md12105258,,,,,
