dataset,document_id,year,taxon_scope,relevance_class,entity,entity_type,title,entity_original,entity_normalized,source
dino_pre2016,STX_DOC_000007,2015.0,cross_taxa,high_confidence_stx_biosynthesis,cyanobacteria,CYANO_TAXON,Transport of saxitoxin (stx) and its analogues in filamentous freshwater cyanobacteria,cyanobacteria,cyanobacteria,dictionary_entity
dino_pre2016,STX_DOC_000007,2015.0,cross_taxa,high_confidence_stx_biosynthesis,cyanobacterium,CYANO_TAXON,Transport of saxitoxin (stx) and its analogues in filamentous freshwater cyanobacteria,cyanobacterium,cyanobacterium,dictionary_entity
dino_pre2016,STX_DOC_000007,2015.0,cross_taxa,high_confidence_stx_biosynthesis,cylindrospermopsis,CYANO_TAXON,Transport of saxitoxin (stx) and its analogues in filamentous freshwater cyanobacteria,cylindrospermopsis,cylindrospermopsis,dictionary_entity
dino_pre2016,STX_DOC_000007,2015.0,cross_taxa,high_confidence_stx_biosynthesis,expression,BIOLOGICAL_PROCESS,Transport of saxitoxin (stx) and its analogues in filamentous freshwater cyanobacteria,expression,expression,dictionary_entity
dino_pre2016,STX_DOC_000007,2015.0,cross_taxa,high_confidence_stx_biosynthesis,lc_ms,DETECTION_METHOD,Transport of saxitoxin (stx) and its analogues in filamentous freshwater cyanobacteria,lc-ms,lc_ms,dictionary_entity
dino_pre2016,STX_DOC_000007,2015.0,cross_taxa,high_confidence_stx_biosynthesis,lc_ms_ms,DETECTION_METHOD,Transport of saxitoxin (stx) and its analogues in filamentous freshwater cyanobacteria,lc-ms/ms,lc_ms_ms,dictionary_entity
dino_pre2016,STX_DOC_000007,2015.0,cross_taxa,high_confidence_stx_biosynthesis,mass_spectrometry,DETECTION_METHOD,Transport of saxitoxin (stx) and its analogues in filamentous freshwater cyanobacteria,mass spectrometry,mass_spectrometry,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,saxitoxin,TOXIN,Neurotoxic alkaloids: saxitoxin and its analogs.,saxitoxin,saxitoxin,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,paralytic_shellfish_toxins,TOXIN,Neurotoxic alkaloids: saxitoxin and its analogs.,paralytic shellfish toxins,paralytic_shellfish_toxins,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,paralytic_shellfish_poisoning,TOXIN,Neurotoxic alkaloids: saxitoxin and its analogs.,paralytic shellfish poisoning,paralytic_shellfish_poisoning,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,dinoflagellates,DINO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,dinoflagellates,dinoflagellates,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,alexandrium,DINO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,alexandrium,alexandrium,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,gymnodinium,DINO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,gymnodinium,gymnodinium,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,pyrodinium,DINO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,pyrodinium,pyrodinium,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,cyanobacteria,CYANO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,cyanobacteria,cyanobacteria,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,cyanobacterial,CYANO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,cyanobacterial,cyanobacterial,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,aphanizomenon,CYANO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,aphanizomenon,aphanizomenon,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,anabaena,CYANO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,anabaena,anabaena,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,cylindrospermopsis,CYANO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,cylindrospermopsis,cylindrospermopsis,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,lyngbya,CYANO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,lyngbya,lyngbya,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,planktothrix,CYANO_TAXON,Neurotoxic alkaloids: saxitoxin and its analogs.,planktothrix,planktothrix,dictionary_entity
dino_pre2016,STX_DOC_000009,2010.0,cross_taxa,high_confidence_stx_biosynthesis,toxicity,BIOLOGICAL_PROCESS,Neurotoxic alkaloids: saxitoxin and its analogs.,toxicity,toxicity,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,saxitoxin,TOXIN,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",saxitoxin,saxitoxin,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,paralytic_shellfish_poisoning,TOXIN,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",paralytic shellfish poisoning,paralytic_shellfish_poisoning,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,sxta,SXT_GENE,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",sxta,sxta,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,sxti,SXT_GENE,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",sxti,sxti,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,dinoflagellate,DINO_TAXON,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",dinoflagellate,dinoflagellate,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,dinoflagellates,DINO_TAXON,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",dinoflagellates,dinoflagellates,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,alexandrium,DINO_TAXON,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",alexandrium,alexandrium,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,pyrodinium,DINO_TAXON,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",pyrodinium,pyrodinium,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,pyrodinium_bahamense,DINO_TAXON,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",pyrodinium bahamense,pyrodinium_bahamense,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,cyanobacteria,CYANO_TAXON,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",cyanobacteria,cyanobacteria,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,cyanobacterial,CYANO_TAXON,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",cyanobacterial,cyanobacterial,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,biosynthesis,BIOLOGICAL_PROCESS,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",biosynthesis,biosynthesis,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,phylogeny,BIOLOGICAL_PROCESS,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",phylogeny,phylogeny,dictionary_entity
dino_pre2016,STX_DOC_000022,2012.0,cross_taxa,high_confidence_stx_biosynthesis,phylogenetic,BIOLOGICAL_PROCESS,"Molecular characterization of the its2 transcript and saxitoxin biosynthetic genes in two toxic dinoflagellates, alexandrium (dinophyceae) from Malaysia",phylogenetic,phylogenetic,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,saxitoxin,TOXIN,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,saxitoxin,saxitoxin,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,gonyautoxin,TOXIN,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,gonyautoxin,gonyautoxin,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,paralytic_shellfish_toxins,TOXIN,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,paralytic shellfish toxin,paralytic_shellfish_toxins,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,paralytic_shellfish_poisoning,TOXIN,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,paralytic shellfish poisoning,paralytic_shellfish_poisoning,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,sxta,SXT_GENE,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,sxta,sxta,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,sxtg,SXT_GENE,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,sxtg,sxtg,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,dinoflagellate,DINO_TAXON,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,dinoflagellate,dinoflagellate,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,alexandrium,DINO_TAXON,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,alexandrium,alexandrium,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,alexandrium_minutum,DINO_TAXON,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,alexandrium minutum,alexandrium_minutum,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,nitrogen,ENV_FACTOR,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,nitrogen,nitrogen,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,phosphorus,ENV_FACTOR,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,phosphorus,phosphorus,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,nutrient,ENV_FACTOR,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,nutrient,nutrient,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,biosynthesis,BIOLOGICAL_PROCESS,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,biosynthesis,biosynthesis,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,expression,BIOLOGICAL_PROCESS,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,expression,expression,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,gene_expression,BIOLOGICAL_PROCESS,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,gene expression,gene_expression,dictionary_entity
dino_pre2016,STX_DOC_000024,2014.0,dinoflagellate,high_confidence_stx_biosynthesis,toxin_production,BIOLOGICAL_PROCESS,SxtA and sxtG gene expression and toxin production in the Mediterranean Alexandrium minutum (Dinophyceae).,toxin production,toxin_production,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,saxitoxin,TOXIN,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",saxitoxin,saxitoxin,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,sxta,SXT_GENE,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",sxta,sxta,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,sxtg,SXT_GENE,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",sxtg,sxtg,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,sxt_genes,SXT_GENE,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",sxt genes,sxt_genes,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,dinoflagellate,DINO_TAXON,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",dinoflagellate,dinoflagellate,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,dinoflagellates,DINO_TAXON,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",dinoflagellates,dinoflagellates,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,alexandrium,DINO_TAXON,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",alexandrium,alexandrium,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,gymnodinium,DINO_TAXON,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",gymnodinium,gymnodinium,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,gymnodinium_catenatum,DINO_TAXON,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",gymnodinium catenatum,gymnodinium_catenatum,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,pyrodinium,DINO_TAXON,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",pyrodinium,pyrodinium,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,pyrodinium_bahamense,DINO_TAXON,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",pyrodinium bahamense,pyrodinium_bahamense,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,biosynthesis,BIOLOGICAL_PROCESS,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",biosynthesis,biosynthesis,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",saxitoxin biosynthesis,saxitoxin_biosynthesis,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,evolution,BIOLOGICAL_PROCESS,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",evolution,evolution,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,phylogeny,BIOLOGICAL_PROCESS,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",phylogeny,phylogeny,dictionary_entity
dino_pre2016,STX_DOC_000028,2015.0,dinoflagellate,high_confidence_stx_biosynthesis,gene_duplication,BIOLOGICAL_PROCESS,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates.",gene duplication,gene_duplication,dictionary_entity
dino_pre2016,STX_DOC_000029,2006.0,dinoflagellate,dinoflagellate_stx,saxitoxin,TOXIN,Determination of paralytic shellfish toxins in dinoflagellate <i>Alexandrium tamarense</i> by using isotachophoresis/capillary electrophoresis,saxitoxin,saxitoxin,dictionary_entity
dino_pre2016,STX_DOC_000029,2006.0,dinoflagellate,dinoflagellate_stx,neosaxitoxin,TOXIN,Determination of paralytic shellfish toxins in dinoflagellate <i>Alexandrium tamarense</i> by using isotachophoresis/capillary electrophoresis,neosaxitoxin,neosaxitoxin,dictionary_entity
dino_pre2016,STX_DOC_000029,2006.0,dinoflagellate,dinoflagellate_stx,gonyautoxin,TOXIN,Determination of paralytic shellfish toxins in dinoflagellate <i>Alexandrium tamarense</i> by using isotachophoresis/capillary electrophoresis,gonyautoxin,gonyautoxin,dictionary_entity
dino_pre2016,STX_DOC_000029,2006.0,dinoflagellate,dinoflagellate_stx,gtx,TOXIN,Determination of paralytic shellfish toxins in dinoflagellate <i>Alexandrium tamarense</i> by using isotachophoresis/capillary electrophoresis,gtx,gtx,dictionary_entity
dino_pre2016,STX_DOC_000029,2006.0,dinoflagellate,dinoflagellate_stx,paralytic_shellfish_toxins,TOXIN,Determination of paralytic shellfish toxins in dinoflagellate <i>Alexandrium tamarense</i> by using isotachophoresis/capillary electrophoresis,paralytic shellfish toxins,paralytic_shellfish_toxins,dictionary_entity
dino_pre2016,STX_DOC_000029,2006.0,dinoflagellate,dinoflagellate_stx,dinoflagellate,DINO_TAXON,Determination of paralytic shellfish toxins in dinoflagellate <i>Alexandrium tamarense</i> by using isotachophoresis/capillary electrophoresis,dinoflagellate,dinoflagellate,dictionary_entity
dino_pre2016,STX_DOC_000029,2006.0,dinoflagellate,dinoflagellate_stx,alexandrium,DINO_TAXON,Determination of paralytic shellfish toxins in dinoflagellate <i>Alexandrium tamarense</i> by using isotachophoresis/capillary electrophoresis,alexandrium,alexandrium,dictionary_entity
dino_pre2016,STX_DOC_000029,2006.0,dinoflagellate,dinoflagellate_stx,alexandrium_tamarense,DINO_TAXON,Determination of paralytic shellfish toxins in dinoflagellate <i>Alexandrium tamarense</i> by using isotachophoresis/capillary electrophoresis,alexandrium tamarense,alexandrium_tamarense,dictionary_entity
dino_pre2016,STX_DOC_000030,2006.0,dinoflagellate,dinoflagellate_stx,saxitoxin,TOXIN,Determination of paralytic shellfish toxins in dinoflagellate Alexandrium tamarense by using isotachophoresis/capillary electrophoresis.,saxitoxin,saxitoxin,dictionary_entity
dino_pre2016,STX_DOC_000030,2006.0,dinoflagellate,dinoflagellate_stx,neosaxitoxin,TOXIN,Determination of paralytic shellfish toxins in dinoflagellate Alexandrium tamarense by using isotachophoresis/capillary electrophoresis.,neosaxitoxin,neosaxitoxin,dictionary_entity
dino_pre2016,STX_DOC_000030,2006.0,dinoflagellate,dinoflagellate_stx,gonyautoxin,TOXIN,Determination of paralytic shellfish toxins in dinoflagellate Alexandrium tamarense by using isotachophoresis/capillary electrophoresis.,gonyautoxin,gonyautoxin,dictionary_entity
dino_pre2016,STX_DOC_000030,2006.0,dinoflagellate,dinoflagellate_stx,gtx,TOXIN,Determination of paralytic shellfish toxins in dinoflagellate Alexandrium tamarense by using isotachophoresis/capillary electrophoresis.,gtx,gtx,dictionary_entity
dino_pre2016,STX_DOC_000030,2006.0,dinoflagellate,dinoflagellate_stx,paralytic_shellfish_toxins,TOXIN,Determination of paralytic shellfish toxins in dinoflagellate Alexandrium tamarense by using isotachophoresis/capillary electrophoresis.,paralytic shellfish toxins,paralytic_shellfish_toxins,dictionary_entity
dino_pre2016,STX_DOC_000030,2006.0,dinoflagellate,dinoflagellate_stx,dinoflagellate,DINO_TAXON,Determination of paralytic shellfish toxins in dinoflagellate Alexandrium tamarense by using isotachophoresis/capillary electrophoresis.,dinoflagellate,dinoflagellate,dictionary_entity
dino_pre2016,STX_DOC_000030,2006.0,dinoflagellate,dinoflagellate_stx,alexandrium,DINO_TAXON,Determination of paralytic shellfish toxins in dinoflagellate Alexandrium tamarense by using isotachophoresis/capillary electrophoresis.,alexandrium,alexandrium,dictionary_entity
