Model,ROC_AUC,PR_AUC
RandomForest_OOF,0.9927555713064524,0.9927495868734302
GradientBoosting_OOF,0.9927819084092578,0.993007962803506
LogisticRegression_OOF,0.9901915941213504,0.9908186933978278
