source,source_type,relation,target,target_type,weight,support_documents,first_year,last_year,dataset
gonyautoxin,TOXIN,taxon_associated_with_toxin,alexandrium_catenella,DINO_TAXON,8,STX_DOC_000013;STX_DOC_000095;STX_DOC_000103;STX_DOC_000112;STX_DOC_000123;STX_DOC_000152;STX_DOC_000155;STX_DOC_000672,1992.0,2024.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,alexandrium_minutum,DINO_TAXON,6,STX_DOC_000024;STX_DOC_000063;STX_DOC_000169;STX_DOC_000345;STX_DOC_000478;STX_DOC_000569,1994.0,2016.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,alexandrium_ostenfeldii,DINO_TAXON,3,STX_DOC_000125;STX_DOC_000155;STX_DOC_000211,2015.0,2024.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,alexandrium_pacificum,DINO_TAXON,2,STX_DOC_000104;STX_DOC_000607,2022.0,2025.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,alexandrium_tamarense,DINO_TAXON,15,STX_DOC_000029;STX_DOC_000030;STX_DOC_000038;STX_DOC_000062;STX_DOC_000078;STX_DOC_000161;STX_DOC_000187;STX_DOC_000296;STX_DOC_000348;STX_DOC_000350;STX_DOC_000447;STX_DOC_000478;STX_DOC_000501;STX_DOC_000502;STX_DOC_000514,1992.0,2018.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,alexandrium_tamiyavanichii,DINO_TAXON,1,STX_DOC_000433,2010.0,2010.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,anabaena,CYANO_TAXON,1,STX_DOC_000348,1996.0,1996.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,cyanobacteria,CYANO_TAXON,7,STX_DOC_000017;STX_DOC_000042;STX_DOC_000080;STX_DOC_000104;STX_DOC_000271;STX_DOC_000348;STX_DOC_000598,1995.0,2022.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,cyanobacterial,CYANO_TAXON,1,STX_DOC_000348,1996.0,1996.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,cyanobacterium,CYANO_TAXON,1,STX_DOC_000104,2022.0,2022.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,dinoflagellate,DINO_TAXON,41,STX_DOC_000011;STX_DOC_000024;STX_DOC_000029;STX_DOC_000030;STX_DOC_000054;STX_DOC_000055;STX_DOC_000060;STX_DOC_000062;STX_DOC_000063;STX_DOC_000084;STX_DOC_000095;STX_DOC_000096;STX_DOC_000099;STX_DOC_000104;STX_DOC_000112;STX_DOC_000125;STX_DOC_000146;STX_DOC_000152;STX_DOC_000153;STX_DOC_000214;STX_DOC_000218;STX_DOC_000222;STX_DOC_000328;STX_DOC_000345;STX_DOC_000348;STX_DOC_000350;STX_DOC_000352;STX_DOC_000353;STX_DOC_000358;STX_DOC_000395;STX_DOC_000433;STX_DOC_000488;STX_DOC_000501;STX_DOC_000502;STX_DOC_000514;STX_DOC_000569;STX_DOC_000597;STX_DOC_000601;STX_DOC_000607;STX_DOC_000672;STX_DOC_001510,1976.0,2025.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,dinoflagellates,DINO_TAXON,16,STX_DOC_000011;STX_DOC_000017;STX_DOC_000032;STX_DOC_000042;STX_DOC_000045;STX_DOC_000080;STX_DOC_000104;STX_DOC_000112;STX_DOC_000211;STX_DOC_000239;STX_DOC_000271;STX_DOC_000569;STX_DOC_000598;STX_DOC_000602;STX_DOC_000603;STX_DOC_001469,1984.0,2024.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,dolichospermum,CYANO_TAXON,1,STX_DOC_000104,2022.0,2022.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,gymnodinium,DINO_TAXON,14,STX_DOC_000011;STX_DOC_000017;STX_DOC_000060;STX_DOC_000084;STX_DOC_000096;STX_DOC_000146;STX_DOC_000214;STX_DOC_000218;STX_DOC_000248;STX_DOC_000328;STX_DOC_000352;STX_DOC_000488;STX_DOC_000598;STX_DOC_000672,1987.0,2025.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,gymnodinium_catenatum,DINO_TAXON,12,STX_DOC_000011;STX_DOC_000060;STX_DOC_000084;STX_DOC_000096;STX_DOC_000146;STX_DOC_000214;STX_DOC_000218;STX_DOC_000248;STX_DOC_000328;STX_DOC_000352;STX_DOC_000488;STX_DOC_000672,1987.0,2025.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,protoceratium,DINO_TAXON,1,STX_DOC_000155,2024.0,2024.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,protoceratium_reticulatum,DINO_TAXON,1,STX_DOC_000155,2024.0,2024.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,pyrodinium,DINO_TAXON,9,STX_DOC_000017;STX_DOC_000054;STX_DOC_000055;STX_DOC_000099;STX_DOC_000153;STX_DOC_000222;STX_DOC_000353;STX_DOC_000358;STX_DOC_000598,1982.0,2023.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,pyrodinium_bahamense,DINO_TAXON,7,STX_DOC_000054;STX_DOC_000055;STX_DOC_000099;STX_DOC_000153;STX_DOC_000222;STX_DOC_000353;STX_DOC_000358,1982.0,2023.0,dino_all
gonyautoxin,TOXIN,taxon_associated_with_toxin,scytonema,CYANO_TAXON,1,STX_DOC_000042,2018.0,2018.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,bloom,ENV_FACTOR,3,STX_DOC_000013;STX_DOC_000157;STX_DOC_000167,2010.0,2022.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,light,ENV_FACTOR,2,STX_DOC_000073;STX_DOC_000345,2000.0,2008.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,nitrate,ENV_FACTOR,2,STX_DOC_000148;STX_DOC_000345,1996.0,2000.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,nitrogen,ENV_FACTOR,1,STX_DOC_000254,1990.0,1990.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,nutrient,ENV_FACTOR,5,STX_DOC_000013;STX_DOC_000074;STX_DOC_000098;STX_DOC_000148;STX_DOC_000254,1990.0,2020.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,nutrients,ENV_FACTOR,2,STX_DOC_000148;STX_DOC_000345,1996.0,2000.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,phosphate,ENV_FACTOR,4,STX_DOC_000074;STX_DOC_000098;STX_DOC_000148;STX_DOC_000345,1996.0,2000.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,phosphorus,ENV_FACTOR,1,STX_DOC_000254,1990.0,1990.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,salinity,ENV_FACTOR,4,STX_DOC_000013;STX_DOC_000125;STX_DOC_000148;STX_DOC_000345,1996.0,2020.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,temperature,ENV_FACTOR,5,STX_DOC_000074;STX_DOC_000098;STX_DOC_000125;STX_DOC_000167;STX_DOC_000345,1999.0,2015.0,dino_all
gtx,TOXIN,environment_associated_with_toxin,warming,ENV_FACTOR,1,STX_DOC_000125,2015.0,2015.0,dino_all
gtx,TOXIN,method_associated_with_toxin,hplc,DETECTION_METHOD,17,STX_DOC_000073;STX_DOC_000095;STX_DOC_000096;STX_DOC_000155;STX_DOC_000192;STX_DOC_000211;STX_DOC_000251;STX_DOC_000328;STX_DOC_000332;STX_DOC_000334;STX_DOC_000347;STX_DOC_000393;STX_DOC_000478;STX_DOC_000501;STX_DOC_000502;STX_DOC_000576;STX_DOC_000655,1989.0,2024.0,dino_all
gtx,TOXIN,method_associated_with_toxin,liquid_chromatography,DETECTION_METHOD,1,STX_DOC_000478,2016.0,2016.0,dino_all
gtx,TOXIN,method_associated_with_toxin,mass_spectrometry,DETECTION_METHOD,4,STX_DOC_000096;STX_DOC_000135;STX_DOC_000157;STX_DOC_000187,2002.0,2022.0,dino_all
gtx,TOXIN,method_associated_with_toxin,mouse_bioassay,DETECTION_METHOD,4,STX_DOC_000096;STX_DOC_000253;STX_DOC_000332;STX_DOC_000334,1992.0,2005.0,dino_all
gtx,TOXIN,process_associated_with_toxin,biosynthesis,BIOLOGICAL_PROCESS,3,STX_DOC_000074;STX_DOC_000098;STX_DOC_000251,1999.0,2002.0,dino_all
gtx,TOXIN,process_associated_with_toxin,phylogenetic,BIOLOGICAL_PROCESS,3,STX_DOC_000135;STX_DOC_000187;STX_DOC_000211,2009.0,2020.0,dino_all
gtx,TOXIN,process_associated_with_toxin,phylogeny,BIOLOGICAL_PROCESS,1,STX_DOC_000211,2015.0,2015.0,dino_all
gtx,TOXIN,process_associated_with_toxin,resting_cyst,BIOLOGICAL_PROCESS,1,STX_DOC_000347,1996.0,1996.0,dino_all
gtx,TOXIN,process_associated_with_toxin,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,2,STX_DOC_000074;STX_DOC_000098,1999.0,1999.0,dino_all
gtx,TOXIN,process_associated_with_toxin,toxicity,BIOLOGICAL_PROCESS,19,STX_DOC_000074;STX_DOC_000096;STX_DOC_000098;STX_DOC_000125;STX_DOC_000135;STX_DOC_000147;STX_DOC_000157;STX_DOC_000187;STX_DOC_000253;STX_DOC_000332;STX_DOC_000334;STX_DOC_000345;STX_DOC_000347;STX_DOC_000393;STX_DOC_000433;STX_DOC_000501;STX_DOC_000502;STX_DOC_000518;STX_DOC_001732,1989.0,2022.0,dino_all
gtx,TOXIN,process_associated_with_toxin,toxin_biosynthesis,BIOLOGICAL_PROCESS,2,STX_DOC_000074;STX_DOC_000098,1999.0,1999.0,dino_all
gtx,TOXIN,process_associated_with_toxin,toxin_production,BIOLOGICAL_PROCESS,8,STX_DOC_000074;STX_DOC_000098;STX_DOC_000125;STX_DOC_000135;STX_DOC_000152;STX_DOC_000187;STX_DOC_000251;STX_DOC_000345,1992.0,2020.0,dino_all
gtx,TOXIN,semantic_cooccurrence,paralytic_shellfish_poisoning,TOXIN,13,STX_DOC_000095;STX_DOC_000096;STX_DOC_000125;STX_DOC_000147;STX_DOC_000152;STX_DOC_000187;STX_DOC_000192;STX_DOC_000211;STX_DOC_000347;STX_DOC_000393;STX_DOC_000518;STX_DOC_000576;STX_DOC_001732,1989.0,2015.0,dino_all
gtx,TOXIN,semantic_cooccurrence,paralytic_shellfish_toxins,TOXIN,12,STX_DOC_000013;STX_DOC_000029;STX_DOC_000030;STX_DOC_000038;STX_DOC_000135;STX_DOC_000148;STX_DOC_000155;STX_DOC_000157;STX_DOC_000167;STX_DOC_000251;STX_DOC_000253;STX_DOC_001732,1992.0,2024.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,alexandrium,DINO_TAXON,30,STX_DOC_000013;STX_DOC_000029;STX_DOC_000030;STX_DOC_000038;STX_DOC_000074;STX_DOC_000095;STX_DOC_000098;STX_DOC_000125;STX_DOC_000135;STX_DOC_000147;STX_DOC_000148;STX_DOC_000152;STX_DOC_000155;STX_DOC_000187;STX_DOC_000192;STX_DOC_000211;STX_DOC_000251;STX_DOC_000253;STX_DOC_000254;STX_DOC_000332;STX_DOC_000334;STX_DOC_000345;STX_DOC_000347;STX_DOC_000433;STX_DOC_000478;STX_DOC_000501;STX_DOC_000502;STX_DOC_000518;STX_DOC_000576;STX_DOC_001188,1990.0,2024.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,alexandrium_catenella,DINO_TAXON,4,STX_DOC_000013;STX_DOC_000095;STX_DOC_000152;STX_DOC_000155,1992.0,2024.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,alexandrium_fundyense,DINO_TAXON,3,STX_DOC_000074;STX_DOC_000098;STX_DOC_000254,1990.0,1999.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,alexandrium_minutum,DINO_TAXON,6,STX_DOC_000147;STX_DOC_000192;STX_DOC_000345;STX_DOC_000478;STX_DOC_000518;STX_DOC_000576,1998.0,2016.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,alexandrium_ostenfeldii,DINO_TAXON,5,STX_DOC_000125;STX_DOC_000155;STX_DOC_000211;STX_DOC_000253;STX_DOC_000347,1992.0,2024.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,alexandrium_tamarense,DINO_TAXON,11,STX_DOC_000029;STX_DOC_000030;STX_DOC_000038;STX_DOC_000187;STX_DOC_000192;STX_DOC_000251;STX_DOC_000332;STX_DOC_000334;STX_DOC_000478;STX_DOC_000501;STX_DOC_000502,2002.0,2017.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,alexandrium_tamiyavanichii,DINO_TAXON,1,STX_DOC_000433,2010.0,2010.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,centrodinium,DINO_TAXON,1,STX_DOC_000135,2020.0,2020.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,centrodinium_punctatum,DINO_TAXON,1,STX_DOC_000135,2020.0,2020.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,cyanobacteria,CYANO_TAXON,1,STX_DOC_000192,2003.0,2003.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,dinoflagellate,DINO_TAXON,26,STX_DOC_000029;STX_DOC_000030;STX_DOC_000074;STX_DOC_000095;STX_DOC_000096;STX_DOC_000125;STX_DOC_000135;STX_DOC_000147;STX_DOC_000148;STX_DOC_000152;STX_DOC_000167;STX_DOC_000251;STX_DOC_000253;STX_DOC_000254;STX_DOC_000328;STX_DOC_000332;STX_DOC_000334;STX_DOC_000345;STX_DOC_000347;STX_DOC_000393;STX_DOC_000433;STX_DOC_000488;STX_DOC_000501;STX_DOC_000502;STX_DOC_000518;STX_DOC_000576,1989.0,2020.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,dinoflagellates,DINO_TAXON,8,STX_DOC_000135;STX_DOC_000192;STX_DOC_000211;STX_DOC_000251;STX_DOC_000253;STX_DOC_000254;STX_DOC_000393;STX_DOC_000576,1989.0,2020.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,gymnodinium,DINO_TAXON,9,STX_DOC_000073;STX_DOC_000096;STX_DOC_000148;STX_DOC_000157;STX_DOC_000167;STX_DOC_000328;STX_DOC_000393;STX_DOC_000488;STX_DOC_000655,1989.0,2022.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,gymnodinium_catenatum,DINO_TAXON,9,STX_DOC_000073;STX_DOC_000096;STX_DOC_000148;STX_DOC_000157;STX_DOC_000167;STX_DOC_000328;STX_DOC_000393;STX_DOC_000488;STX_DOC_000655,1989.0,2022.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,protoceratium,DINO_TAXON,1,STX_DOC_000155,2024.0,2024.0,dino_all
gtx,TOXIN,taxon_associated_with_toxin,protoceratium_reticulatum,DINO_TAXON,1,STX_DOC_000155,2024.0,2024.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,anabaena,CYANO_TAXON,2,STX_DOC_000009;STX_DOC_000082,2003.0,2010.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,aphanizomenon,CYANO_TAXON,1,STX_DOC_000009,2010.0,2010.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,bloom,ENV_FACTOR,26,STX_DOC_000011;STX_DOC_000021;STX_DOC_000035;STX_DOC_000036;STX_DOC_000053;STX_DOC_000141;STX_DOC_000157;STX_DOC_000159;STX_DOC_000167;STX_DOC_000234;STX_DOC_000250;STX_DOC_000269;STX_DOC_000312;STX_DOC_000314;STX_DOC_000335;STX_DOC_000360;STX_DOC_000428;STX_DOC_000438;STX_DOC_000520;STX_DOC_000633;STX_DOC_000853;STX_DOC_000875;STX_DOC_000954;STX_DOC_001135;STX_DOC_001185;STX_DOC_001721,1988.0,2024.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,chemical_analysis,DETECTION_METHOD,2,STX_DOC_000218;STX_DOC_001243,2010.0,2020.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,climate,ENV_FACTOR,4,STX_DOC_000111;STX_DOC_000173;STX_DOC_001129;STX_DOC_001721,2018.0,2022.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,cyanobacteria,CYANO_TAXON,9,STX_DOC_000002;STX_DOC_000009;STX_DOC_000017;STX_DOC_000037;STX_DOC_000052;STX_DOC_000082;STX_DOC_000131;STX_DOC_000467;STX_DOC_000598,1995.0,2025.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,cyanobacterial,CYANO_TAXON,4,STX_DOC_000009;STX_DOC_000116;STX_DOC_000131;STX_DOC_000832,2009.0,2014.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,cyanobacterium,CYANO_TAXON,2,STX_DOC_000037;STX_DOC_000082,2003.0,2024.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,cylindrospermopsis,CYANO_TAXON,1,STX_DOC_000009,2010.0,2010.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,dolichospermum,CYANO_TAXON,1,STX_DOC_000037,2024.0,2024.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,elisa,DETECTION_METHOD,1,STX_DOC_000195,1991.0,1991.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,gymnodinium_catenatum,DINO_TAXON,124,STX_DOC_000002;STX_DOC_000011;STX_DOC_000021;STX_DOC_000028;STX_DOC_000035;STX_DOC_000036;STX_DOC_000037;STX_DOC_000052;STX_DOC_000053;STX_DOC_000059;STX_DOC_000060;STX_DOC_000067;STX_DOC_000073;STX_DOC_000082;STX_DOC_000084;STX_DOC_000087;STX_DOC_000096;STX_DOC_000100;STX_DOC_000111;STX_DOC_000116;STX_DOC_000127;STX_DOC_000131;STX_DOC_000141;STX_DOC_000144;STX_DOC_000146;STX_DOC_000148;STX_DOC_000154;STX_DOC_000157;STX_DOC_000159;STX_DOC_000167;STX_DOC_000173;STX_DOC_000195;STX_DOC_000202;STX_DOC_000214;STX_DOC_000218;STX_DOC_000224;STX_DOC_000228;STX_DOC_000234;STX_DOC_000238;STX_DOC_000248;STX_DOC_000250;STX_DOC_000260;STX_DOC_000269;STX_DOC_000283;STX_DOC_000286;STX_DOC_000312;STX_DOC_000314;STX_DOC_000328;STX_DOC_000335;STX_DOC_000351;STX_DOC_000352;STX_DOC_000376;STX_DOC_000380;STX_DOC_000393;STX_DOC_000414;STX_DOC_000428;STX_DOC_000438;STX_DOC_000457;STX_DOC_000458;STX_DOC_000466;STX_DOC_000488;STX_DOC_000507;STX_DOC_000509;STX_DOC_000512;STX_DOC_000517;STX_DOC_000520;STX_DOC_000555;STX_DOC_000573;STX_DOC_000617;STX_DOC_000633;STX_DOC_000652;STX_DOC_000655;STX_DOC_000661;STX_DOC_000662;STX_DOC_000663;STX_DOC_000664;STX_DOC_000672;STX_DOC_000686;STX_DOC_000720;STX_DOC_000724;STX_DOC_000728;STX_DOC_000750;STX_DOC_000756;STX_DOC_000764;STX_DOC_000770;STX_DOC_000832;STX_DOC_000840;STX_DOC_000847;STX_DOC_000853;STX_DOC_000875;STX_DOC_000945;STX_DOC_000954;STX_DOC_000957;STX_DOC_000962;STX_DOC_001018;STX_DOC_001040;STX_DOC_001065;STX_DOC_001072;STX_DOC_001078;STX_DOC_001083;STX_DOC_001084;STX_DOC_001097;STX_DOC_001099;STX_DOC_001101;STX_DOC_001103;STX_DOC_001135;STX_DOC_001185;STX_DOC_001237;STX_DOC_001243;STX_DOC_001253;STX_DOC_001261;STX_DOC_001268;STX_DOC_001273;STX_DOC_001291;STX_DOC_001292;STX_DOC_001305;STX_DOC_001316;STX_DOC_001318;STX_DOC_001319;STX_DOC_001321;STX_DOC_001337;STX_DOC_001717;STX_DOC_001718;STX_DOC_001721,1986.0,2025.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,harmful_algal_bloom,ENV_FACTOR,2,STX_DOC_000053;STX_DOC_001721,2011.0,2022.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,hplc,DETECTION_METHOD,29,STX_DOC_000011;STX_DOC_000035;STX_DOC_000036;STX_DOC_000073;STX_DOC_000096;STX_DOC_000116;STX_DOC_000144;STX_DOC_000151;STX_DOC_000159;STX_DOC_000195;STX_DOC_000225;STX_DOC_000228;STX_DOC_000250;STX_DOC_000286;STX_DOC_000328;STX_DOC_000351;STX_DOC_000375;STX_DOC_000393;STX_DOC_000438;STX_DOC_000467;STX_DOC_000517;STX_DOC_000633;STX_DOC_000655;STX_DOC_000728;STX_DOC_000840;STX_DOC_000853;STX_DOC_001283;STX_DOC_001717;STX_DOC_001718,1988.0,2024.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,irradiance,ENV_FACTOR,1,STX_DOC_000728,2014.0,2014.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,lc_ms,DETECTION_METHOD,6,STX_DOC_000214;STX_DOC_000286;STX_DOC_000414;STX_DOC_000507;STX_DOC_000509;STX_DOC_000555,2003.0,2021.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,lc_ms_ms,DETECTION_METHOD,3,STX_DOC_000214;STX_DOC_000414;STX_DOC_000555,2015.0,2021.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,light,ENV_FACTOR,4,STX_DOC_000073;STX_DOC_000228;STX_DOC_000248;STX_DOC_000756,2003.0,2022.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,liquid_chromatography,DETECTION_METHOD,3,STX_DOC_000060;STX_DOC_000286;STX_DOC_000517,1998.0,2015.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,lyngbya,CYANO_TAXON,1,STX_DOC_000009,2010.0,2010.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,mass_spectrometry,DETECTION_METHOD,9,STX_DOC_000060;STX_DOC_000096;STX_DOC_000157;STX_DOC_000159;STX_DOC_000286;STX_DOC_000414;STX_DOC_000555;STX_DOC_000573;STX_DOC_001718,2002.0,2022.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,mouse_bioassay,DETECTION_METHOD,8,STX_DOC_000096;STX_DOC_000127;STX_DOC_000151;STX_DOC_000195;STX_DOC_000218;STX_DOC_000250;STX_DOC_000770;STX_DOC_001283,1991.0,2014.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,nitrate,ENV_FACTOR,3,STX_DOC_000087;STX_DOC_000148;STX_DOC_001718,1996.0,2024.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,nitrogen,ENV_FACTOR,3,STX_DOC_000087;STX_DOC_000466;STX_DOC_001718,2020.0,2024.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,nutrient,ENV_FACTOR,5,STX_DOC_000011;STX_DOC_000100;STX_DOC_000148;STX_DOC_000466;STX_DOC_001718,1996.0,2025.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,nutrients,ENV_FACTOR,7,STX_DOC_000087;STX_DOC_000148;STX_DOC_000360;STX_DOC_000574;STX_DOC_001072;STX_DOC_001718;STX_DOC_001721,1996.0,2024.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,oxidative_stress,ENV_FACTOR,1,STX_DOC_000173,2020.0,2020.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,phosphate,ENV_FACTOR,1,STX_DOC_000148,1996.0,1996.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,phosphorus,ENV_FACTOR,2,STX_DOC_000228;STX_DOC_001718,2022.0,2022.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,planktothrix,CYANO_TAXON,1,STX_DOC_000009,2010.0,2010.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,protoceratium,DINO_TAXON,1,STX_DOC_000059,2018.0,2018.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,protoceratium_reticulatum,DINO_TAXON,1,STX_DOC_000059,2018.0,2018.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,pyrodinium,DINO_TAXON,19,STX_DOC_000009;STX_DOC_000017;STX_DOC_000021;STX_DOC_000028;STX_DOC_000067;STX_DOC_000100;STX_DOC_000116;STX_DOC_000225;STX_DOC_000234;STX_DOC_000269;STX_DOC_000312;STX_DOC_000314;STX_DOC_000380;STX_DOC_000381;STX_DOC_000574;STX_DOC_000598;STX_DOC_000661;STX_DOC_000662;STX_DOC_000664,1995.0,2025.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,pyrodinium_bahamense,DINO_TAXON,13,STX_DOC_000021;STX_DOC_000028;STX_DOC_000067;STX_DOC_000100;STX_DOC_000116;STX_DOC_000234;STX_DOC_000269;STX_DOC_000312;STX_DOC_000314;STX_DOC_000574;STX_DOC_000661;STX_DOC_000662;STX_DOC_000664,2006.0,2025.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,salinity,ENV_FACTOR,3,STX_DOC_000087;STX_DOC_000148;STX_DOC_000466,1996.0,2024.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,temperature,ENV_FACTOR,12,STX_DOC_000087;STX_DOC_000111;STX_DOC_000167;STX_DOC_000224;STX_DOC_000234;STX_DOC_000408;STX_DOC_000457;STX_DOC_000458;STX_DOC_000466;STX_DOC_000728;STX_DOC_000875;STX_DOC_001718,1995.0,2024.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,toxin_profiling,DETECTION_METHOD,1,STX_DOC_000010,2026.0,2026.0,dino_all
gymnodinium,DINO_TAXON,semantic_cooccurrence,warming,ENV_FACTOR,3,STX_DOC_000087;STX_DOC_000111;STX_DOC_000173,2018.0,2024.0,dino_all
gymnodinium,DINO_TAXON,taxon_associated_with_process,biosynthesis,BIOLOGICAL_PROCESS,10,STX_DOC_000002;STX_DOC_000010;STX_DOC_000021;STX_DOC_000028;STX_DOC_000037;STX_DOC_000052;STX_DOC_000067;STX_DOC_000131;STX_DOC_000380;STX_DOC_000756,2003.0,2026.0,dino_all
gymnodinium,DINO_TAXON,taxon_associated_with_process,evolution,BIOLOGICAL_PROCESS,4,STX_DOC_000028;STX_DOC_000067;STX_DOC_000250;STX_DOC_000381,2003.0,2018.0,dino_all
gymnodinium,DINO_TAXON,taxon_associated_with_process,expression,BIOLOGICAL_PROCESS,7,STX_DOC_000002;STX_DOC_000202;STX_DOC_000414;STX_DOC_000652;STX_DOC_000724;STX_DOC_000756;STX_DOC_001018,2003.0,2025.0,dino_all
gymnodinium,DINO_TAXON,taxon_associated_with_process,gene_duplication,BIOLOGICAL_PROCESS,1,STX_DOC_000028,2015.0,2015.0,dino_all
gymnodinium,DINO_TAXON,taxon_associated_with_process,gene_expression,BIOLOGICAL_PROCESS,3,STX_DOC_000002;STX_DOC_000652;STX_DOC_000724,2013.0,2025.0,dino_all
gymnodinium,DINO_TAXON,taxon_associated_with_process,gene_loss,BIOLOGICAL_PROCESS,1,STX_DOC_000010,2026.0,2026.0,dino_all
gymnodinium,DINO_TAXON,taxon_associated_with_process,harmful_algal_bloom,BIOLOGICAL_PROCESS,3,STX_DOC_000053;STX_DOC_000598;STX_DOC_001721,1995.0,2022.0,dino_all
gymnodinium,DINO_TAXON,taxon_associated_with_process,horizontal_gene_transfer,BIOLOGICAL_PROCESS,2,STX_DOC_000052;STX_DOC_000067,2013.0,2018.0,dino_all
