source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key
OpenAlex,,10.1016/j.toxicon.2012.09.001,2012.0,PSP toxin release from the cyanobacterium Raphidiopsis brookii D9 (Nostocales) can be induced by sodium and potassium ions,,Toxicon,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W2016379298,,10.1016/j.toxicon.2012.09.001,,psp toxin release from the cyanobacterium raphidiopsis brookii d9 nostocales can be induced by sodium and potassium ions,doi:10.1016/j.toxicon.2012.09.001
PubMed,22983012.0,10.1016/j.toxicon.2012.09.001,2012.0,PSP toxin release from the cyanobacterium Raphidiopsis brookii D9 (Nostocales) can be induced by sodium and potassium ions.,"Paralytic shellfish poisoning (PSP) toxins are a group of naturally occurring neurotoxic alkaloids produced among several genera of primarily freshwater cyanobacteria and marine dinoflagellates. Although saxitoxin (STX) and analogs are all potent Na(+) channel blockers in vertebrate cells, the functional role of these compounds for the toxigenic microorganisms is unknown. Based upon the known importance of monovalent cations (such as sodium) in the maintenance of cellular homeostasis and ion channel function, we examined the effect of high extracellular concentrations of these ions on growth, cellular integrity, toxin production and release to the external medium in the filamentous freshwater cyanobacterium, Raphidiopsis brookii D9; a gonyautoxins (GTX2/3) and STX producing toxigenic strain. We observed a toxin export in response to high (17 mM) NaCl and KCl concentrations in the growth medium that was not primarily related to osmotic stress effects, compared to the osmolyte mannitol. Addition of exogenous PSP toxins with the same compositional profile as the one produced by R. brookii D9 was able to partially mitigate this effect of high Na⁺ (17 mM). The PSP toxin biosynthetic gene cluster (sxt) in D9 has two genes (sxtF and sxtM) that encode for a MATE (multidrug and toxic compound extrusion) transporter. This protein family, represented by NorM in the bacterium Vibrio parahaemolyticus, confers resistance to multiple cationic toxic agents through Na⁺/drug antiporters. Conserved domains for Na⁺ and drug recognition have been described in NorM. For the D9 sxt cluster, the Na⁺ recognition domain is conserved in both SxtF and SxtM, but the drug recognition domain differs between them. These results suggest that PSP toxins are exported directly in response to the presence of monovalent cations (Na⁺, K⁺) at least at elevated concentrations. Thus, the presence of both genes in the sxt cluster from strain D9 can be explained as a selective recognition mechanism by the SxtF/M transporters for GTX2/3 and STX. We propose that these toxins in cyanobacteria could act extracellularly as a protective mechanism to ensure homeostasis against extreme salt variation in the environment.",Toxicon : official journal of the International Society on Toxinology,Raphidiopsis saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2012.09.001,22983012.0,psp toxin release from the cyanobacterium raphidiopsis brookii d9 nostocales can be induced by sodium and potassium ions,doi:10.1016/j.toxicon.2012.09.001
OpenAlex,,10.1016/j.toxicon.2012.09.001,2012.0,PSP toxin release from the cyanobacterium Raphidiopsis brookii D9 (Nostocales) can be induced by sodium and potassium ions,,Toxicon,Raphidiopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W2016379298,,10.1016/j.toxicon.2012.09.001,,psp toxin release from the cyanobacterium raphidiopsis brookii d9 nostocales can be induced by sodium and potassium ions,doi:10.1016/j.toxicon.2012.09.001
PubMed,22983012.0,10.1016/j.toxicon.2012.09.001,2012.0,PSP toxin release from the cyanobacterium Raphidiopsis brookii D9 (Nostocales) can be induced by sodium and potassium ions.,"Paralytic shellfish poisoning (PSP) toxins are a group of naturally occurring neurotoxic alkaloids produced among several genera of primarily freshwater cyanobacteria and marine dinoflagellates. Although saxitoxin (STX) and analogs are all potent Na(+) channel blockers in vertebrate cells, the functional role of these compounds for the toxigenic microorganisms is unknown. Based upon the known importance of monovalent cations (such as sodium) in the maintenance of cellular homeostasis and ion channel function, we examined the effect of high extracellular concentrations of these ions on growth, cellular integrity, toxin production and release to the external medium in the filamentous freshwater cyanobacterium, Raphidiopsis brookii D9; a gonyautoxins (GTX2/3) and STX producing toxigenic strain. We observed a toxin export in response to high (17 mM) NaCl and KCl concentrations in the growth medium that was not primarily related to osmotic stress effects, compared to the osmolyte mannitol. Addition of exogenous PSP toxins with the same compositional profile as the one produced by R. brookii D9 was able to partially mitigate this effect of high Na⁺ (17 mM). The PSP toxin biosynthetic gene cluster (sxt) in D9 has two genes (sxtF and sxtM) that encode for a MATE (multidrug and toxic compound extrusion) transporter. This protein family, represented by NorM in the bacterium Vibrio parahaemolyticus, confers resistance to multiple cationic toxic agents through Na⁺/drug antiporters. Conserved domains for Na⁺ and drug recognition have been described in NorM. For the D9 sxt cluster, the Na⁺ recognition domain is conserved in both SxtF and SxtM, but the drug recognition domain differs between them. These results suggest that PSP toxins are exported directly in response to the presence of monovalent cations (Na⁺, K⁺) at least at elevated concentrations. Thus, the presence of both genes in the sxt cluster from strain D9 can be explained as a selective recognition mechanism by the SxtF/M transporters for GTX2/3 and STX. We propose that these toxins in cyanobacteria could act extracellularly as a protective mechanism to ensure homeostasis against extreme salt variation in the environment.",Toxicon : official journal of the International Society on Toxinology,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,,,10.1016/j.toxicon.2012.09.001,22983012.0,psp toxin release from the cyanobacterium raphidiopsis brookii d9 nostocales can be induced by sodium and potassium ions,doi:10.1016/j.toxicon.2012.09.001
OpenAlex,,10.1016/j.toxicon.2012.10.015,2012.0,First report of the use of a saxitoxin–protein conjugate to develop a DNA aptamer to a small molecule toxin,,Toxicon,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W2126332607,,10.1016/j.toxicon.2012.10.015,,first report of the use of a saxitoxin protein conjugate to develop a dna aptamer to a small molecule toxin,doi:10.1016/j.toxicon.2012.10.015
OpenAlex,,10.1016/j.toxicon.2013.01.012,2013.0,Hematologic and hepatic responses of the freshwater fish Hoplias malabaricus after saxitoxin exposure,,Toxicon,Cylindrospermopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W2140408113,,10.1016/j.toxicon.2013.01.012,,hematologic and hepatic responses of the freshwater fish hoplias malabaricus after saxitoxin exposure,doi:10.1016/j.toxicon.2013.01.012
PubMed,23648419.0,10.1016/j.toxicon.2013.04.019,2013.0,The ecotoxicological evaluation of Cylindrospermopsis raciborskii from Lake Balaton (Hungary) employing a battery of bioassays and chemical screening.,"Ecotoxicity of four Cylindrospermopsis raciborskii strains (ACT 9502, ACT 9503, ACT 9504, ACT 9505) isolated from Lake Balaton (Hungary) was evaluated in four aquatic bioassays including the Thamnocephalus platyurus acute lethality test; Daphnia magna acute immobilization assay; D. magna feeding inhibition assay and Danio rerio embryo developmental toxicity assay, assisted by chemical screening for known toxins by HPLC-MS. For reference, we analyzed in parallel the toxin content and toxic effects of two previously characterized toxin-producing strains: the Australian cylindrospermopsin producer AQS C. raciborskii and the anatoxins producer Oscillatoria sp. PCC 6506. Bioassays were used to evaluate the overall toxicity of the hydrophilic bioactive metabolites pool synthesized by the selected cyanobacteria. Chemical screening has proven that the ACT C. raciborskii extracts investigated did not contained cylindrospermopsins and anatoxins. The relative toxicity of the ACT C. raciborskii aqueous extracts observed in each bioassay was comparable to the effects recorded for the anatoxins producer PCC 6506 strain while toxicity values (EC50/LC50) calculated for the AQS extract were in general one order of magnitude lower. Concerning sublethal effects of ACT C. raciborskii extracts to the D. rerio embryogenesis, the general morphological abnormality observed was a significant retardation of development. Overall, our results suggest that C. raciborskii populating Lake Balaton produce metabolites with significant bioactive potencies. Therefore, continued investigation of these unknown compounds is required.",Toxicon : official journal of the International Society on Toxinology,Cylindrospermopsis saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2013.04.019,23648419.0,the ecotoxicological evaluation of cylindrospermopsis raciborskii from lake balaton hungary employing a battery of bioassays and chemical screening,doi:10.1016/j.toxicon.2013.04.019
PubMed,23648419.0,10.1016/j.toxicon.2013.04.019,2013.0,The ecotoxicological evaluation of Cylindrospermopsis raciborskii from Lake Balaton (Hungary) employing a battery of bioassays and chemical screening.,"Ecotoxicity of four Cylindrospermopsis raciborskii strains (ACT 9502, ACT 9503, ACT 9504, ACT 9505) isolated from Lake Balaton (Hungary) was evaluated in four aquatic bioassays including the Thamnocephalus platyurus acute lethality test; Daphnia magna acute immobilization assay; D. magna feeding inhibition assay and Danio rerio embryo developmental toxicity assay, assisted by chemical screening for known toxins by HPLC-MS. For reference, we analyzed in parallel the toxin content and toxic effects of two previously characterized toxin-producing strains: the Australian cylindrospermopsin producer AQS C. raciborskii and the anatoxins producer Oscillatoria sp. PCC 6506. Bioassays were used to evaluate the overall toxicity of the hydrophilic bioactive metabolites pool synthesized by the selected cyanobacteria. Chemical screening has proven that the ACT C. raciborskii extracts investigated did not contained cylindrospermopsins and anatoxins. The relative toxicity of the ACT C. raciborskii aqueous extracts observed in each bioassay was comparable to the effects recorded for the anatoxins producer PCC 6506 strain while toxicity values (EC50/LC50) calculated for the AQS extract were in general one order of magnitude lower. Concerning sublethal effects of ACT C. raciborskii extracts to the D. rerio embryogenesis, the general morphological abnormality observed was a significant retardation of development. Overall, our results suggest that C. raciborskii populating Lake Balaton produce metabolites with significant bioactive potencies. Therefore, continued investigation of these unknown compounds is required.",Toxicon : official journal of the International Society on Toxinology,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,,,10.1016/j.toxicon.2013.04.019,23648419.0,the ecotoxicological evaluation of cylindrospermopsis raciborskii from lake balaton hungary employing a battery of bioassays and chemical screening,doi:10.1016/j.toxicon.2013.04.019
PubMed,24055553.0,10.1016/j.toxicon.2013.09.008,2013.0,Spatial and thematic distribution of research on cyanotoxins.,"Cyanobacteria in surface water are well known for their ability to form toxic blooms responsible for animal mortality and human poisoning. Accompanying major progress in science and technology, the state of knowledge of cyanotoxins has dramatically increased over the last two decades. The bibliometric approach applied in this study shows the evolution of research and identifies major gaps to be filled by future work. Although the publication rate has gradually increased from one hundred to three hundred articles per year since the 1990s, half of the literature available focuses on microcystins and another quarter on saxitoxins. Other cyanotoxins such as beta-N-methylamino-l-alanine or cylindrospermopsin remain vastly disregarded. Moreover, most of the publications deal with toxicity and ecology while other research areas, such as environmental and public health, require additional investigation. The analysis of the literature highlights the main journals for the communication of knowledge on cyanotoxins but also reveals that 90% of the research is originated from only ten countries. These countries are also those with the highest H-index and average number of citation per article. Nonetheless, the ranking of these countries is significantly altered when the amount of publications is normalized based on the population, the number of universities, the national gross domestic product or the government revenue. However, the lower amount of publications from Eastern Europe, Africa and South America could also reflect the lack of monitoring campaigns in these regions. This lack could potentially lead to the underestimation of the prevalence of toxic cyanobacterial blooms and the diversity of toxins worldwide.",Toxicon : official journal of the International Society on Toxinology,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2013.09.008,24055553.0,spatial and thematic distribution of research on cyanotoxins,doi:10.1016/j.toxicon.2013.09.008
OpenAlex,,10.1016/j.toxicon.2013.09.008,2013.0,Spatial and thematic distribution of research on cyanotoxins,,Toxicon,cyanobacterial saxitoxin,cyanobacteria_stx,https://openalex.org/W1992041903,,10.1016/j.toxicon.2013.09.008,,spatial and thematic distribution of research on cyanotoxins,doi:10.1016/j.toxicon.2013.09.008
PubMed,24055553.0,10.1016/j.toxicon.2013.09.008,2013.0,Spatial and thematic distribution of research on cyanotoxins.,"Cyanobacteria in surface water are well known for their ability to form toxic blooms responsible for animal mortality and human poisoning. Accompanying major progress in science and technology, the state of knowledge of cyanotoxins has dramatically increased over the last two decades. The bibliometric approach applied in this study shows the evolution of research and identifies major gaps to be filled by future work. Although the publication rate has gradually increased from one hundred to three hundred articles per year since the 1990s, half of the literature available focuses on microcystins and another quarter on saxitoxins. Other cyanotoxins such as beta-N-methylamino-l-alanine or cylindrospermopsin remain vastly disregarded. Moreover, most of the publications deal with toxicity and ecology while other research areas, such as environmental and public health, require additional investigation. The analysis of the literature highlights the main journals for the communication of knowledge on cyanotoxins but also reveals that 90% of the research is originated from only ten countries. These countries are also those with the highest H-index and average number of citation per article. Nonetheless, the ranking of these countries is significantly altered when the amount of publications is normalized based on the population, the number of universities, the national gross domestic product or the government revenue. However, the lower amount of publications from Eastern Europe, Africa and South America could also reflect the lack of monitoring campaigns in these regions. This lack could potentially lead to the underestimation of the prevalence of toxic cyanobacterial blooms and the diversity of toxins worldwide.",Toxicon : official journal of the International Society on Toxinology,saxitoxin evolution cyanobacteria,cyanobacteria_stx,,,10.1016/j.toxicon.2013.09.008,24055553.0,spatial and thematic distribution of research on cyanotoxins,doi:10.1016/j.toxicon.2013.09.008
OpenAlex,,10.1016/j.toxicon.2013.09.008,2013.0,Spatial and thematic distribution of research on cyanotoxins,,Toxicon,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W1992041903,,10.1016/j.toxicon.2013.09.008,,spatial and thematic distribution of research on cyanotoxins,doi:10.1016/j.toxicon.2013.09.008
CrossRef,,10.1016/j.toxicon.2013.09.013,2013.0,"Acute toxicities of saxitoxin, neosaxitoxin, decarbamoyl saxitoxin and gonyautoxins 1&amp;4 and 2&amp;3 to mice by various routes of administration",,Toxicon,Raphidiopsis saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2013.09.013,,acute toxicities of saxitoxin neosaxitoxin decarbamoyl saxitoxin and gonyautoxins 1 amp 4 and 2 amp 3 to mice by various routes of administration,doi:10.1016/j.toxicon.2013.09.013
CrossRef,,10.1016/j.toxicon.2013.09.013,2013.0,"Acute toxicities of saxitoxin, neosaxitoxin, decarbamoyl saxitoxin and gonyautoxins 1&amp;4 and 2&amp;3 to mice by various routes of administration",,Toxicon,Aphanizomenon saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2013.09.013,,acute toxicities of saxitoxin neosaxitoxin decarbamoyl saxitoxin and gonyautoxins 1 amp 4 and 2 amp 3 to mice by various routes of administration,doi:10.1016/j.toxicon.2013.09.013
CrossRef,,10.1016/j.toxicon.2013.09.013,2013.0,"Acute toxicities of saxitoxin, neosaxitoxin, decarbamoyl saxitoxin and gonyautoxins 1&amp;4 and 2&amp;3 to mice by various routes of administration",,Toxicon,Dolichospermum saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2013.09.013,,acute toxicities of saxitoxin neosaxitoxin decarbamoyl saxitoxin and gonyautoxins 1 amp 4 and 2 amp 3 to mice by various routes of administration,doi:10.1016/j.toxicon.2013.09.013
OpenAlex,,10.1016/j.toxicon.2013.11.010,2013.0,Cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of Greece: A multi-disciplinary approach,,Toxicon,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2004582705,,10.1016/j.toxicon.2013.11.010,,cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of greece a multi disciplinary approach,doi:10.1016/j.toxicon.2013.11.010
PubMed,24275084.0,10.1016/j.toxicon.2013.11.010,2014.0,Cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of Greece: a multi-disciplinary approach.,"Cyanobacteria harmful algal blooms (or CyanoHABs) represent one of the most conspicuous waterborne microbial hazards in aquatic environments mostly due to the production of harmful secondary metabolites, known as cyanotoxins. In freshwaters of Greece only the presence of microcystins (MCs) has been reported despite the increasing occurrence of species able to produce other cyanotoxins too. In this paper, we studied the occurrence of potentially toxic cyanobacteria in water samples collected from six lakes and reservoirs in Greece. A multi-technique approach was applied by the use of microscopy, molecular, and immunological methods. Cyanobacteria were found in all the sites ranging from 4.7 × 10³ to 5.3 × 10⁸ individuals L⁻¹, representing >70% of the total phytoplankton abundance. Microcystins (MCs), cylindrospermopsins (CYNs), and saxitoxins (STXs) were detected using ELISA, in concentrations ranging from 3.9 to 108 μg L⁻¹, from 0.3 to 2.8 μg L⁻¹ and from 0.4 to 1.2 μg L⁻¹, respectively. In half of the samples examined more than one cyanotoxins were detected. Our results document the first report on the occurrence of CYN and STX in freshwaters of Greece and show that potential STX producers are Cylindrospermopsis raciborskii and Aphanizomenon flos-aquae. Further studies are needed to assess potential CYN producers. This study provides further data on the distribution and toxicity of C. raciborskii and Aph. flos-aquae and documents a C. raciborskii dominated bloom producing STX in Europe.",Toxicon : official journal of the International Society on Toxinology,Aphanizomenon saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2013.11.010,24275084.0,cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of greece a multi disciplinary approach,doi:10.1016/j.toxicon.2013.11.010
OpenAlex,,10.1016/j.toxicon.2013.11.010,2013.0,Cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of Greece: A multi-disciplinary approach,,Toxicon,Aphanizomenon saxitoxin,cyanobacteria_stx,https://openalex.org/W2004582705,,10.1016/j.toxicon.2013.11.010,,cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of greece a multi disciplinary approach,doi:10.1016/j.toxicon.2013.11.010
PubMed,24275084.0,10.1016/j.toxicon.2013.11.010,2014.0,Cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of Greece: a multi-disciplinary approach.,"Cyanobacteria harmful algal blooms (or CyanoHABs) represent one of the most conspicuous waterborne microbial hazards in aquatic environments mostly due to the production of harmful secondary metabolites, known as cyanotoxins. In freshwaters of Greece only the presence of microcystins (MCs) has been reported despite the increasing occurrence of species able to produce other cyanotoxins too. In this paper, we studied the occurrence of potentially toxic cyanobacteria in water samples collected from six lakes and reservoirs in Greece. A multi-technique approach was applied by the use of microscopy, molecular, and immunological methods. Cyanobacteria were found in all the sites ranging from 4.7 × 10³ to 5.3 × 10⁸ individuals L⁻¹, representing >70% of the total phytoplankton abundance. Microcystins (MCs), cylindrospermopsins (CYNs), and saxitoxins (STXs) were detected using ELISA, in concentrations ranging from 3.9 to 108 μg L⁻¹, from 0.3 to 2.8 μg L⁻¹ and from 0.4 to 1.2 μg L⁻¹, respectively. In half of the samples examined more than one cyanotoxins were detected. Our results document the first report on the occurrence of CYN and STX in freshwaters of Greece and show that potential STX producers are Cylindrospermopsis raciborskii and Aphanizomenon flos-aquae. Further studies are needed to assess potential CYN producers. This study provides further data on the distribution and toxicity of C. raciborskii and Aph. flos-aquae and documents a C. raciborskii dominated bloom producing STX in Europe.",Toxicon : official journal of the International Society on Toxinology,Cylindrospermopsis saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2013.11.010,24275084.0,cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of greece a multi disciplinary approach,doi:10.1016/j.toxicon.2013.11.010
OpenAlex,,10.1016/j.toxicon.2013.11.010,2013.0,Cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of Greece: A multi-disciplinary approach,,Toxicon,Cylindrospermopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W2004582705,,10.1016/j.toxicon.2013.11.010,,cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of greece a multi disciplinary approach,doi:10.1016/j.toxicon.2013.11.010
PubMed,24275084.0,10.1016/j.toxicon.2013.11.010,2014.0,Cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of Greece: a multi-disciplinary approach.,"Cyanobacteria harmful algal blooms (or CyanoHABs) represent one of the most conspicuous waterborne microbial hazards in aquatic environments mostly due to the production of harmful secondary metabolites, known as cyanotoxins. In freshwaters of Greece only the presence of microcystins (MCs) has been reported despite the increasing occurrence of species able to produce other cyanotoxins too. In this paper, we studied the occurrence of potentially toxic cyanobacteria in water samples collected from six lakes and reservoirs in Greece. A multi-technique approach was applied by the use of microscopy, molecular, and immunological methods. Cyanobacteria were found in all the sites ranging from 4.7 × 10³ to 5.3 × 10⁸ individuals L⁻¹, representing >70% of the total phytoplankton abundance. Microcystins (MCs), cylindrospermopsins (CYNs), and saxitoxins (STXs) were detected using ELISA, in concentrations ranging from 3.9 to 108 μg L⁻¹, from 0.3 to 2.8 μg L⁻¹ and from 0.4 to 1.2 μg L⁻¹, respectively. In half of the samples examined more than one cyanotoxins were detected. Our results document the first report on the occurrence of CYN and STX in freshwaters of Greece and show that potential STX producers are Cylindrospermopsis raciborskii and Aphanizomenon flos-aquae. Further studies are needed to assess potential CYN producers. This study provides further data on the distribution and toxicity of C. raciborskii and Aph. flos-aquae and documents a C. raciborskii dominated bloom producing STX in Europe.",Toxicon : official journal of the International Society on Toxinology,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,,,10.1016/j.toxicon.2013.11.010,24275084.0,cyanotoxin occurrence and potentially toxin producing cyanobacteria in freshwaters of greece a multi disciplinary approach,doi:10.1016/j.toxicon.2013.11.010
OpenAlex,,10.1016/j.toxicon.2013.11.011,2013.0,Impact of elevated pCO2 on paralytic shellfish poisoning toxin content and composition in Alexandrium tamarense,,Toxicon,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W2155353497,,10.1016/j.toxicon.2013.11.011,,impact of elevated pco2 on paralytic shellfish poisoning toxin content and composition in alexandrium tamarense,doi:10.1016/j.toxicon.2013.11.011
OpenAlex,,10.1016/j.toxicon.2014.09.015,2014.0,Gene expression and molecular evolution of sxtA4 in a saxitoxin producing dinoflagellate Alexandrium catenella,,Toxicon,cyanobacteria sxtG,cyanobacteria_stx,https://openalex.org/W4251743238,,10.1016/j.toxicon.2014.09.015,,gene expression and molecular evolution of sxta4 in a saxitoxin producing dinoflagellate alexandrium catenella,doi:10.1016/j.toxicon.2014.09.015
OpenAlex,,10.1016/j.toxicon.2014.09.015,2014.0,Gene expression and molecular evolution of sxtA4 in a saxitoxin producing dinoflagellate Alexandrium catenella,,Toxicon,cyanobacterial sxt genes,cyanobacteria_stx,https://openalex.org/W4251743238,,10.1016/j.toxicon.2014.09.015,,gene expression and molecular evolution of sxta4 in a saxitoxin producing dinoflagellate alexandrium catenella,doi:10.1016/j.toxicon.2014.09.015
OpenAlex,,10.1016/j.toxicon.2014.09.015,2014.0,Gene expression and molecular evolution of sxtA4 in a saxitoxin producing dinoflagellate Alexandrium catenella,,Toxicon,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W4251743238,,10.1016/j.toxicon.2014.09.015,,gene expression and molecular evolution of sxta4 in a saxitoxin producing dinoflagellate alexandrium catenella,doi:10.1016/j.toxicon.2014.09.015
OpenAlex,,10.1016/j.toxicon.2015.06.014,2015.0,Changes in saxitoxin-production through growth phases in the metaphytic cyanobacterium Scytonema cf. crispum,,Toxicon,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W609751609,,10.1016/j.toxicon.2015.06.014,,changes in saxitoxin production through growth phases in the metaphytic cyanobacterium scytonema cf crispum,doi:10.1016/j.toxicon.2015.06.014
PubMed,26091875.0,10.1016/j.toxicon.2015.06.014,2015.0,Changes in saxitoxin-production through growth phases in the metaphytic cyanobacterium Scytonema cf. crispum.,"The cyanobacterium Scytonema cf. crispum produces a range of saxitoxins. Previous studies on other saxitoxin-producing cyanobacteria have shown that toxin production can vary throughout the growth cycle. Monitoring cyanotoxin-production in S. cf. crispum is challenging because it is metaphytic and has a very slow growth rate (ca. 6 months to reach stationary phase). In this study, a new method was developed to track growth and toxin production in S. cf. crispum. Samples were collected once a week for 131 days, and cell concentrations and saxitoxin quotas determined. Cells in the lag and exponential growth phases had significantly (P < 0.05) higher saxitoxin quotas (162 ± 37 fg cell(-1) and 139 ± 32 fg cell(-1), respectively) than the stationary phases (83 ± 19 fg cell(-1)). Extracellular saxitoxin concentrations were present at low concentrations (2-16 ng mL(-1) of culture medium) throughout the experiment. The proportion of extracellular saxitoxin to total saxitoxin decreased throughout the experiment. New knowledge on growth and saxitoxin variability will assist in improving monitoring, risk assessment and management of this species.",Toxicon : official journal of the International Society on Toxinology,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,,,10.1016/j.toxicon.2015.06.014,26091875.0,changes in saxitoxin production through growth phases in the metaphytic cyanobacterium scytonema cf crispum,doi:10.1016/j.toxicon.2015.06.014
OpenAlex,,10.1016/j.toxicon.2016.08.015,2016.0,First detection of benthic cyanobacteria in Lake Baikal producing paralytic shellfish toxins,,Toxicon,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2510698168,,10.1016/j.toxicon.2016.08.015,,first detection of benthic cyanobacteria in lake baikal producing paralytic shellfish toxins,doi:10.1016/j.toxicon.2016.08.015
PubMed,27569199.0,10.1016/j.toxicon.2016.08.015,2016.0,First detection of benthic cyanobacteria in Lake Baikal producing paralytic shellfish toxins.,"Cyanobacteria were screened from the surface of diseased sponges, stone and bedrock in Lake Baikal for the presence of saxitoxin using enzyme-linked immunosorbent assay. In sequel, eight paralytic shellfish toxin (PST) variants were identified using a MALDI mass spectrometry. Microscopic examination found that Tolypothrix distorta dominated in the biofouling samples. PCR and sequencing detected sxtA gene involved in saxitoxin biosynthesis, thereby providing evidence of the PST producing potential of Baikal cyanobacterial communities inhabiting different substrates.",Toxicon : official journal of the International Society on Toxinology,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2016.08.015,27569199.0,first detection of benthic cyanobacteria in lake baikal producing paralytic shellfish toxins,doi:10.1016/j.toxicon.2016.08.015
OpenAlex,,10.1016/j.toxicon.2016.08.015,2016.0,First detection of benthic cyanobacteria in Lake Baikal producing paralytic shellfish toxins,,Toxicon,cyanobacterial saxitoxin,cyanobacteria_stx,https://openalex.org/W2510698168,,10.1016/j.toxicon.2016.08.015,,first detection of benthic cyanobacteria in lake baikal producing paralytic shellfish toxins,doi:10.1016/j.toxicon.2016.08.015
PubMed,27569199.0,10.1016/j.toxicon.2016.08.015,2016.0,First detection of benthic cyanobacteria in Lake Baikal producing paralytic shellfish toxins.,"Cyanobacteria were screened from the surface of diseased sponges, stone and bedrock in Lake Baikal for the presence of saxitoxin using enzyme-linked immunosorbent assay. In sequel, eight paralytic shellfish toxin (PST) variants were identified using a MALDI mass spectrometry. Microscopic examination found that Tolypothrix distorta dominated in the biofouling samples. PCR and sequencing detected sxtA gene involved in saxitoxin biosynthesis, thereby providing evidence of the PST producing potential of Baikal cyanobacterial communities inhabiting different substrates.",Toxicon : official journal of the International Society on Toxinology,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1016/j.toxicon.2016.08.015,27569199.0,first detection of benthic cyanobacteria in lake baikal producing paralytic shellfish toxins,doi:10.1016/j.toxicon.2016.08.015
OpenAlex,,10.1016/j.toxicon.2016.08.015,2016.0,First detection of benthic cyanobacteria in Lake Baikal producing paralytic shellfish toxins,,Toxicon,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W2510698168,,10.1016/j.toxicon.2016.08.015,,first detection of benthic cyanobacteria in lake baikal producing paralytic shellfish toxins,doi:10.1016/j.toxicon.2016.08.015
CrossRef,,10.1016/j.toxicon.2016.08.015,2016.0,First detection of benthic cyanobacteria in Lake Baikal producing paralytic shellfish toxins,,Toxicon,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1016/j.toxicon.2016.08.015,,first detection of benthic cyanobacteria in lake baikal producing paralytic shellfish toxins,doi:10.1016/j.toxicon.2016.08.015
PubMed,27569199.0,10.1016/j.toxicon.2016.08.015,2016.0,First detection of benthic cyanobacteria in Lake Baikal producing paralytic shellfish toxins.,"Cyanobacteria were screened from the surface of diseased sponges, stone and bedrock in Lake Baikal for the presence of saxitoxin using enzyme-linked immunosorbent assay. In sequel, eight paralytic shellfish toxin (PST) variants were identified using a MALDI mass spectrometry. Microscopic examination found that Tolypothrix distorta dominated in the biofouling samples. PCR and sequencing detected sxtA gene involved in saxitoxin biosynthesis, thereby providing evidence of the PST producing potential of Baikal cyanobacterial communities inhabiting different substrates.",Toxicon : official journal of the International Society on Toxinology,cyanobacteria sxtA,cyanobacteria_stx,,,10.1016/j.toxicon.2016.08.015,27569199.0,first detection of benthic cyanobacteria in lake baikal producing paralytic shellfish toxins,doi:10.1016/j.toxicon.2016.08.015
