source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key
OpenAlex,,10.1371/journal.pone.0020096,2011.0,Discovery of Nuclear-Encoded Genes for the Neurotoxin Saxitoxin in Dinoflagellates,"Saxitoxin is a potent neurotoxin that occurs in aquatic environments worldwide. Ingestion of vector species can lead to paralytic shellfish poisoning, a severe human illness that may lead to paralysis and death. In freshwaters, the toxin is produced by prokaryotic cyanobacteria; in marine waters, it is associated with eukaryotic dinoflagellates. However, several studies suggest that saxitoxin is not produced by dinoflagellates themselves, but by co-cultured bacteria. Here, we show that genes required for saxitoxin synthesis are encoded in the nuclear genomes of dinoflagellates. We sequenced >1.2×10(6) mRNA transcripts from the two saxitoxin-producing dinoflagellate strains Alexandrium fundyense CCMP1719 and A. minutum CCMP113 using high-throughput sequencing technology. In addition, we used in silico transcriptome analyses, RACE, qPCR and conventional PCR coupled with Sanger sequencing. These approaches successfully identified genes required for saxitoxin-synthesis in the two transcriptomes. We focused on sxtA, the unique starting gene of saxitoxin synthesis, and show that the dinoflagellate transcripts of sxtA have the same domain structure as the cyanobacterial sxtA genes. But, in contrast to the bacterial homologs, the dinoflagellate transcripts are monocistronic, have a higher GC content, occur in multiple copies, contain typical dinoflagellate spliced-leader sequences and eukaryotic polyA-tails. Further, we investigated 28 saxitoxin-producing and non-producing dinoflagellate strains from six different genera for the presence of genomic sxtA homologs. Our results show very good agreement between the presence of sxtA and saxitoxin-synthesis, except in three strains of A. tamarense, for which we amplified sxtA, but did not detect the toxin. Our work opens for possibilities to develop molecular tools to detect saxitoxin-producing dinoflagellates in the environment.",PLoS ONE,cyanobacteria sxtA,cyanobacteria_stx,https://openalex.org/W2075251933,,10.1371/journal.pone.0020096,,discovery of nuclear encoded genes for the neurotoxin saxitoxin in dinoflagellates,doi:10.1371/journal.pone.0020096
OpenAlex,,10.1371/journal.pone.0020096,2011.0,Discovery of Nuclear-Encoded Genes for the Neurotoxin Saxitoxin in Dinoflagellates,"Saxitoxin is a potent neurotoxin that occurs in aquatic environments worldwide. Ingestion of vector species can lead to paralytic shellfish poisoning, a severe human illness that may lead to paralysis and death. In freshwaters, the toxin is produced by prokaryotic cyanobacteria; in marine waters, it is associated with eukaryotic dinoflagellates. However, several studies suggest that saxitoxin is not produced by dinoflagellates themselves, but by co-cultured bacteria. Here, we show that genes required for saxitoxin synthesis are encoded in the nuclear genomes of dinoflagellates. We sequenced >1.2×10(6) mRNA transcripts from the two saxitoxin-producing dinoflagellate strains Alexandrium fundyense CCMP1719 and A. minutum CCMP113 using high-throughput sequencing technology. In addition, we used in silico transcriptome analyses, RACE, qPCR and conventional PCR coupled with Sanger sequencing. These approaches successfully identified genes required for saxitoxin-synthesis in the two transcriptomes. We focused on sxtA, the unique starting gene of saxitoxin synthesis, and show that the dinoflagellate transcripts of sxtA have the same domain structure as the cyanobacterial sxtA genes. But, in contrast to the bacterial homologs, the dinoflagellate transcripts are monocistronic, have a higher GC content, occur in multiple copies, contain typical dinoflagellate spliced-leader sequences and eukaryotic polyA-tails. Further, we investigated 28 saxitoxin-producing and non-producing dinoflagellate strains from six different genera for the presence of genomic sxtA homologs. Our results show very good agreement between the presence of sxtA and saxitoxin-synthesis, except in three strains of A. tamarense, for which we amplified sxtA, but did not detect the toxin. Our work opens for possibilities to develop molecular tools to detect saxitoxin-producing dinoflagellates in the environment.",PLoS ONE,cyanobacteria sxtG,cyanobacteria_stx,https://openalex.org/W2075251933,,10.1371/journal.pone.0020096,,discovery of nuclear encoded genes for the neurotoxin saxitoxin in dinoflagellates,doi:10.1371/journal.pone.0020096
OpenAlex,,10.1371/journal.pone.0020096,2011.0,Discovery of Nuclear-Encoded Genes for the Neurotoxin Saxitoxin in Dinoflagellates,"Saxitoxin is a potent neurotoxin that occurs in aquatic environments worldwide. Ingestion of vector species can lead to paralytic shellfish poisoning, a severe human illness that may lead to paralysis and death. In freshwaters, the toxin is produced by prokaryotic cyanobacteria; in marine waters, it is associated with eukaryotic dinoflagellates. However, several studies suggest that saxitoxin is not produced by dinoflagellates themselves, but by co-cultured bacteria. Here, we show that genes required for saxitoxin synthesis are encoded in the nuclear genomes of dinoflagellates. We sequenced >1.2×10(6) mRNA transcripts from the two saxitoxin-producing dinoflagellate strains Alexandrium fundyense CCMP1719 and A. minutum CCMP113 using high-throughput sequencing technology. In addition, we used in silico transcriptome analyses, RACE, qPCR and conventional PCR coupled with Sanger sequencing. These approaches successfully identified genes required for saxitoxin-synthesis in the two transcriptomes. We focused on sxtA, the unique starting gene of saxitoxin synthesis, and show that the dinoflagellate transcripts of sxtA have the same domain structure as the cyanobacterial sxtA genes. But, in contrast to the bacterial homologs, the dinoflagellate transcripts are monocistronic, have a higher GC content, occur in multiple copies, contain typical dinoflagellate spliced-leader sequences and eukaryotic polyA-tails. Further, we investigated 28 saxitoxin-producing and non-producing dinoflagellate strains from six different genera for the presence of genomic sxtA homologs. Our results show very good agreement between the presence of sxtA and saxitoxin-synthesis, except in three strains of A. tamarense, for which we amplified sxtA, but did not detect the toxin. Our work opens for possibilities to develop molecular tools to detect saxitoxin-producing dinoflagellates in the environment.",PLoS ONE,cyanobacterial sxt genes,cyanobacteria_stx,https://openalex.org/W2075251933,,10.1371/journal.pone.0020096,,discovery of nuclear encoded genes for the neurotoxin saxitoxin in dinoflagellates,doi:10.1371/journal.pone.0020096
PubMed,21625593.0,10.1371/journal.pone.0020096,2011.0,Discovery of nuclear-encoded genes for the neurotoxin saxitoxin in dinoflagellates.,"Saxitoxin is a potent neurotoxin that occurs in aquatic environments worldwide. Ingestion of vector species can lead to paralytic shellfish poisoning, a severe human illness that may lead to paralysis and death. In freshwaters, the toxin is produced by prokaryotic cyanobacteria; in marine waters, it is associated with eukaryotic dinoflagellates. However, several studies suggest that saxitoxin is not produced by dinoflagellates themselves, but by co-cultured bacteria. Here, we show that genes required for saxitoxin synthesis are encoded in the nuclear genomes of dinoflagellates. We sequenced >1.2×10(6) mRNA transcripts from the two saxitoxin-producing dinoflagellate strains Alexandrium fundyense CCMP1719 and A. minutum CCMP113 using high-throughput sequencing technology. In addition, we used in silico transcriptome analyses, RACE, qPCR and conventional PCR coupled with Sanger sequencing. These approaches successfully identified genes required for saxitoxin-synthesis in the two transcriptomes. We focused on sxtA, the unique starting gene of saxitoxin synthesis, and show that the dinoflagellate transcripts of sxtA have the same domain structure as the cyanobacterial sxtA genes. But, in contrast to the bacterial homologs, the dinoflagellate transcripts are monocistronic, have a higher GC content, occur in multiple copies, contain typical dinoflagellate spliced-leader sequences and eukaryotic polyA-tails. Further, we investigated 28 saxitoxin-producing and non-producing dinoflagellate strains from six different genera for the presence of genomic sxtA homologs. Our results show very good agreement between the presence of sxtA and saxitoxin-synthesis, except in three strains of A. tamarense, for which we amplified sxtA, but did not detect the toxin. Our work opens for possibilities to develop molecular tools to detect saxitoxin-producing dinoflagellates in the environment.",PloS one,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,,,10.1371/journal.pone.0020096,21625593.0,discovery of nuclear encoded genes for the neurotoxin saxitoxin in dinoflagellates,doi:10.1371/journal.pone.0020096
OpenAlex,,10.1371/journal.pone.0020096,2011.0,Discovery of Nuclear-Encoded Genes for the Neurotoxin Saxitoxin in Dinoflagellates,"Saxitoxin is a potent neurotoxin that occurs in aquatic environments worldwide. Ingestion of vector species can lead to paralytic shellfish poisoning, a severe human illness that may lead to paralysis and death. In freshwaters, the toxin is produced by prokaryotic cyanobacteria; in marine waters, it is associated with eukaryotic dinoflagellates. However, several studies suggest that saxitoxin is not produced by dinoflagellates themselves, but by co-cultured bacteria. Here, we show that genes required for saxitoxin synthesis are encoded in the nuclear genomes of dinoflagellates. We sequenced >1.2×10(6) mRNA transcripts from the two saxitoxin-producing dinoflagellate strains Alexandrium fundyense CCMP1719 and A. minutum CCMP113 using high-throughput sequencing technology. In addition, we used in silico transcriptome analyses, RACE, qPCR and conventional PCR coupled with Sanger sequencing. These approaches successfully identified genes required for saxitoxin-synthesis in the two transcriptomes. We focused on sxtA, the unique starting gene of saxitoxin synthesis, and show that the dinoflagellate transcripts of sxtA have the same domain structure as the cyanobacterial sxtA genes. But, in contrast to the bacterial homologs, the dinoflagellate transcripts are monocistronic, have a higher GC content, occur in multiple copies, contain typical dinoflagellate spliced-leader sequences and eukaryotic polyA-tails. Further, we investigated 28 saxitoxin-producing and non-producing dinoflagellate strains from six different genera for the presence of genomic sxtA homologs. Our results show very good agreement between the presence of sxtA and saxitoxin-synthesis, except in three strains of A. tamarense, for which we amplified sxtA, but did not detect the toxin. Our work opens for possibilities to develop molecular tools to detect saxitoxin-producing dinoflagellates in the environment.",PLoS ONE,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,https://openalex.org/W2075251933,,10.1371/journal.pone.0020096,,discovery of nuclear encoded genes for the neurotoxin saxitoxin in dinoflagellates,doi:10.1371/journal.pone.0020096
OpenAlex,,10.1371/journal.pone.0020096,2011.0,Discovery of Nuclear-Encoded Genes for the Neurotoxin Saxitoxin in Dinoflagellates,"Saxitoxin is a potent neurotoxin that occurs in aquatic environments worldwide. Ingestion of vector species can lead to paralytic shellfish poisoning, a severe human illness that may lead to paralysis and death. In freshwaters, the toxin is produced by prokaryotic cyanobacteria; in marine waters, it is associated with eukaryotic dinoflagellates. However, several studies suggest that saxitoxin is not produced by dinoflagellates themselves, but by co-cultured bacteria. Here, we show that genes required for saxitoxin synthesis are encoded in the nuclear genomes of dinoflagellates. We sequenced >1.2×10(6) mRNA transcripts from the two saxitoxin-producing dinoflagellate strains Alexandrium fundyense CCMP1719 and A. minutum CCMP113 using high-throughput sequencing technology. In addition, we used in silico transcriptome analyses, RACE, qPCR and conventional PCR coupled with Sanger sequencing. These approaches successfully identified genes required for saxitoxin-synthesis in the two transcriptomes. We focused on sxtA, the unique starting gene of saxitoxin synthesis, and show that the dinoflagellate transcripts of sxtA have the same domain structure as the cyanobacterial sxtA genes. But, in contrast to the bacterial homologs, the dinoflagellate transcripts are monocistronic, have a higher GC content, occur in multiple copies, contain typical dinoflagellate spliced-leader sequences and eukaryotic polyA-tails. Further, we investigated 28 saxitoxin-producing and non-producing dinoflagellate strains from six different genera for the presence of genomic sxtA homologs. Our results show very good agreement between the presence of sxtA and saxitoxin-synthesis, except in three strains of A. tamarense, for which we amplified sxtA, but did not detect the toxin. Our work opens for possibilities to develop molecular tools to detect saxitoxin-producing dinoflagellates in the environment.",PLoS ONE,temperature cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2075251933,,10.1371/journal.pone.0020096,,discovery of nuclear encoded genes for the neurotoxin saxitoxin in dinoflagellates,doi:10.1371/journal.pone.0020096
PubMed,21625593.0,10.1371/journal.pone.0020096,2011.0,Discovery of nuclear-encoded genes for the neurotoxin saxitoxin in dinoflagellates.,"Saxitoxin is a potent neurotoxin that occurs in aquatic environments worldwide. Ingestion of vector species can lead to paralytic shellfish poisoning, a severe human illness that may lead to paralysis and death. In freshwaters, the toxin is produced by prokaryotic cyanobacteria; in marine waters, it is associated with eukaryotic dinoflagellates. However, several studies suggest that saxitoxin is not produced by dinoflagellates themselves, but by co-cultured bacteria. Here, we show that genes required for saxitoxin synthesis are encoded in the nuclear genomes of dinoflagellates. We sequenced >1.2×10(6) mRNA transcripts from the two saxitoxin-producing dinoflagellate strains Alexandrium fundyense CCMP1719 and A. minutum CCMP113 using high-throughput sequencing technology. In addition, we used in silico transcriptome analyses, RACE, qPCR and conventional PCR coupled with Sanger sequencing. These approaches successfully identified genes required for saxitoxin-synthesis in the two transcriptomes. We focused on sxtA, the unique starting gene of saxitoxin synthesis, and show that the dinoflagellate transcripts of sxtA have the same domain structure as the cyanobacterial sxtA genes. But, in contrast to the bacterial homologs, the dinoflagellate transcripts are monocistronic, have a higher GC content, occur in multiple copies, contain typical dinoflagellate spliced-leader sequences and eukaryotic polyA-tails. Further, we investigated 28 saxitoxin-producing and non-producing dinoflagellate strains from six different genera for the presence of genomic sxtA homologs. Our results show very good agreement between the presence of sxtA and saxitoxin-synthesis, except in three strains of A. tamarense, for which we amplified sxtA, but did not detect the toxin. Our work opens for possibilities to develop molecular tools to detect saxitoxin-producing dinoflagellates in the environment.",PloS one,saxitoxin evolution cyanobacteria,cyanobacteria_stx,,,10.1371/journal.pone.0020096,21625593.0,discovery of nuclear encoded genes for the neurotoxin saxitoxin in dinoflagellates,doi:10.1371/journal.pone.0020096
OpenAlex,,10.1371/journal.pone.0020096,2011.0,Discovery of Nuclear-Encoded Genes for the Neurotoxin Saxitoxin in Dinoflagellates,"Saxitoxin is a potent neurotoxin that occurs in aquatic environments worldwide. Ingestion of vector species can lead to paralytic shellfish poisoning, a severe human illness that may lead to paralysis and death. In freshwaters, the toxin is produced by prokaryotic cyanobacteria; in marine waters, it is associated with eukaryotic dinoflagellates. However, several studies suggest that saxitoxin is not produced by dinoflagellates themselves, but by co-cultured bacteria. Here, we show that genes required for saxitoxin synthesis are encoded in the nuclear genomes of dinoflagellates. We sequenced >1.2×10(6) mRNA transcripts from the two saxitoxin-producing dinoflagellate strains Alexandrium fundyense CCMP1719 and A. minutum CCMP113 using high-throughput sequencing technology. In addition, we used in silico transcriptome analyses, RACE, qPCR and conventional PCR coupled with Sanger sequencing. These approaches successfully identified genes required for saxitoxin-synthesis in the two transcriptomes. We focused on sxtA, the unique starting gene of saxitoxin synthesis, and show that the dinoflagellate transcripts of sxtA have the same domain structure as the cyanobacterial sxtA genes. But, in contrast to the bacterial homologs, the dinoflagellate transcripts are monocistronic, have a higher GC content, occur in multiple copies, contain typical dinoflagellate spliced-leader sequences and eukaryotic polyA-tails. Further, we investigated 28 saxitoxin-producing and non-producing dinoflagellate strains from six different genera for the presence of genomic sxtA homologs. Our results show very good agreement between the presence of sxtA and saxitoxin-synthesis, except in three strains of A. tamarense, for which we amplified sxtA, but did not detect the toxin. Our work opens for possibilities to develop molecular tools to detect saxitoxin-producing dinoflagellates in the environment.",PLoS ONE,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W2075251933,,10.1371/journal.pone.0020096,,discovery of nuclear encoded genes for the neurotoxin saxitoxin in dinoflagellates,doi:10.1371/journal.pone.0020096
OpenAlex,,10.1371/journal.pone.0036667,2012.0,A Comparative Study on Three Analytical Methods for the Determination of the Neurotoxin BMAA in Cyanobacteria,"The cyanobacterial neurotoxin β-N-methylamino-L-alanine (BMAA) has been considered a serious health threat because of its putative role in multiple neurodegenerative diseases. First reports on BMAA concentrations in cyanobacteria were alarming: nearly all cyanobacteria were assumed to contain high BMAA concentrations, implying ubiquitous exposure. Recent studies however question this presence of high BMAA concentrations in cyanobacteria. To assess the real risk of BMAA to human health, this discrepancy must be resolved. We therefore tested whether the differences found could be caused by the analytical methods used in different studies. Eight cyanobacterial samples and two control samples were analyzed by three commonly used methods: HPLC-FLD analysis and LC-MS/MS analysis of both derivatized and underivatized samples. In line with published results, HPLC-FLD detected relatively high BMAA concentrations in some cyanobacterial samples, while both LC-MS/MS methods only detected BMAA in the positive control (cycad seed sarcotesta). Because we could eliminate the use of different samples and treatments as causal factors, we demonstrate that the observed differences were caused by the analytical methods. We conclude that HPLC-FLD overestimated BMAA concentrations in some cyanobacterial samples due to its low selectivity and propose that BMAA might be present in (some) cyanobacteria, but in the low µg/g or ng/g range instead of the high µg/g range as sometimes reported before. We therefore recommend to use only selective and sensitive analytical methods like LC-MS/MS for BMAA analysis. Although possibly present in low concentrations in cyanobacteria, BMAA can still form a health risk. Recent evidence on BMAA accumulation in aquatic food chains suggests human exposure through consumption of fish and shellfish which expectedly exceeds exposure through cyanobacteria.",PLoS ONE,nitrogen cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W1985793300,,10.1371/journal.pone.0036667,,a comparative study on three analytical methods for the determination of the neurotoxin bmaa in cyanobacteria,doi:10.1371/journal.pone.0036667
OpenAlex,,10.1371/journal.pone.0038757,2012.0,Cyanobacteria and Cyanotoxins: The Influence of Nitrogen versus Phosphorus,"The importance of nitrogen (N) versus phosphorus (P) in explaining total cyanobacterial biovolume, the biovolume of specific cyanobacterial taxa, and the incidence of cyanotoxins was determined for 102 north German lakes, using methods to separate the effects of joint variation in N and P concentration from those of differential variation in N versus P. While the positive relationship between total cyanobacteria biovolume and P concentration disappeared at high P concentrations, cyanobacteria biovolume increased continually with N concentration, indicating potential N limitation in highly P enriched lakes. The biovolumes of all cyanobacterial taxa were higher in lakes with above average joint NP concentrations, although the relative biovolumes of some Nostocales were higher in less enriched lakes. Taxa were found to have diverse responses to differential N versus P concentration, and the differences between taxa were not consistent with the hypothesis that potentially N(2)-fixing Nostocales taxa would be favoured in low N relative to P conditions. In particular Aphanizomenon gracile and the subtropical invasive species Cylindrospermopsis raciborskii often reached their highest biovolumes in lakes with high nitrogen relative to phosphorus concentration. Concentrations of all cyanotoxin groups increased with increasing TP and TN, congruent with the biovolumes of their likely producers. Microcystin concentration was strongly correlated with the biovolume of Planktothrix agardhii but concentrations of anatoxin, cylindrospermopsin and paralytic shellfish poison were not strongly related to any individual taxa. Cyanobacteria should not be treated as a single group when considering the potential effects of changes in nutrient loading on phytoplankton community structure and neither should the N(2)-fixing Nostocales. This is of particular importance when considering the occurrence of cyanotoxins, as the two most abundant potentially toxin producing Nostocales in our study were found in lakes with high N relative to P enrichment.",PLoS ONE,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W1988293274,,10.1371/journal.pone.0038757,,cyanobacteria and cyanotoxins the influence of nitrogen versus phosphorus,doi:10.1371/journal.pone.0038757
OpenAlex,,10.1371/journal.pone.0050004,2012.0,When Naked Became Armored: An Eight-Gene Phylogeny Reveals Monophyletic Origin of Theca in Dinoflagellates,"The dinoflagellates are a diverse lineage of microbial eukaryotes. Dinoflagellate monophyly and their position within the group Alveolata are well established. However, phylogenetic relationships between dinoflagellate orders remain unresolved. To date, only a limited number of dinoflagellate studies have used a broad taxon sample with more than two concatenated markers. This lack of resolution makes it difficult to determine the evolution of major phenotypic characters such as morphological features or toxin production e.g. saxitoxin. Here we present an improved dinoflagellate phylogeny, based on eight genes, with the broadest taxon sampling to date. Fifty-five sequences for eight phylogenetic markers from nuclear and mitochondrial regions were amplified from 13 species, four orders, and concatenated phylogenetic inferences were conducted with orthologous sequences. Phylogenetic resolution is increased with addition of support for the deepest branches, though can be improved yet further. We show for the first time that the characteristic dinoflagellate thecal plates, cellulosic material that is present within the sub-cuticular alveoli, appears to have had a single origin. In addition, the monophyly of most dinoflagellate orders is confirmed: the Dinophysiales, the Gonyaulacales, the Prorocentrales, the Suessiales, and the Syndiniales. Our improved phylogeny, along with results of PCR to detect the sxtA gene in various lineages, allows us to suggest that this gene was probably acquired separately in Gymnodinium and the common ancestor of Alexandrium and Pyrodinium and subsequently lost in some descendent species of Alexandrium.",PLoS ONE,cyanobacteria sxtA,cyanobacteria_stx,https://openalex.org/W2024071921,,10.1371/journal.pone.0050004,,when naked became armored an eight gene phylogeny reveals monophyletic origin of theca in dinoflagellates,doi:10.1371/journal.pone.0050004
OpenAlex,,10.1371/journal.pone.0050004,2012.0,When Naked Became Armored: An Eight-Gene Phylogeny Reveals Monophyletic Origin of Theca in Dinoflagellates,"The dinoflagellates are a diverse lineage of microbial eukaryotes. Dinoflagellate monophyly and their position within the group Alveolata are well established. However, phylogenetic relationships between dinoflagellate orders remain unresolved. To date, only a limited number of dinoflagellate studies have used a broad taxon sample with more than two concatenated markers. This lack of resolution makes it difficult to determine the evolution of major phenotypic characters such as morphological features or toxin production e.g. saxitoxin. Here we present an improved dinoflagellate phylogeny, based on eight genes, with the broadest taxon sampling to date. Fifty-five sequences for eight phylogenetic markers from nuclear and mitochondrial regions were amplified from 13 species, four orders, and concatenated phylogenetic inferences were conducted with orthologous sequences. Phylogenetic resolution is increased with addition of support for the deepest branches, though can be improved yet further. We show for the first time that the characteristic dinoflagellate thecal plates, cellulosic material that is present within the sub-cuticular alveoli, appears to have had a single origin. In addition, the monophyly of most dinoflagellate orders is confirmed: the Dinophysiales, the Gonyaulacales, the Prorocentrales, the Suessiales, and the Syndiniales. Our improved phylogeny, along with results of PCR to detect the sxtA gene in various lineages, allows us to suggest that this gene was probably acquired separately in Gymnodinium and the common ancestor of Alexandrium and Pyrodinium and subsequently lost in some descendent species of Alexandrium.",PLoS ONE,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,https://openalex.org/W2024071921,,10.1371/journal.pone.0050004,,when naked became armored an eight gene phylogeny reveals monophyletic origin of theca in dinoflagellates,doi:10.1371/journal.pone.0050004
OpenAlex,,10.1371/journal.pone.0050004,2012.0,When Naked Became Armored: An Eight-Gene Phylogeny Reveals Monophyletic Origin of Theca in Dinoflagellates,"The dinoflagellates are a diverse lineage of microbial eukaryotes. Dinoflagellate monophyly and their position within the group Alveolata are well established. However, phylogenetic relationships between dinoflagellate orders remain unresolved. To date, only a limited number of dinoflagellate studies have used a broad taxon sample with more than two concatenated markers. This lack of resolution makes it difficult to determine the evolution of major phenotypic characters such as morphological features or toxin production e.g. saxitoxin. Here we present an improved dinoflagellate phylogeny, based on eight genes, with the broadest taxon sampling to date. Fifty-five sequences for eight phylogenetic markers from nuclear and mitochondrial regions were amplified from 13 species, four orders, and concatenated phylogenetic inferences were conducted with orthologous sequences. Phylogenetic resolution is increased with addition of support for the deepest branches, though can be improved yet further. We show for the first time that the characteristic dinoflagellate thecal plates, cellulosic material that is present within the sub-cuticular alveoli, appears to have had a single origin. In addition, the monophyly of most dinoflagellate orders is confirmed: the Dinophysiales, the Gonyaulacales, the Prorocentrales, the Suessiales, and the Syndiniales. Our improved phylogeny, along with results of PCR to detect the sxtA gene in various lineages, allows us to suggest that this gene was probably acquired separately in Gymnodinium and the common ancestor of Alexandrium and Pyrodinium and subsequently lost in some descendent species of Alexandrium.",PLoS ONE,temperature cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2024071921,,10.1371/journal.pone.0050004,,when naked became armored an eight gene phylogeny reveals monophyletic origin of theca in dinoflagellates,doi:10.1371/journal.pone.0050004
OpenAlex,,10.1371/journal.pone.0050004,2012.0,When Naked Became Armored: An Eight-Gene Phylogeny Reveals Monophyletic Origin of Theca in Dinoflagellates,"The dinoflagellates are a diverse lineage of microbial eukaryotes. Dinoflagellate monophyly and their position within the group Alveolata are well established. However, phylogenetic relationships between dinoflagellate orders remain unresolved. To date, only a limited number of dinoflagellate studies have used a broad taxon sample with more than two concatenated markers. This lack of resolution makes it difficult to determine the evolution of major phenotypic characters such as morphological features or toxin production e.g. saxitoxin. Here we present an improved dinoflagellate phylogeny, based on eight genes, with the broadest taxon sampling to date. Fifty-five sequences for eight phylogenetic markers from nuclear and mitochondrial regions were amplified from 13 species, four orders, and concatenated phylogenetic inferences were conducted with orthologous sequences. Phylogenetic resolution is increased with addition of support for the deepest branches, though can be improved yet further. We show for the first time that the characteristic dinoflagellate thecal plates, cellulosic material that is present within the sub-cuticular alveoli, appears to have had a single origin. In addition, the monophyly of most dinoflagellate orders is confirmed: the Dinophysiales, the Gonyaulacales, the Prorocentrales, the Suessiales, and the Syndiniales. Our improved phylogeny, along with results of PCR to detect the sxtA gene in various lineages, allows us to suggest that this gene was probably acquired separately in Gymnodinium and the common ancestor of Alexandrium and Pyrodinium and subsequently lost in some descendent species of Alexandrium.",PLoS ONE,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W2024071921,,10.1371/journal.pone.0050004,,when naked became armored an eight gene phylogeny reveals monophyletic origin of theca in dinoflagellates,doi:10.1371/journal.pone.0050004
PubMed,23457475.0,10.1371/journal.pone.0055664,2013.0,In silico analysis of putative paralytic shellfish poisoning toxins export proteins in cyanobacteria.,"Paralytic shellfish poisoning toxins (PSTs) are a family of more than 30 natural alkaloids synthesized by dinoflagellates and cyanobacteria whose toxicity in animals is mediated by voltage-gated Na(+) channel blocking. The export of PST analogues may be through SxtF and SxtM, two putative MATE (multidrug and toxic compound extrusion) family transporters encoded in PSTs biosynthetic gene cluster (sxt). sxtM is present in every sxt cluster analyzed; however, sxtF is only present in the Cylindrospermopsis-Raphidiopsis clade. These transporters are energetically coupled with an electrochemical gradient of proton (H(+)) or sodium (Na(+)) ions across membranes. Because the functional role of PSTs remains unknown and methods for genetic manipulation in PST-producing organisms have not yet been developed, protein structure analyses will allow us to understand their function. By analyzing the sxt cluster of eight PST-producing cyanobacteria, we found no correlation between the presence of sxtF or sxtM and a specific PSTs profile. Phylogenetic analyses of SxtF/M showed a high conservation of SxtF in the Cylindrospermopsis-Raphidiopsis clade, suggesting conserved substrate affinity. Two domains involved in Na(+) and drug recognition from NorM proteins (MATE family) of Vibrio parahaemolyticus and V. cholerae are present in SxtF/M. The Na(+) recognition domain was conserved in both SxtF/M, indicating that Na(+) can maintain the role as a cation anti-transporter. Consensus motifs for toxin binding differed between SxtF and SxtM implying differential substrate binding. Through protein modeling and docking analysis, we found that there is no marked affinity between the recognition domain and a specific PST analogue. This agrees with our previous results of PST export in R. brookii D9, where we observed that the response to Na(+) incubation was similar to different analogues. These results reassert the hypothesis regarding the involvement of Na(+) in toxin export, as well as the motifs L(398)XGLQD(403) (SxtM) and L(390)VGLRD(395) (SxtF) in toxin recognition.",PloS one,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1371/journal.pone.0055664,23457475.0,in silico analysis of putative paralytic shellfish poisoning toxins export proteins in cyanobacteria,doi:10.1371/journal.pone.0055664
OpenAlex,,10.1371/journal.pone.0055664,2013.0,In Silico Analysis of Putative Paralytic Shellfish Poisoning Toxins Export Proteins in Cyanobacteria,"Paralytic shellfish poisoning toxins (PSTs) are a family of more than 30 natural alkaloids synthesized by dinoflagellates and cyanobacteria whose toxicity in animals is mediated by voltage-gated Na(+) channel blocking. The export of PST analogues may be through SxtF and SxtM, two putative MATE (multidrug and toxic compound extrusion) family transporters encoded in PSTs biosynthetic gene cluster (sxt). sxtM is present in every sxt cluster analyzed; however, sxtF is only present in the Cylindrospermopsis-Raphidiopsis clade. These transporters are energetically coupled with an electrochemical gradient of proton (H(+)) or sodium (Na(+)) ions across membranes. Because the functional role of PSTs remains unknown and methods for genetic manipulation in PST-producing organisms have not yet been developed, protein structure analyses will allow us to understand their function. By analyzing the sxt cluster of eight PST-producing cyanobacteria, we found no correlation between the presence of sxtF or sxtM and a specific PSTs profile. Phylogenetic analyses of SxtF/M showed a high conservation of SxtF in the Cylindrospermopsis-Raphidiopsis clade, suggesting conserved substrate affinity. Two domains involved in Na(+) and drug recognition from NorM proteins (MATE family) of Vibrio parahaemolyticus and V. cholerae are present in SxtF/M. The Na(+) recognition domain was conserved in both SxtF/M, indicating that Na(+) can maintain the role as a cation anti-transporter. Consensus motifs for toxin binding differed between SxtF and SxtM implying differential substrate binding. Through protein modeling and docking analysis, we found that there is no marked affinity between the recognition domain and a specific PST analogue. This agrees with our previous results of PST export in R. brookii D9, where we observed that the response to Na(+) incubation was similar to different analogues. These results reassert the hypothesis regarding the involvement of Na(+) in toxin export, as well as the motifs L(398)XGLQD(403) (SxtM) and L(390)VGLRD(395) (SxtF) in toxin recognition.",PLoS ONE,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W2161247840,,10.1371/journal.pone.0055664,,in silico analysis of putative paralytic shellfish poisoning toxins export proteins in cyanobacteria,doi:10.1371/journal.pone.0055664
