document_id,corpus_source,title,abstract,text,year,doi,pmid,url,source_db,query,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms,master_key,source_database,journal,corpus,openalex_id,doi_clean,pmid_clean,title_clean,dedup_key,paper_id,domain,group,collection,match_type
,manual_dinoflagellate_curation,Marine phycotoxin levels in shellfish-14 years of data gathered along the Italian coast,"Along the Italian coasts, toxins of algal origin in wild and cultivated shellfish have been reported since the 1970s. In this study, we used data gathered by the Veterinary Public Health Institutes (IZS) and the Italian Environmental Health Protection Agencies (ARPA) from 2006 to 2019 to investigate toxicity events along the Italian coasts and relate them to the distribution of potentially toxic species. Among the detected toxins (OA and analogs, YTXs, PTXs, STXs, DAs, AZAs), OA and YTX were those most frequently reported. Levels exceeding regulatory limits in the case of OA (?2,448 ?g equivalent kg-1) were associated with high abundances of Dinophysis spp., and in the case of YTXs (?22 mg equivalent kg-1) with blooms of Gonyaulax spinifera, Lingulodinium polyedra, and Protoceratium reticulatum. Seasonal blooms of Pseudo-nitzschia spp. occur all along the Italian coast, but DA has only occasionally been detected in shellfish at concentrations always below the regulatory limit (?18 mg kg-1). Alexandrium spp. were recorded in several areas, although STXs (?13,782 µg equivalent kg-1) rarely and only in few sites exceeded the regulatory limit in shellfish. Azadinium spp. have been sporadically recorded, and AZAs have been sometimes detected but always in low concentrations (?7 µg equivalent kg-1). Among the emerging toxins, PLTX-like toxins (?971 ?g kg-1 OVTX-a) have often been detected mainly in wild mussels and sea urchins from rocky shores due to the presence of Ostreopsis cf. ovata. Overall, Italian coastal waters harbour a high number of potentially toxic species, with a few HAB hotspots mainly related to DSP toxins. Nevertheless, rare cases of intoxications have occurred so far, reflecting the whole Mediterranean Sea conditions.","Marine phycotoxin levels in shellfish-14 years of data gathered along the Italian coast. Along the Italian coasts, toxins of algal origin in wild and cultivated shellfish have been reported since the 1970s. In this study, we used data gathered by the Veterinary Public Health Institutes (IZS) and the Italian Environmental Health Protection Agencies (ARPA) from 2006 to 2019 to investigate toxicity events along the Italian coasts and relate them to the distribution of potentially toxic species. Among the detected toxins (OA and analogs, YTXs, PTXs, STXs, DAs, AZAs), OA and YTX were those most frequently reported. Levels exceeding regulatory limits in the case of OA (?2,448 ?g equivalent kg-1) were associated with high abundances of Dinophysis spp., and in the case of YTXs (?22 mg equivalent kg-1) with blooms of Gonyaulax spinifera, Lingulodinium polyedra, and Protoceratium reticulatum. Seasonal blooms of Pseudo-nitzschia spp. occur all along the Italian coast, but DA has only occasionally been detected in shellfish at concentrations always below the regulatory limit (?18 mg kg-1). Alexandrium spp. were recorded in several areas, although STXs (?13,782 µg equivalent kg-1) rarely and only in few sites exceeded the regulatory limit in shellfish. Azadinium spp. have been sporadically recorded, and AZAs have been sometimes detected but always in low concentrations (?7 µg equivalent kg-1). Among the emerging toxins, PLTX-like toxins (?971 ?g kg-1 OVTX-a) have often been detected mainly in wild mussels and sea urchins from rocky shores due to the presence of Ostreopsis cf. ovata. Overall, Italian coastal waters harbour a high number of potentially toxic species, with a few HAB hotspots mainly related to DSP toxins. Nevertheless, rare cases of intoxications have occurred so far, reflecting the whole Mediterranean Sea conditions.",2024,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:marine phycotoxin levels in shellfish 14 years of data gathered along the italian coast,,Harmful Algae,,,,,marine phycotoxin levels in shellfish 14 years of data gathered along the italian coast,,P224,dinoflagellate,test,hab,not_found
,manual_dinoflagellate_curation,Aptamer Sensor Based on Hybrid Chain Reaction and CRISPR-Cas9 System for STX Detection,"In recent years, pollution incidents caused by red tide occur frequently, and the red tide biotoxins brought by it make the food safety problem of sea...","Aptamer Sensor Based on Hybrid Chain Reaction and CRISPR-Cas9 System for STX Detection. In recent years, pollution incidents caused by red tide occur frequently, and the red tide biotoxins brought by it make the food safety problem of sea...",2023,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:aptamer sensor based on hybrid chain reaction and crispr cas9 system for stx detection,,Chemosensors,,,,,aptamer sensor based on hybrid chain reaction and crispr cas9 system for stx detection,,P018,dinoflagellate,test,detection,not_found
,manual_dinoflagellate_curation,"Ensemble Machine Learning of Gradient Boosting (XGBoost, LightGBM, CatBoost) and Attention-Based CNN-LSTM for Harmful Algal Blooms Forecasting",Harmful algal blooms (HABs) are a serious threat to ecosystems and human health. The accurate prediction of HABs is crucial for their proactive prepar...,"Ensemble Machine Learning of Gradient Boosting (XGBoost, LightGBM, CatBoost) and Attention-Based CNN-LSTM for Harmful Algal Blooms Forecasting. Harmful algal blooms (HABs) are a serious threat to ecosystems and human health. The accurate prediction of HABs is crucial for their proactive prepar...",2023,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:ensemble machine learning of gradient boosting xgboost lightgbm catboost and attention based cnn lstm for harmful algal blooms forecasting,,Toxins,,,,,ensemble machine learning of gradient boosting xgboost lightgbm catboost and attention based cnn lstm for harmful algal blooms forecasting,,P164,dinoflagellate,test,policy_monitoring,not_found
,manual_dinoflagellate_curation,Identification of paralytic shellfish toxin-producing microalgae using machine learning and deep learning methods,"Paralytic shellfish poisoning (PSP) microalgae, as one of the harmful algal blooms, causes great damage to the offshore fishery, marine culture, and marine ecological environment. At present, there is no technique for real-time accurate identification of toxic microalgae, by combining three-dimensional fluorescence with machine learning (ML) and deep learning (DL), we developed methods to classify the PSP and non-PSP microalgae. The average classification accuracies of these two methods for microalgae are above 90%, and the accuracies for discriminating 12 microalgae species in PSP and non-PSP microalgae are above 94%. When the emission wavelength is 650690 nm, the fluorescence characteristics bands (excitation wavelength) occur differently at 410180 nm and 500560 nm for PSP and non-PSP microalgae, respectively. The identification accuracies of ML models (support vector machine (SVM), and k-nearest neighbor rule (k-NN)), and DL model (convolutional neural network (CNN)) to PSP microalgae are 96.25%, 96.36%, and 95.88% respectively, indicating that ML and DL are suitable for the classification of toxic microalgae.","Identification of paralytic shellfish toxin-producing microalgae using machine learning and deep learning methods. Paralytic shellfish poisoning (PSP) microalgae, as one of the harmful algal blooms, causes great damage to the offshore fishery, marine culture, and marine ecological environment. At present, there is no technique for real-time accurate identification of toxic microalgae, by combining three-dimensional fluorescence with machine learning (ML) and deep learning (DL), we developed methods to classify the PSP and non-PSP microalgae. The average classification accuracies of these two methods for microalgae are above 90%, and the accuracies for discriminating 12 microalgae species in PSP and non-PSP microalgae are above 94%. When the emission wavelength is 650690 nm, the fluorescence characteristics bands (excitation wavelength) occur differently at 410180 nm and 500560 nm for PSP and non-PSP microalgae, respectively. The identification accuracies of ML models (support vector machine (SVM), and k-nearest neighbor rule (k-NN)), and DL model (convolutional neural network (CNN)) to PSP microalgae are 96.25%, 96.36%, and 95.88% respectively, indicating that ML and DL are suitable for the classification of toxic microalgae.",2022,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:identification of paralytic shellfish toxin producing microalgae using machine learning and deep learning methods,,Journal of Oceanology and Limnology,,,,,identification of paralytic shellfish toxin producing microalgae using machine learning and deep learning methods,,P036,dinoflagellate,test,detection,not_found
,manual_dinoflagellate_curation,Toxin Profile of Two Gymnodinium catenatum Strains from Iberian Coastal Waters,"Gymnodinium catenatum has been the main species responsible for paralytic shellfish poisoning events along the Portuguese coast (Iberian Peninsula), causing bans on bivalve harvesting that result in huge economic losses. This work presents the characterization of two novel isolates of G. catenatum regarding their growth and toxin profiles. Laboratory growth experiments revealed that, although low growth rates were obtained during cultivation, the cell yields were high compared to those reported in the literature. Evaluation of the toxin profiles, by HPLC-FLD, essentially confirmed the typical composition of toxins of this regional population (Iberian Peninsula), namely, the absence or low representation of the toxins dcNEO, GTX1,4 and NEO and a higher ratio of the toxins C1,2, GTX6 and GTX5. However, the percentage of the identified toxins varied among the strains of this study (under the same isolation, growth, and analysis conditions), and also differed from that of other strains described in the literature. Interestingly, we found a comparatively high abundance of dcSTX in both strains, relative to the other toxins, and an unquantifiable amount of C3,4 toxins. In addition to the geographic relationship between toxin profiles, chemical conversions among toxins may explain some differences encountered in the toxin profiles of G. catenatum strains.","Toxin Profile of Two Gymnodinium catenatum Strains from Iberian Coastal Waters. Gymnodinium catenatum has been the main species responsible for paralytic shellfish poisoning events along the Portuguese coast (Iberian Peninsula), causing bans on bivalve harvesting that result in huge economic losses. This work presents the characterization of two novel isolates of G. catenatum regarding their growth and toxin profiles. Laboratory growth experiments revealed that, although low growth rates were obtained during cultivation, the cell yields were high compared to those reported in the literature. Evaluation of the toxin profiles, by HPLC-FLD, essentially confirmed the typical composition of toxins of this regional population (Iberian Peninsula), namely, the absence or low representation of the toxins dcNEO, GTX1,4 and NEO and a higher ratio of the toxins C1,2, GTX6 and GTX5. However, the percentage of the identified toxins varied among the strains of this study (under the same isolation, growth, and analysis conditions), and also differed from that of other strains described in the literature. Interestingly, we found a comparatively high abundance of dcSTX in both strains, relative to the other toxins, and an unquantifiable amount of C3,4 toxins. In addition to the geographic relationship between toxin profiles, chemical conversions among toxins may explain some differences encountered in the toxin profiles of G. catenatum strains.",2022,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:toxin profile of two gymnodinium catenatum strains from iberian coastal waters,,Toxins,,,,,toxin profile of two gymnodinium catenatum strains from iberian coastal waters,,P037,dinoflagellate,test,effect,not_found
,manual_dinoflagellate_curation,Toxin production of dinoflagellate Gymnodinium catenatum isolated from the East China Sea,"Dinoflagellate Gymnodinium catenatum is an important producer of paralytic shellfish toxins (PSTs), including a novel group of hydroxybenzoate derivatives named GC toxins. In the East China Sea, G. catenatum has been considered as the causative agent for several paralytic shellfish poisoning (PSP) episodes, yet the knowledge on their toxin production was still quite limited. In this study, toxins produced by a strain of G. catenatum (MEL11) isolated from the East China Sea were determined, using high performance liquid chromatography coupled with tandem mass spectrometry (HPLC-MS/MS). Changes of toxin profile in the stain MEL11 in response to nutrient and temperature variations were also examined. A total of 11 PST components dominated by hydroxybenzoate analogs and N-sulfocarbamoyl toxins were detected, which was different from other G. catenatum strains previously established in the East China Sea in the presence of GC5 and the lack of dcGTX2&3. Cellular toxin composition and content of the strain had no apparent change within a range of temperature from 20°C to 26°C. In contrast, nutrient limitation and nitrogen source had notable impacts on toxin production. The molar percentage of GC toxins decreased remarkably at the stationary growth phase under nutrient-deprived conditions of both nitrogen (N) and phosphorus (P). The replacement of nitrate with ammonium as the source of N significantly promoted PST production by G. catenatum. The study revealed the potential diversity of toxin profiles of G. catenatum in the East China Sea, and highlighted the effects of nutrients on production of GC toxins by G. catenatum.","Toxin production of dinoflagellate Gymnodinium catenatum isolated from the East China Sea. Dinoflagellate Gymnodinium catenatum is an important producer of paralytic shellfish toxins (PSTs), including a novel group of hydroxybenzoate derivatives named GC toxins. In the East China Sea, G. catenatum has been considered as the causative agent for several paralytic shellfish poisoning (PSP) episodes, yet the knowledge on their toxin production was still quite limited. In this study, toxins produced by a strain of G. catenatum (MEL11) isolated from the East China Sea were determined, using high performance liquid chromatography coupled with tandem mass spectrometry (HPLC-MS/MS). Changes of toxin profile in the stain MEL11 in response to nutrient and temperature variations were also examined. A total of 11 PST components dominated by hydroxybenzoate analogs and N-sulfocarbamoyl toxins were detected, which was different from other G. catenatum strains previously established in the East China Sea in the presence of GC5 and the lack of dcGTX2&3. Cellular toxin composition and content of the strain had no apparent change within a range of temperature from 20°C to 26°C. In contrast, nutrient limitation and nitrogen source had notable impacts on toxin production. The molar percentage of GC toxins decreased remarkably at the stationary growth phase under nutrient-deprived conditions of both nitrogen (N) and phosphorus (P). The replacement of nitrate with ammonium as the source of N significantly promoted PST production by G. catenatum. The study revealed the potential diversity of toxin profiles of G. catenatum in the East China Sea, and highlighted the effects of nutrients on production of GC toxins by G. catenatum.",2022,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:toxin production of dinoflagellate gymnodinium catenatum isolated from the east china sea,,Harmful Algae,,,,,toxin production of dinoflagellate gymnodinium catenatum isolated from the east china sea,,P038,dinoflagellate,test,effect,not_found
,manual_dinoflagellate_curation,Progress on the investigation and monitoring of marine phycotoxins in China,"Marine phycotoxins associated with paralytic shellfish poisoning (PSP), diarrhetic shellfish poisoning (DSP), amnesic shellfish poisoning (ASP), neurotoxic shellfish poisoning (NSP), ciguatera fish poisoning (CFP), tetrodotoxin (TTX), palytoxin (PLTX) and neurotoxin ?-N-methylamino-L-alanine (BMAA) have been investigated and routinely monitored along the coast of China. The mouse bioassay for monitoring of marine toxins has been progressively replaced by the enzyme-linked immunosorbent assay (ELISA) and liquid chromatography tandem mass spectrometry (LC-MS/MS), which led to the discovery of many new hydrophilic and lipophilic marine toxins. PSP toxins have been detected in the whole of coastal waters of China, where they are the most serious marine toxins. PSP events in the Northern Yellow Sea, the Bohai Sea and the East China Sea are a cause of severe public health concern. Okadaic acid (OA) and dinophysistoxin-1 (DTX1), which are major toxin components associated with DSP, were mainly found in coastal waters of Zhejiang and Fujian provinces, and other lipophilic toxins, such as pectenotoxins, yessotoxins, azaspiracids, cyclic imines, and dinophysistoxin-2(DTX2) were detected in bivalves, seawater, sediment, as well as phytoplankton. CFP events mainly occurred in the South China Sea, while TTX events mainly occurred in Jiangsu, Zhejiang and Fujian provinces. Microalgae that produce PLTX and BMAA were found in the phytoplankton community along the coastal waters of China.","Progress on the investigation and monitoring of marine phycotoxins in China. Marine phycotoxins associated with paralytic shellfish poisoning (PSP), diarrhetic shellfish poisoning (DSP), amnesic shellfish poisoning (ASP), neurotoxic shellfish poisoning (NSP), ciguatera fish poisoning (CFP), tetrodotoxin (TTX), palytoxin (PLTX) and neurotoxin ?-N-methylamino-L-alanine (BMAA) have been investigated and routinely monitored along the coast of China. The mouse bioassay for monitoring of marine toxins has been progressively replaced by the enzyme-linked immunosorbent assay (ELISA) and liquid chromatography tandem mass spectrometry (LC-MS/MS), which led to the discovery of many new hydrophilic and lipophilic marine toxins. PSP toxins have been detected in the whole of coastal waters of China, where they are the most serious marine toxins. PSP events in the Northern Yellow Sea, the Bohai Sea and the East China Sea are a cause of severe public health concern. Okadaic acid (OA) and dinophysistoxin-1 (DTX1), which are major toxin components associated with DSP, were mainly found in coastal waters of Zhejiang and Fujian provinces, and other lipophilic toxins, such as pectenotoxins, yessotoxins, azaspiracids, cyclic imines, and dinophysistoxin-2(DTX2) were detected in bivalves, seawater, sediment, as well as phytoplankton. CFP events mainly occurred in the South China Sea, while TTX events mainly occurred in Jiangsu, Zhejiang and Fujian provinces. Microalgae that produce PLTX and BMAA were found in the phytoplankton community along the coastal waters of China.",2022,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:progress on the investigation and monitoring of marine phycotoxins in china,,Harmful Algae,,,,,progress on the investigation and monitoring of marine phycotoxins in china,,P158,dinoflagellate,test,policy_monitoring,not_found
,manual_dinoflagellate_curation,Toxin Profile of Two Gymnodinium catenatum Strains from Iberian Coastal Waters,"Gymnodinium catenatum has been the main species responsible for paralytic shellfish poisoning events along the Portuguese coast (Iberian Peninsula), causing bans on bivalve harvesting that result in huge economic losses. This work presents the characterization of two novel isolates of G. catenatum regarding their growth and toxin profiles. Laboratory growth experiments revealed that, although low growth rates were obtained during cultivation, the cell yields were high compared to those reported in the literature. Evaluation of the toxin profiles, by HPLC-FLD, essentially confirmed the typical composition of toxins of this regional population (Iberian Peninsula), namely, the absence or low representation of the toxins dcNEO, GTX1,4 and NEO and a higher ratio of the toxins C1,2, GTX6 and GTX5. However, the percentage of the identified toxins varied among the strains of this study (under the same isolation, growth, and analysis conditions), and also differed from that of other strains described in the literature. Interestingly, we found a comparatively high abundance of dcSTX in both strains, relative to the other toxins, and an unquantifiable amount of C3,4 toxins. In addition to the geographic relationship between toxin profiles, chemical conversions among toxins may explain some differences encountered in the toxin profiles of G. catenatum strains.","Toxin Profile of Two Gymnodinium catenatum Strains from Iberian Coastal Waters. Gymnodinium catenatum has been the main species responsible for paralytic shellfish poisoning events along the Portuguese coast (Iberian Peninsula), causing bans on bivalve harvesting that result in huge economic losses. This work presents the characterization of two novel isolates of G. catenatum regarding their growth and toxin profiles. Laboratory growth experiments revealed that, although low growth rates were obtained during cultivation, the cell yields were high compared to those reported in the literature. Evaluation of the toxin profiles, by HPLC-FLD, essentially confirmed the typical composition of toxins of this regional population (Iberian Peninsula), namely, the absence or low representation of the toxins dcNEO, GTX1,4 and NEO and a higher ratio of the toxins C1,2, GTX6 and GTX5. However, the percentage of the identified toxins varied among the strains of this study (under the same isolation, growth, and analysis conditions), and also differed from that of other strains described in the literature. Interestingly, we found a comparatively high abundance of dcSTX in both strains, relative to the other toxins, and an unquantifiable amount of C3,4 toxins. In addition to the geographic relationship between toxin profiles, chemical conversions among toxins may explain some differences encountered in the toxin profiles of G. catenatum strains.",2022,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:toxin profile of two gymnodinium catenatum strains from iberian coastal waters,,Toxins,,,,,toxin profile of two gymnodinium catenatum strains from iberian coastal waters,,P184,dinoflagellate,test,toxin_profile,not_found
,manual_dinoflagellate_curation,Toxin production of dinoflagellate Gymnodinium catenatum isolated from the East China Sea,"Dinoflagellate Gymnodinium catenatum is an important producer of paralytic shellfish toxins (PSTs), including a novel group of hydroxybenzoate derivatives named GC toxins. In the East China Sea, G. catenatum has been considered as the causative agent for several paralytic shellfish poisoning (PSP) episodes, yet the knowledge on their toxin production was still quite limited. In this study, toxins produced by a strain of G. catenatum (MEL11) isolated from the East China Sea were determined, using high performance liquid chromatography coupled with tandem mass spectrometry (HPLC-MS/MS). Changes of toxin profile in the stain MEL11 in response to nutrient and temperature variations were also examined. A total of 11 PST components dominated by hydroxybenzoate analogs and N-sulfocarbamoyl toxins were detected, which was different from other G. catenatum strains previously established in the East China Sea in the presence of GC5 and the lack of dcGTX2&3. Cellular toxin composition and content of the strain had no apparent change within a range of temperature from 20°C to 26°C. In contrast, nutrient limitation and nitrogen source had notable impacts on toxin production. The molar percentage of GC toxins decreased remarkably at the stationary growth phase under nutrient-deprived conditions of both nitrogen (N) and phosphorus (P). The replacement of nitrate with ammonium as the source of N significantly promoted PST production by G. catenatum. The study revealed the potential diversity of toxin profiles of G. catenatum in the East China Sea, and highlighted the effects of nutrients on production of GC toxins by G. catenatum.","Toxin production of dinoflagellate Gymnodinium catenatum isolated from the East China Sea. Dinoflagellate Gymnodinium catenatum is an important producer of paralytic shellfish toxins (PSTs), including a novel group of hydroxybenzoate derivatives named GC toxins. In the East China Sea, G. catenatum has been considered as the causative agent for several paralytic shellfish poisoning (PSP) episodes, yet the knowledge on their toxin production was still quite limited. In this study, toxins produced by a strain of G. catenatum (MEL11) isolated from the East China Sea were determined, using high performance liquid chromatography coupled with tandem mass spectrometry (HPLC-MS/MS). Changes of toxin profile in the stain MEL11 in response to nutrient and temperature variations were also examined. A total of 11 PST components dominated by hydroxybenzoate analogs and N-sulfocarbamoyl toxins were detected, which was different from other G. catenatum strains previously established in the East China Sea in the presence of GC5 and the lack of dcGTX2&3. Cellular toxin composition and content of the strain had no apparent change within a range of temperature from 20°C to 26°C. In contrast, nutrient limitation and nitrogen source had notable impacts on toxin production. The molar percentage of GC toxins decreased remarkably at the stationary growth phase under nutrient-deprived conditions of both nitrogen (N) and phosphorus (P). The replacement of nitrate with ammonium as the source of N significantly promoted PST production by G. catenatum. The study revealed the potential diversity of toxin profiles of G. catenatum in the East China Sea, and highlighted the effects of nutrients on production of GC toxins by G. catenatum.",2022,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:toxin production of dinoflagellate gymnodinium catenatum isolated from the east china sea,,Harmful Algae,,,,,toxin production of dinoflagellate gymnodinium catenatum isolated from the east china sea,,P185,dinoflagellate,test,toxin_profile,not_found
,manual_dinoflagellate_curation,"An investigation on bloom dynamics of Alexandrium catenella and A. pacificum and toxin accumulation in shellfish along the coast of Qinhuangdao, China","The dinoflagellate genus Alexandrium comprises most of the toxic bloom-forming species producing paralytic shellfish toxins (PSTs) in the sea. Recently, repeated paralytic shellfish poisoning episodes have been recorded in Qinhuangdao located at the west coast of the Bohai Sea. To elucidate the relationship between toxic Alexandrium blooms and the poisoning episodes, a year-round investigation was carried out in this region from July 2020 to July 2021. Two qPCR assays were used to detect A. catenella and A. pacificum, and LC-MS/MS was applied to analyze PSTs in phytoplankton and shellfish samples. The blooms of A. catenella and A. pacificum were found in April and July, respectively, and PST content in three bivalves exhibited notable increase following the bloom of A. catenella. The results revealed bloom dynamics of the two toxic Alexandrium species in the Bohai Sea for the first time, and further confirmed A. catenella as the causative agent of poisoning episodes.","An investigation on bloom dynamics of Alexandrium catenella and A. pacificum and toxin accumulation in shellfish along the coast of Qinhuangdao, China. The dinoflagellate genus Alexandrium comprises most of the toxic bloom-forming species producing paralytic shellfish toxins (PSTs) in the sea. Recently, repeated paralytic shellfish poisoning episodes have been recorded in Qinhuangdao located at the west coast of the Bohai Sea. To elucidate the relationship between toxic Alexandrium blooms and the poisoning episodes, a year-round investigation was carried out in this region from July 2020 to July 2021. Two qPCR assays were used to detect A. catenella and A. pacificum, and LC-MS/MS was applied to analyze PSTs in phytoplankton and shellfish samples. The blooms of A. catenella and A. pacificum were found in April and July, respectively, and PST content in three bivalves exhibited notable increase following the bloom of A. catenella. The results revealed bloom dynamics of the two toxic Alexandrium species in the Bohai Sea for the first time, and further confirmed A. catenella as the causative agent of poisoning episodes.",2022,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:an investigation on bloom dynamics of alexandrium catenella and a pacificum and toxin accumulation in shellfish along the coast of qinhuangdao china,,Marine Pollution Bulletin,,,,,an investigation on bloom dynamics of alexandrium catenella and a pacificum and toxin accumulation in shellfish along the coast of qinhuangdao china,,P232,dinoflagellate,test,hab,not_found
,manual_dinoflagellate_curation,Emerging harmful algal bloom species over the last four decades in China,"The first recorded micro-algae bloom in Chinese coastal waters dates back to 1933 and was caused by a mixture of Noctiluca scintillans and Skeletonema costatum sensu lato along the Zhejiang coast (the East China Sea). While well-documented harmful algal blooms (HABs) appeared to be extremely scarce from the 1950s to 1990, both the frequency and intensity have been reportedly increasing since 1990. Among them, the fish-killing HABs, mainly caused by Karenia mikimotoi, Karlodinium digitatum, Karlodinium veneficum, Margalefidinium polykrikoides, and Heterocapsa spp., have intensified. Karenia mikimotoi was responsible for at least two extremely serious events in the Pearl River Estuary in 1998 and the Taiwan Strait (in the East China Sea) in 2012, which appeared to be associated with abnormal climate conditions and excessive nutrients loading. Other major toxic algal blooms have been caused by the species responsible for paralytic shellfish poisoning (including Alexandrium catenella, Alexandrium pacificum, Gymnodinium catenatum) and diarrhetic shellfish poisoning (including Dinophysis spp., and a couple of benthic dinoflagellates). Consequent closures of shellfish farms have resulted in enormous economic losses, while consumption of contaminated shellfish has led to occasional human mortality in the Bohai Sea and the East China Sea. Expansions of these HABs species along the coastline of China have occurred over the last four decades and, due to the projected global changes in the climate and marine environments and other anthropological activities, there is potential for the emergence of new types of HABs in China in the future. This literature review aimed to present an updated overview of HABs species over the last four decades in China.","Emerging harmful algal bloom species over the last four decades in China. The first recorded micro-algae bloom in Chinese coastal waters dates back to 1933 and was caused by a mixture of Noctiluca scintillans and Skeletonema costatum sensu lato along the Zhejiang coast (the East China Sea). While well-documented harmful algal blooms (HABs) appeared to be extremely scarce from the 1950s to 1990, both the frequency and intensity have been reportedly increasing since 1990. Among them, the fish-killing HABs, mainly caused by Karenia mikimotoi, Karlodinium digitatum, Karlodinium veneficum, Margalefidinium polykrikoides, and Heterocapsa spp., have intensified. Karenia mikimotoi was responsible for at least two extremely serious events in the Pearl River Estuary in 1998 and the Taiwan Strait (in the East China Sea) in 2012, which appeared to be associated with abnormal climate conditions and excessive nutrients loading. Other major toxic algal blooms have been caused by the species responsible for paralytic shellfish poisoning (including Alexandrium catenella, Alexandrium pacificum, Gymnodinium catenatum) and diarrhetic shellfish poisoning (including Dinophysis spp., and a couple of benthic dinoflagellates). Consequent closures of shellfish farms have resulted in enormous economic losses, while consumption of contaminated shellfish has led to occasional human mortality in the Bohai Sea and the East China Sea. Expansions of these HABs species along the coastline of China have occurred over the last four decades and, due to the projected global changes in the climate and marine environments and other anthropological activities, there is potential for the emergence of new types of HABs in China in the future. This literature review aimed to present an updated overview of HABs species over the last four decades in China.",2022,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:emerging harmful algal bloom species over the last four decades in china,,Harmful Algae,,,,,emerging harmful algal bloom species over the last four decades in china,,P233,dinoflagellate,test,hab,not_found
,manual_dinoflagellate_curation,LSTM Networks to Improve the Prediction of Harmful Algal Blooms in the West Coast of Sabah,"Harmful algal bloom (HAB) events have alarmed authorities of human health that have caused severe illness and fatalities, death of marine organisms, a...","LSTM Networks to Improve the Prediction of Harmful Algal Blooms in the West Coast of Sabah. Harmful algal bloom (HAB) events have alarmed authorities of human health that have caused severe illness and fatalities, death of marine organisms, a...",2021,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:lstm networks to improve the prediction of harmful algal blooms in the west coast of sabah,,International Journal of Environmental Research and Public Health,,,,,lstm networks to improve the prediction of harmful algal blooms in the west coast of sabah,,P165,dinoflagellate,test,policy_monitoring,not_found
,manual_dinoflagellate_curation,Artificial intelligence applied to the production of high-added-value dinoflagellates toxins,"Trade in high-value-added toxins for therapeutic and biological use is expanding. These toxins are generally derived from microalgae belonging to the dinoflagellate family. Due to the difficulties to grow these sensitive planktonic species and to the complexity of methods used to synthesize these molecules, which are generally complex chemical structures, biotoxin manufacturers called on artificial intelligence technologies. Manufacturing processes have been greatly improved through the development of specific learning neural networks, applied to each phases of biotoxin production: photo-bioreactors operating at optimal yied; new chemical synthesis research processes; toxin biosynthetic research pathways offering short-cut possibilities.","Artificial intelligence applied to the production of high-added-value dinoflagellates toxins. Trade in high-value-added toxins for therapeutic and biological use is expanding. These toxins are generally derived from microalgae belonging to the dinoflagellate family. Due to the difficulties to grow these sensitive planktonic species and to the complexity of methods used to synthesize these molecules, which are generally complex chemical structures, biotoxin manufacturers called on artificial intelligence technologies. Manufacturing processes have been greatly improved through the development of specific learning neural networks, applied to each phases of biotoxin production: photo-bioreactors operating at optimal yied; new chemical synthesis research processes; toxin biosynthetic research pathways offering short-cut possibilities.",2020,,,,manual,manual_curated_dinoflagellate_stx,999,dinoflagellate_stx,dinoflagellate,,,,,,,,,,,title:artificial intelligence applied to the production of high added value dinoflagellates toxins,,AI & SOCIETY,,,,,artificial intelligence applied to the production of high added value dinoflagellates toxins,,P035,dinoflagellate,test,detection,not_found
