node,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
alexandrium,-0.06289249658584595,-0.057850927114486694,0.25902414321899414,-0.005552495829761028,0.1957564800977707,-0.11873733997344971,0.024574922397732735,0.002177396323531866,-0.058591123670339584,-0.058697544038295746,-0.1483587771654129,-0.006070341449230909,-0.1314631998538971,-0.14725947380065918,-0.08049481362104416,-0.03485199064016342,0.05279785394668579,0.08804260194301605,-0.1652529537677765,0.12867537140846252,0.04958116263151169,-0.20082449913024902,-0.11997339129447937,-0.11500855535268784,0.229394793510437,-0.15126316249370575,-0.062071483582258224,0.06972409039735794,0.044808607548475266,0.06159767135977745,-0.15616972744464874,0.04314802587032318,-0.001803771941922605,-0.12040534615516663,0.030291259288787842,0.06083947420120239,0.239846870303154,-0.020111296325922012,0.022115198895335197,0.07284535467624664,0.10176670551300049,-0.06430026888847351,0.07590338587760925,0.13746602833271027,0.020849797874689102,0.13869285583496094,-0.1252056360244751,0.14800766110420227,0.022176822647452354,-0.048280660063028336,0.057074591517448425,0.06276339292526245,-0.03337913379073143,-0.021346786990761757,-0.21710950136184692,-0.1519511342048645,0.13481250405311584,-0.13617072999477386,-0.16846691071987152,0.012605912983417511,-0.038902416825294495,-0.047077812254428864,-0.015546631999313831,0.32934439182281494
dinoflagellate,0.010932939127087593,-0.12270938605070114,0.23009063303470612,0.11757265776395798,0.11675313860177994,-0.07243744283914566,-0.07719630002975464,-0.03605499491095543,-0.04808041825890541,-0.02048395574092865,-0.17575474083423615,0.06828650832176208,-0.11919321119785309,-0.11435338854789734,-0.08702243864536285,-0.05881889909505844,0.03230702131986618,0.08016987890005112,-0.1803913414478302,0.013916311785578728,0.042590830475091934,0.0036607757210731506,-0.16425204277038574,-0.1734466850757599,0.1810017228126526,-0.13249343633651733,-0.05064999684691429,0.15804728865623474,0.019244803115725517,0.05619058385491371,-0.0061759743839502335,-0.035224549472332,-0.016593584790825844,-0.02142968401312828,0.0787702426314354,0.0794641301035881,0.28031331300735474,-0.07073845714330673,-0.04175124317407608,-0.02406618371605873,0.07499608397483826,0.015613638795912266,0.15697477757930756,0.20347005128860474,0.0241734329611063,0.042060401290655136,-0.001543237827718258,-0.019115885719656944,0.005356485955417156,-0.22950293123722076,0.0845995619893074,0.09923763573169708,0.12052784115076065,-0.058101750910282135,-0.3015344738960266,-0.11543057858943939,0.18235048651695251,-0.06654049456119537,-0.055204156786203384,-0.19382888078689575,-0.018743349239230156,0.11093830317258835,0.05381503328680992,0.18567153811454773
saxitoxin,-0.030645068734884262,-0.0631975308060646,0.29893958568573,0.01874132826924324,0.059458520263433456,-0.1476912498474121,0.015117085538804531,-0.03485777974128723,-0.01729358732700348,-0.07026762515306473,-0.08991388231515884,0.004028553608804941,-0.12514585256576538,-0.043604835867881775,-0.23205065727233887,-0.04609058424830437,0.16291405260562897,0.15708167850971222,-0.26790666580200195,0.07616955786943436,0.019908977672457695,-0.10649830847978592,-0.029399631544947624,-0.1850515902042389,0.15693813562393188,-0.12286742031574249,0.030900195240974426,0.029682720080018044,0.053225453943014145,-0.07149405777454376,-0.0085678119212389,0.10211021453142166,-0.012651762925088406,-0.024894213303923607,0.07945068925619125,0.05529682710766792,0.10667456686496735,-0.12115581333637238,0.055437471717596054,-0.010453952476382256,0.0825338363647461,0.03986338526010513,0.05491233989596367,0.2176595777273178,-0.060803093016147614,0.1829688400030136,-0.11193180829286575,0.004827586468309164,0.13387703895568848,-0.06558870524168015,0.1877927929162979,0.14976122975349426,0.07735519111156464,-0.006960198283195496,-0.19047307968139648,-0.08012601733207703,0.13371333479881287,-0.010010335594415665,-0.033320412039756775,-0.11584443598985672,-0.05402230843901634,0.05487911030650139,0.04249262809753418,0.20146030187606812
paralytic_shellfish_poisoning,0.009169132448732853,-0.041160449385643005,0.24837327003479004,-0.044293005019426346,0.04453001171350479,-0.1523004174232483,0.04171137511730194,-0.09363025426864624,-0.09340424090623856,-0.09815578162670135,-0.11410162597894669,-0.05996757745742798,-0.13580136001110077,-0.14998571574687958,-0.058469776064157486,-0.07115605473518372,-0.0005311653949320316,0.0993681252002716,-0.3023648262023926,0.14008192718029022,-0.00177189358510077,-0.14646126329898834,-0.1814400553703308,-0.1430068016052246,0.16346043348312378,-0.09113065898418427,-0.07788553088903427,0.1375855803489685,0.07171444594860077,0.11381886899471283,-0.10992884635925293,0.0005960559356026351,0.09844930469989777,-0.16417384147644043,0.09845522791147232,0.05692378804087639,0.13927996158599854,-0.26907047629356384,-0.010091055184602737,-0.06869839876890182,-0.0565640963613987,-0.015256278216838837,0.16434423625469208,0.22693246603012085,0.00550189521163702,0.08526130020618439,-0.07859162986278534,0.07704794406890869,-0.04041425883769989,-0.08834882080554962,0.0760607197880745,0.15969444811344147,0.08170902729034424,-0.11695841699838638,-0.1874547004699707,-0.16939681768417358,0.1327684372663498,-0.05276770517230034,-0.03609770908951759,-0.042693451046943665,-0.06609727442264557,0.07248324900865555,-0.02942764386534691,0.1784370243549347
dinoflagellates,-0.059439972043037415,0.004035257268697023,0.1768641322851181,0.0959850326180458,0.04529622569680214,-0.06787756830453873,-0.009890034794807434,-0.13529391586780548,-0.06804169714450836,0.0401553250849247,-0.14099469780921936,0.08471964299678802,-0.15828780829906464,-0.0629718005657196,-0.14767928421497345,-0.07786834239959717,0.03889603912830353,0.11987350881099701,-0.18393194675445557,0.06344141066074371,-0.018930189311504364,-0.01817506179213524,-0.1799955815076828,-0.2567529082298279,0.1157359629869461,-0.15234825015068054,0.016272354871034622,0.08496300876140594,-0.02310575358569622,0.03943812847137451,-0.1484501212835312,0.08703263103961945,0.00662162946537137,-0.07511000335216522,0.13534881174564362,0.09865675866603851,0.2714235484600067,-0.08814975619316101,0.03449363633990288,-0.022089654579758644,0.005997670814394951,-0.02396121807396412,0.07538125663995743,0.14191403985023499,-0.10041943937540054,0.19390477240085602,-0.15491636097431183,0.04448257386684418,0.08592967689037323,-0.09433446079492569,0.010559068992733955,0.19253140687942505,0.022661207243800163,-0.05195662006735802,-0.14377473294734955,-0.039935775101184845,0.1643620729446411,-0.16230595111846924,-0.029586073011159897,-0.04671550542116165,0.0014206197811290622,0.12736022472381592,-0.052218902856111526,0.1928616613149643
paralytic_shellfish_toxins,-0.052254386246204376,-0.027935165911912918,0.16242794692516327,0.0510922409594059,0.09967848658561707,-0.07845371961593628,-0.03050578571856022,-0.08285323530435562,-0.09671782702207565,0.009072725661098957,-0.1503177434206009,0.053015854209661484,-0.21993398666381836,-0.06861423701047897,-0.1728592813014984,-0.055881187319755554,0.015091443434357643,0.10222511738538742,-0.24324020743370056,0.04882056638598442,0.04432469978928566,-0.02222462184727192,-0.1173398494720459,-0.17280793190002441,0.17461983859539032,-0.1601853370666504,0.03713081404566765,0.15109771490097046,-0.06984341144561768,0.050326429307460785,-0.08616151660680771,0.04421868547797203,0.08100926876068115,-0.09006009995937347,0.1610678881406784,0.1009751409292221,0.18139830231666565,-0.09539682418107986,0.04037993401288986,0.026839783415198326,0.01435905508697033,-0.008084281347692013,0.22404088079929352,0.13563509285449982,-0.071660116314888,0.18745777010917664,0.004890155047178268,-0.021089691668748856,0.10476067662239075,-0.06348740309476852,-0.03511657938361168,0.05628090351819992,0.07310452312231064,0.05175505951046944,-0.257438600063324,-0.12134870886802673,0.17550823092460632,-0.034829262644052505,-0.10434754937887192,-0.08413776010274887,-0.14835546910762787,0.055453501641750336,0.026054369285702705,0.22584757208824158
toxicity,-0.037221960723400116,-0.1254466325044632,0.3106900155544281,0.1315862387418747,0.013722398318350315,-0.14111503958702087,0.07897848635911942,-0.025597918778657913,0.01817954331636429,-0.07703857868909836,-0.11415543407201767,0.09181110560894012,-0.18522335588932037,0.026023564860224724,-0.16806891560554504,-0.03224105015397072,0.10364764928817749,0.13283860683441162,-0.10341757535934448,0.07491592317819595,0.0016808646032586694,-0.028733523562550545,-0.02991456165909767,-0.09860330075025558,0.24686338007450104,-0.14360876381397247,0.15830139815807343,0.05160052701830864,0.10228947550058365,-0.08907821029424667,-0.07475724816322327,0.09001351147890091,0.031089121475815773,-0.1282500922679901,0.03123972937464714,0.07833833992481232,0.2952274978160858,0.06662023812532425,0.08291150629520416,0.04041547700762749,-0.053014714270830154,-0.03434504568576813,0.16082198917865753,0.2486945390701294,-0.10845978558063507,0.09923195838928223,-0.14690066874027252,0.02913559600710869,0.11578624695539474,-0.1145918071269989,-0.018629278987646103,-0.0016369574004784226,0.016385581344366074,-0.01036871038377285,-0.17896637320518494,-0.09011669456958771,0.10583389550447464,-0.16980303823947906,-0.10592436045408249,-0.22120659053325653,0.03203672170639038,0.019833121448755264,-0.049049749970436096,0.2525233328342438
hplc,-0.0951351448893547,0.016501354053616524,0.3395032584667206,0.2351066619157791,0.09334712475538254,-0.05030796304345131,-0.020773716270923615,-0.0858733206987381,0.06614810228347778,-0.09386960417032242,0.047491405159235,0.08829813450574875,-0.21474826335906982,-0.13270050287246704,-0.12709948420524597,-0.12045446783304214,0.11853707581758499,0.16628342866897583,-0.293323278427124,0.021455250680446625,-0.06440320611000061,0.08424471318721771,-0.09780677407979965,-0.26939791440963745,0.14203469455242157,-0.11639037728309631,-0.00525261415168643,0.1517123430967331,0.057314880192279816,0.04026208072900772,-0.09817415475845337,0.015957627445459366,-0.08410365879535675,-0.05889597535133362,-0.05916960909962654,0.23971928656101227,0.25029295682907104,0.013732942752540112,-0.07442215085029602,-0.03439079225063324,0.05572917312383652,0.07034033536911011,0.1374651938676834,0.17251504957675934,0.060526251792907715,0.2094072550535202,-0.1781146377325058,0.1516849845647812,-0.07208985090255737,-0.06439065933227539,0.17667615413665771,0.01694619469344616,-0.04468001425266266,-0.07673092931509018,-0.0875612199306488,-0.1291816681623459,0.07931633293628693,-0.1417442262172699,-0.029004720970988274,-0.07382376492023468,-0.09065764397382736,0.033717080950737,0.016140423715114594,0.17953462898731232
bloom,-0.0526789166033268,-0.05031009018421173,0.26128414273262024,0.022317631170153618,0.05735153332352638,-0.19794940948486328,0.025529421865940094,0.014318807981908321,-0.1567610800266266,0.01826189085841179,-0.16053742170333862,0.07701168954372406,-0.10937170684337616,-0.08466479927301407,-0.10781175643205643,-0.10084839165210724,0.17183411121368408,0.20504112541675568,-0.20019029080867767,0.0770220160484314,0.02780117467045784,-0.09497629851102829,0.021936843171715736,-0.30206844210624695,0.011655280366539955,-0.3927661180496216,0.017095372080802917,0.14554636180400848,-0.04209431633353233,-0.13656538724899292,-0.11870979517698288,0.01920575462281704,0.029661724343895912,-0.10302355140447617,0.004597141407430172,0.05656883120536804,0.13773104548454285,-0.012604075483977795,-0.013931438326835632,-0.04677325114607811,-0.013749321922659874,-0.03599609434604645,0.23608507215976715,0.23876376450061798,-0.04641628637909889,0.13187706470489502,-0.058564331382513046,-0.00715840607881546,0.07595744729042053,-0.07615252584218979,-0.013236521743237972,-0.02177719958126545,0.024732450023293495,-0.04713680222630501,-0.19429537653923035,-0.08167963474988937,0.1401776671409607,-0.0921073630452156,-0.18105486035346985,-0.0014921174151822925,-0.06724848598241806,0.05867232382297516,-0.06997501850128174,0.14605581760406494
alexandrium_tamarense,0.05350581556558609,0.032840944826602936,0.2997635006904602,0.048908501863479614,0.04709462821483612,-0.10900700837373734,-0.02853773534297943,-0.135051429271698,-0.024148909375071526,-0.08771949261426926,-0.05723676458001137,-0.012482919730246067,-0.14209944009780884,-0.16318008303642273,-0.0928095206618309,0.05789060890674591,-0.03103310614824295,0.17467939853668213,-0.22888831794261932,0.09619351476430893,-0.105555459856987,-0.04771099239587784,-0.03582124039530754,-0.21747003495693207,0.159516379237175,-0.03897035866975784,-0.02466472238302231,0.0350998155772686,0.13728460669517517,-0.02938131056725979,-0.12621529400348663,0.1449972689151764,-0.016967305913567543,-0.0800660103559494,0.12538549304008484,0.15206927061080933,0.018848342821002007,-0.03965427726507187,0.016621777787804604,-0.04786068946123123,0.08186746388673782,-0.10979258269071579,-0.034713272005319595,0.09181628376245499,-0.014608397148549557,0.2333284467458725,-0.20668771862983704,0.06325046718120575,0.1029304787516594,-0.2212153524160385,0.044335223734378815,0.19800107181072235,0.07550341635942459,-0.018635986372828484,-0.18641358613967896,-0.16407105326652527,0.20706382393836975,-0.1730068027973175,-0.19937150180339813,-0.006875264924019575,-0.1450776606798172,0.02699976973235607,-0.2611790597438812,0.16835559904575348
