Source,Target,Source_Type,Target_Type,Hypothesis_Type,Common_Neighbor_Count,Weighted_Common_Neighbor_Score,Adamic_Adar_Score,Preferential_Attachment,Source_Degree,Target_Degree,Source_Weighted_Degree,Target_Weighted_Degree,Semantic_Bonus,Structural_Score,Bridge_Nodes,Bridge_Relation_Hints,Priority_Bonus,Priority_Score,Biological_Category,Validated_in_Post2015,Has_STX_Gene_Signal,Has_Environment_Signal,Has_Evolution_Signal,Has_Regulation_Signal,GB_ML_Score_OOF,RF_ML_Score_OOF,ML_Score,Priority_Score_Norm,ML_Score_Norm,Final_AI_Discovery_Score
paralytic toxin,ammonium,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,3,4.0,0.601,140,14,10,35.0,12.0,0.0,9.902,saxitoxin; temperature; toxin content,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN;REGULATES,19.5,29.402,Environmental driver,0,0.0,0.0,0.0,0.0,0.025301371896243322,0.004,0.016780823137745992,0.13153204726620724,0.014654607391333575,0.0789371993225141
toxin profile of gymnodinium,sxt Gene,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,165,11,15,22.0,15.0,2.0,5.6825,saxitoxin,ASSOCIATED_WITH;INVOLVED_IN,12.5,18.1825,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.13461684541273974,0.029037788481597365,0.09238522264028279,0.06420734532030464,0.09691784885667659,0.07892707191167203
HGT,precursor,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,EVOLUTION_MECHANISM_HYPOTHESIS,2,2.0,0.3859,143,13,11,13.0,11.0,1.5,7.9867,biosynthesis; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.0,23.9867,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.05780380957649143,0.046319578568293975,0.053210117173212446,0.09903652977900669,0.05429240401917405,0.07890167318708201
psp toxin profile,light,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.401,247,13,19,30.0,23.0,0.0,7.0369,saxitoxin; toxin profile,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN,13.0,20.0369,Environmental driver,0,0.0,0.0,0.0,0.0,0.02630032427906459,0.16,0.07978019456743876,0.0753350183260965,0.08320263552442861,0.07887544606534595
shellfish poisoning toxins,gene expression,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.4166,336,8,42,12.0,42.0,1.5,9.0131,saxitoxin; sxtA1,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;REGULATES,14.0,23.0131,Other,0,0.0,0.0,0.0,0.0,0.06670156912376259,0.04896315402833371,0.05960620308559103,0.09319426142350686,0.06125182388501696,0.0788201645311864
poisoning toxins,gene expression,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.4166,336,8,42,12.0,42.0,1.5,9.0131,saxitoxin; sxtA1,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;REGULATES,14.0,23.0131,Other,0,0.0,0.0,0.0,0.0,0.06670156912376259,0.04896315402833371,0.05960620308559103,0.09319426142350686,0.06125182388501696,0.0788201645311864
expression level,toxic algal,REGULATION_EXPRESSION,PHRASE_TOXIN_PHENOTYPE,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.0528,405,27,15,27.0,15.0,0.0,16.6306,biosynthesis; gene cluster; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;INVOLVED_IN;REGULATES,12.5,29.1306,Other,0,0.0,0.0,0.0,0.0,0.021228424764497843,0.014,0.018337054858698708,0.12990346095593336,0.01634790390157785,0.07880346028147339
expression level,nontoxic,REGULATION_EXPRESSION,TOXIN_PHENOTYPE,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.0528,405,27,15,27.0,15.0,0.0,16.6306,biosynthesis; gene cluster; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;INVOLVED_IN;REGULATES,12.5,29.1306,Other,0,0.0,0.0,0.0,0.0,0.021228424764497843,0.014,0.018337054858698708,0.12990346095593336,0.01634790390157785,0.07880346028147339
expression level,two toxic,REGULATION_EXPRESSION,PHRASE_TOXIN_PHENOTYPE,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.0528,405,27,15,27.0,15.0,0.0,16.6306,biosynthesis; gene cluster; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;INVOLVED_IN;REGULATES,12.5,29.1306,Other,0,0.0,0.0,0.0,0.0,0.021228424764497843,0.014,0.018337054858698708,0.12990346095593336,0.01634790390157785,0.07880346028147339
toxin variability,PST biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.3814,459,17,27,38.0,27.0,1.5,9.5578,saxitoxin; toxin content,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;REGULATES,11.0,20.5578,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.07748814257249757,0.074,0.07609288554349855,0.07846077591276442,0.07919056751529703,0.0787891821339041
ammonium,toxin producing,ENV_FACTOR,TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.1754,90,10,9,12.0,9.0,0.0,15.3009,concentrations of nitrate; nitrate; nitrogen; saxitoxin; toxin production,ASSOCIATED_WITH;INCREASES;PRESENT_IN;REGULATES,15.0,30.3009,Environmental driver,0,0.0,0.0,0.0,0.0,0.01464491198391317,0.004,0.010386947190347903,0.13692606434176066,0.007697592132683059,0.07877325184767575
sxtZ,precursor,GENE,BIOLOGICAL_MECHANISM,GENE_MECHANISM_HYPOTHESIS,2,2.0,0.3859,143,13,11,13.0,11.0,2.0,8.4867,biosynthesis; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,27.4867,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.04873655762852574,0.0,0.029241934577115443,0.1200389324538727,0.028213228662163217,0.07871736574760343
phosphorus,higher toxin,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,4,7.0,0.8758,442,26,17,40.0,34.0,0.0,15.4615,saxitoxin; toxin content; toxin contents; toxin profiles,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;REGULATES,13.0,28.4615,Environmental driver,0,0.0,0.0,0.0,0.0,0.0349007083456111,0.004,0.02254042500736666,0.12588840163314682,0.02092148501303796,0.07865328915409783
phosphate,highly toxic,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,4,5.0,0.8433,371,53,7,78.0,8.0,0.0,14.0416,nitrate; saxitoxin; temperature; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,29.041600000000003,Environmental driver,0,0.0,0.0,0.0,0.0,0.024319092745497695,0.01,0.018591455647298617,0.1293693998593439,0.01662471098739917,0.07863428986696877
absence of saxitoxin,light,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.401,285,15,19,30.0,23.0,1.5,8.7269,saxitoxin; toxin profile,DECREASES;INCREASES,13.5,22.2269,Environmental driver,0,0.0,0.0,0.0,0.0,0.07625025351818987,0.046839290922358515,0.06448586847985732,0.08847652171408409,0.066561264806972,0.07861465610588365
stx equivalents,Gene expression,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,102,6,17,7.0,17.0,1.5,4.8675,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;PRESENT_IN,17.0,21.8675,Other,0,0.0,0.0,0.0,0.0,0.05404607246841975,0.086,0.06682764348105186,0.08631987499369927,0.0691092911605747,0.07857511226879321
Alexandrium ostenfeldii,G1 phase,SPECIES,BIOLOGICAL_MECHANISM,SPECIES_MECHANISM_HYPOTHESIS,4,4.0,0.8125,170,17,10,28.0,10.0,0.0,12.475,saxitoxin; temperature; toxin content; toxin production,DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,17.5,29.975,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.01495723148982622,0.008,0.012174338893895732,0.13497044061840674,0.009642407993526876,0.07857282593721081
toxins produced,high salinity,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.4338,162,9,18,11.0,18.0,1.0,7.6775,toxin production; toxin profile,DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,17.5,25.1775,Environmental driver,0,0.0,0.0,0.0,0.0,0.032813674522439135,0.062,0.044488204713463486,0.10618214723764398,0.04480231091034857,0.07856122089036105
phosphorus limitation,toxin profiles of g,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,4,8.0,1.0242,285,19,15,38.0,30.0,0.0,15.4735,each toxin; saxitoxin; toxin composition; toxin profiles,INCREASES,11.0,26.4735,Environmental driver,0,0.0,0.0,0.0,0.0,0.02482658908703969,0.052,0.035695953452223816,0.11395903691382293,0.03523568392453332,0.07853352806864261
profiles of psp toxins,Salinity,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.4517,48,3,16,6.0,16.0,1.0,7.1434,gonyautoxin; saxitoxin,DECREASES;INCREASES;PRESENT_IN,10.5,17.6434,Environmental driver,0,0.0,0.0,0.0,0.0,0.046057083368260275,0.16890340914288854,0.09519561367811158,0.06097237523972742,0.0999757645081221,0.07852390041050503
toxin content and composition,cell cycle,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.1059,390,39,10,89.0,10.0,0.0,16.6619,Toxin content; saxitoxin; saxitoxin derivatives; temperature; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;REGULATES,13.0,29.6619,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.0194548052681676,0.006,0.014072883160900562,0.13309162568197802,0.011708166157031906,0.07846906889575227
conservation,biosynthetic genes,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,3,3.0,0.5955,338,26,13,29.0,13.0,0.0,10.3809,biosynthesis; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,29.3809,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.01968667637040418,0.01,0.015812005822242507,0.1314054327815102,0.013600461689688335,0.07839319579019037
sxtZ,toxin-producing dinoflagellate alexandrium,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,52,13,4,13.0,4.0,2.0,5.1175,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,21.6175,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.10119828644893797,0.01832722034517118,0.06804986000743125,0.08481970337406598,0.07043915415656486,0.0783484562261905
sxtZ,toxigenic dinoflagellate,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,52,13,4,13.0,4.0,2.0,5.1175,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,21.6175,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.10119828644893797,0.01832722034517118,0.06804986000743125,0.08481970337406598,0.07043915415656486,0.0783484562261905
phosphorus limitation,produce saxitoxin,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,3.0,0.4318,342,19,18,38.0,20.0,0.0,8.0737,Alexandrium fundyense; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,17.0,25.0737,Environmental driver,0,0.0,0.0,0.0,0.0,0.05529893784675587,0.028700080820473324,0.044659395036242854,0.10555927598117225,0.0449885787856573,0.07830246224319053
high salinity,G1 phase,ENV_FACTOR,BIOLOGICAL_MECHANISM,ENV_MECHANISM_HYPOTHESIS,3,3.0,0.683,180,18,10,18.0,10.0,1.0,10.766,phosphate; temperature; toxin production,DECREASES;INCREASES,11.0,21.766,Environmental driver,0,0.0,0.0,0.0,0.0,0.09991188540473503,0.01718614020251132,0.06682158732384554,0.08571080531612815,0.0691027016085659,0.07823715864772514
high salinity,variations in toxin,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.683,180,18,10,18.0,10.0,1.0,10.766,phosphate; temperature; toxin production,DECREASES;INCREASES,11.0,21.766,Environmental driver,0,0.0,0.0,0.0,0.0,0.09991188540473503,0.01718614020251132,0.06682158732384554,0.08571080531612815,0.0691027016085659,0.07823715864772514
biosynthetic genes,conserved,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,2,2.0,0.3859,221,13,17,13.0,17.0,0.0,6.8767,biosynthesis; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,25.8767,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.037107517810812486,0.041759618333511994,0.03896835801989229,0.11037782722343434,0.03879630485259678,0.07816614215655744
down-regulated,saxitoxin and its analogues,REGULATION_EXPRESSION,PHRASE_TOXIN_PHENOTYPE,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.6141,351,13,27,18.0,27.0,0.0,10.4831,biosynthesis; saxitoxin; saxitoxin biosynthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,17.5,27.9831,Other,0,0.0,0.0,0.0,0.0,0.03770392730183591,0.005263232561792524,0.024727649405818557,0.12301767322181656,0.02330134875129437,0.07814532721008158
shellfish toxin profiles,sxt Gene,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,450,30,15,88.0,15.0,2.0,7.1075,saxitoxin,INCREASES,12.0,19.1075,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.08526861561196832,0.08305738286382448,0.08438412251271078,0.0697579803129478,0.08821205347818466,0.07806231323730439
Temperature,pst producing,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,2.0,0.1787,340,34,10,41.0,11.0,1.0,6.0575,saxitoxin,ABSENT_IN;ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN,10.5,16.5575,Environmental driver,0,0.0,0.0,0.0,0.0,0.0851132410482692,0.12609685764862802,0.10150668768841273,0.054456229792688285,0.10684268506606706,0.07803013466570874
phosphate,stx biosynthetic,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.3859,583,53,11,78.0,11.0,0.0,8.6867,biosynthesis; saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,28.1867,Environmental driver,0,0.0,0.0,0.0,0.0,0.017075523223871982,0.032,0.02304531393432319,0.12423941298884592,0.021470841928570496,0.07799355601172198
Nitrate,variations in toxin,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.6661,150,15,10,22.0,10.0,1.0,10.5821,phosphate; toxin content; toxin production,DECREASES;INCREASES,11.0,21.5821,Environmental driver,1,0.0,0.0,0.0,0.0,0.10621420422381403,0.009123632901224994,0.06737797569477841,0.08460727907272592,0.06970809377102893,0.07790264568696229
psp toxin content,precursor,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.7352,132,12,11,24.0,11.0,0.0,9.6304,Phylogenetic analysis; phylogeny; saxitoxin,EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,30.1304,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.013650589030182908,0.0038578290105667633,0.009733485022336449,0.13590294729717078,0.006986576418395306,0.07789058040172182
saxitoxin derivatives,warming,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,4,4.0,0.8469,477,53,9,106.0,9.0,0.0,14.0787,salinity; saxitoxin; temperature; toxin production,DECREASES;INCREASES;PRESENT_IN,13.0,27.0787,Environmental driver,0,0.0,0.0,0.0,0.0,0.01982127477758575,0.046,0.03029276486655145,0.11759065237063121,0.02935661061358087,0.07788533357995855
sxt Gene,toxins may,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.4166,285,15,19,15.0,19.0,2.0,9.2581,saxitoxin; sxtA1,ASSOCIATED_WITH;INVOLVED_IN;REGULATES,10.0,19.2581,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.09318246926300772,0.06773452914798206,0.08300329321699745,0.07066168369661488,0.08670960792576844,0.07788324959973399
phosphorus,c toxins,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,4,4.0,0.8436,416,26,16,40.0,17.0,0.0,13.7672,cellular toxin content; saxitoxin; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;REGULATES,13.0,26.767200000000003,Environmental driver,0,0.0,0.0,0.0,0.0,0.03336848503175254,0.03061119791394382,0.032265570184629055,0.11572143853256812,0.03150317035498435,0.07782321785265543
profiles of psp toxins,sxtB,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,90,3,30,6.0,30.0,2.0,5.3075,saxitoxin,DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN,13.5,18.8075,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.06214102141938211,0.12155819324163557,0.08590789014828348,0.06795777436938787,0.08987002663539473,0.07781828788909095
Neosaxitoxin,warming,TOXIN,ENV_FACTOR,ENV_TOXIN_HYPOTHESIS,5,5.0,1.2129,162,18,9,18.0,9.0,0.0,15.7358,Temperature; growth and toxin production; salinity; temperature; toxin production,DECREASES;INCREASES;PRESENT_IN,13.0,28.7358,Environmental driver,0,0.0,0.0,0.0,0.0,0.02126833932607777,0.0154341937325089,0.01893468108865022,0.1275343899342085,0.016998165939025478,0.07779308913637613
paralytic toxin,Gene expression,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,238,14,17,35.0,17.0,1.5,5.5475,saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,18.5,24.0475,Other,0,0.0,0.0,0.0,0.0,0.0764433595892087,0.011471944553696305,0.05045479357500374,0.09940137151690151,0.05129440586078651,0.07775323697164976
Salinity,produce paralytic shellfish toxins,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.3903,96,16,6,16.0,6.0,1.0,7.2605,saxitoxin; toxin production,PRESENT_IN,11.5,18.7605,Environmental driver,1,0.0,0.0,0.0,0.0,0.08396451634349104,0.08917714135647141,0.08604956634868319,0.0676757421048968,0.09002418093805514,0.07773253957981804
toxin profiles of g,high salinity,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.4952,270,15,18,30.0,18.0,1.0,8.3404,gonyautoxin; toxin profile,DECREASES;INCREASES,11.0,19.3404,Environmental driver,0,0.0,0.0,0.0,0.0,0.07828005928325865,0.08785785176884904,0.08211117627749481,0.07115554019379816,0.08573891796999192,0.07771806019308536
ammonium,toxins accumulated,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.1754,90,10,9,12.0,9.0,0.0,15.3009,concentrations of nitrate; nitrate; nitrogen; saxitoxin; toxin production,ASSOCIATED_WITH;INCREASES;PRESENT_IN;REGULATES,15.0,30.3009,Environmental driver,0,0.0,0.0,0.0,0.0,0.013691901529984252,0.0,0.008215140917990551,0.13692606434176066,0.005334504468811266,0.07770986239893345
Alexandrium catenella,ancestral,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,3,3.0,0.6141,407,37,11,68.0,11.0,0.0,10.7631,biosynthesis; saxitoxin; saxitoxin biosynthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,17.5,28.2631,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.02573159147562516,0.016,0.021838954885375093,0.12469786543580584,0.020158233054080474,0.07765503086402943
saxitoxin gene,ancestral,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,3,3.0,0.6428,286,26,11,26.0,11.0,0.0,10.2156,biosynthesis; biosynthesis of saxitoxin; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,29.2156,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.019011687309211128,0.01,0.015407012385526676,0.13041351930660866,0.013159798539188533,0.07764934496126961
stx eq,pH,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.1067,90,10,9,12.0,10.0,0.0,15.1633,nitrate; phosphate; saxitoxin; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,30.1633,Environmental driver,0,0.0,0.0,0.0,0.0,0.013691901529984252,0.002,0.009015140917990551,0.13610036988231453,0.006204964304552257,0.0776474373723215
c toxins,pH,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,6,6.0,1.3303,144,16,9,17.0,10.0,0.0,18.3806,growth and toxin production; salinity; saxitoxin; temperature; toxin production; toxin profile,DECREASES;INCREASES,11.0,29.3806,Environmental driver,0,0.0,0.0,0.0,0.0,0.01580790596577874,0.012,0.014284743579467244,0.13140363257556664,0.011938686138463871,0.0776444066788704
PST biosynthesis,stx concentrations,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.4166,189,27,7,27.0,7.0,1.5,8.2781,saxitoxin; sxtA1,ASSOCIATED_WITH;INVOLVED_IN;REGULATES,12.5,20.7781,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.10302711408953555,0.026,0.07221626845372132,0.07978272714398525,0.07497251817129927,0.07761813310627656
each toxin,high salinity,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.2222,288,16,18,36.0,18.0,1.0,5.3845,toxin profile,DECREASES;INCREASES,11.0,16.3845,Environmental driver,0,0.0,0.0,0.0,0.0,0.08315295900258127,0.12970711350294795,0.10177462080272795,0.05341811103190204,0.10713421633441257,0.07759035841803177
Temperature,toxin-producing dinoflagellate alexandrium,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,136,34,4,41.0,4.0,1.0,4.5375,saxitoxin,DECREASES;INCREASES;PRESENT_IN,10.5,15.0375,Environmental driver,0,0.0,0.0,0.0,0.0,0.14200873841491818,0.06390580908797823,0.1107675666841422,0.0453351863453179,0.1169192140778669,0.07754799882496495
Temperature,toxigenic dinoflagellate,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,136,34,4,41.0,4.0,1.0,4.5375,saxitoxin,DECREASES;INCREASES;PRESENT_IN,10.5,15.0375,Environmental driver,1,0.0,0.0,0.0,0.0,0.14200873841491818,0.06390580908797823,0.1107675666841422,0.0453351863453179,0.1169192140778669,0.07754799882496495
paralogs,precursor,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,EVOLUTION_MECHANISM_HYPOTHESIS,4,4.0,0.8636,176,16,11,16.0,11.0,0.0,12.6072,biosynthesis; phylogeny; saxitoxin; saxitoxin biosynthesis,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.0,28.6072,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.01869477150739548,0.02,0.019216862904437287,0.12676270165306908,0.017305200860299356,0.07750682629632272
phosphorus,toxin-producing dinoflagellates,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,3,6.0,0.6065,156,26,6,40.0,12.0,0.0,10.993,saxitoxin; toxin content; toxin profiles,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;REGULATES,17.5,28.493,Environmental driver,0,0.0,0.0,0.0,0.0,0.027778209445019464,0.008,0.01986692566701168,0.12607742325722063,0.01801251776721416,0.07744821578671772
gene expression,sulfocarbamoyl toxins c1,REGULATION_EXPRESSION,PHRASE_TOXIN_PHENOTYPE,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,210,42,5,42.0,10.0,1.5,5.4075,saxitoxin,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,16.0,21.4075,Other,0,0.0,0.0,0.0,0.0,0.11255208219178833,0.0,0.067531249315073,0.08355955921357403,0.06987486693396025,0.07740144768774783
sulfocarbamoyl toxins,Gene expression,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,221,13,17,31.0,17.0,1.5,5.4625,saxitoxin,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN,14.0,19.4625,Other,0,0.0,0.0,0.0,0.0,0.10160803956218446,0.04885816204920706,0.0805080885569935,0.07188822401282706,0.08399463862765945,0.07733611058950164
salinity,non-STX-producing,ENV_FACTOR,TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,340,68,5,120.0,5.0,1.0,5.5575,saxitoxin,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,12.5,18.0575,Environmental driver,0,0.0,0.0,0.0,0.0,0.1262303461660485,0.03531795046836571,0.08986538788697537,0.063457259510488,0.09417608017485359,0.07728072880945253
