Model,ROC_AUC,PR_AUC
GradientBoosting_OOF,0.8267999696925659,0.4481401395983937
RandomForest_OOF,0.8349260883660442,0.44193069644718236
Combined_ML_OOF,0.8479185375917763,0.4881563296675656
