Source,Target,Score,Common_Neighbors,Weighted_Common_Neighbors,Adamic_Adar,Preferential_Attachment,Bio_Bonus,Bridge_Nodes,Match
sxtg,toxic algae,62.50974508006828,8,40.0,1.6618506252357785,1150,9,alexandrium;alexandrium minutum;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic species,0
phosphorus,saxitoxin biosynthesis gene,62.50598895066645,5,33.0,1.0168635428820618,368,15,biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,0
gymnodinium catenatum,highly toxic,62.49671557780097,8,33.0,1.5969354813153407,608,11,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,0
saxitoxin analogues,differences in toxin,62.490261577870925,9,31.0,1.958668692025111,506,10,alexandrium;dinoflagellates;each toxin;gonyautoxins;nitrogen;saxitoxin;toxin composition;toxin content;toxin profile,0
clade,saxitoxin production,62.484452616371826,8,37.0,1.697513341735652,324,10,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxt genes;sxta,0
producing dinoflagellate,origin of saxitoxin,62.479067662290134,7,22.0,1.4589295936685966,494,15,biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
toxin-producing,homologs,62.46640481504662,8,44.0,1.688773260298508,897,8,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellate;producing dinoflagellates;saxitoxin;toxin production,0
involved in stx,species of cyanobacteria,62.46364867054338,5,13.0,1.065651308726538,252,20,biosynthesis;cyanobacteria;dinoflagellates;evolution;saxitoxin,0
phosphorus,down-regulated,62.4504041215712,9,31.0,1.8729459245252664,782,10,alexandrium;alexandrium fundyense;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium;toxin content,0
toxin-producing,total toxins,62.4464724768211,9,31.0,1.9100008101505046,621,10,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
alexandrium,stx biosynthetic,62.443734669769,7,20.0,1.5531816786169121,1935,15,biosynthesis;cyanobacteria;dinoflagellates;freshwater cyanobacteria;paralytic shellfish poisoning;saxitoxin;sxta,0
strains of alexandrium,profiles and toxin,62.44111675305179,9,30.0,1.9359010264304977,1431,10,alexandrium;alexandrium tamarense;gonyautoxins;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin content and composition;toxin profile,0
strains of alexandrium,toxin profiles and toxin,62.44111675305179,9,30.0,1.9359010264304977,1431,10,alexandrium;alexandrium tamarense;gonyautoxins;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin content and composition;toxin profile,0
saxitoxin biosynthesis,two toxic,62.43717713218392,6,19.0,1.3176077840637446,390,17,alexandrium;alexandrium pacificum;biosynthesis;paralytic shellfish toxins;saxitoxin;sxta,0
producing dinoflagellates,profiles and toxin,62.43213902165274,9,30.0,1.896370904240391,1782,10,alexandrium;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin profile,0
producing dinoflagellates,toxin profiles and toxin,62.43213902165274,9,30.0,1.896370904240391,1782,10,alexandrium;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin profile,0
phylogenetic analysis,other saxitoxin,62.423865738154554,9,31.0,1.8545852201956357,828,10,alexandrium;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
phylogenetic analysis,other saxitoxin derivatives,62.423865738154554,9,31.0,1.8545852201956357,828,10,alexandrium;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
nitrogen,highly toxic,62.41868146482271,8,33.0,1.5969354813153407,520,11,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,0
gene cluster,metabolic pathways,62.41227765507438,7,19.0,1.4202084003482798,200,16,alexandrium;biosynthesis;dinoflagellates;nitrogen;paralytic shellfish poisoning;saxitoxin;toxin production,0
toxin biosynthesis,saxitoxin synthesis,62.401401285116094,6,24.0,1.2303779284933185,225,16,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin production,0
phosphorus,toxin composition profiles,62.39979385325274,8,36.0,1.6894091684191144,782,10,alexandrium;alexandrium tamarense;dominant toxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin profile,0
toxin-producing,saxitoxin production,62.39216745058982,8,41.0,1.6260093968248224,414,9,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin production,0
environmental conditions,saxitoxin-producing dinoflagellates,62.38897430874477,9,27.0,1.933680224563965,480,11,alexandrium;cyanobacteria;dinoflagellates;gonyautoxins;nitrogen;phosphorus;saxitoxin;toxin production;toxin profile,0
alexandrium pacificum,poisoning toxins,62.37169795593043,7,46.0,1.4117531508857817,529,9,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxic species,0
alexandrium pacificum,shellfish poisoning toxins,62.37169795593043,7,46.0,1.4117531508857817,529,9,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxic species,0
paralytic shellfish toxins,stx biosynthetic,62.34936111215551,7,20.0,1.5531816786169121,1602,15,biosynthesis;cyanobacteria;dinoflagellates;freshwater cyanobacteria;paralytic shellfish poisoning;saxitoxin;sxta,0
involved in stx,synthesis genes,62.346641217498416,10,24.0,2.4788665841074113,336,10,dinoflagellates;homologs;producing dinoflagellates;saxitoxin;stx synthesis;sxt genes;sxta;sxtb;sxtg;toxin production,0
environmental conditions,other saxitoxin,62.33219472308602,8,32.0,1.6806250514811818,720,11,alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin profile,0
environmental conditions,other saxitoxin derivatives,62.33219472308602,8,32.0,1.6806250514811818,720,11,alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin profile,0
toxic dinoflagellate,toxic algae,62.322197778987636,8,44.0,1.616878855859308,1035,8,alexandrium;alexandrium minutum;alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0
nitrogen,presence of c3,62.316392256203265,9,30.0,1.8731510370497977,1625,10,alexandrium;alexandrium tamarense;dinoflagellates;dominant toxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin profile,0
dominant toxins,gymnodinium catenatum graham,62.299278766214414,9,34.0,1.9825615698646624,814,9,dinoflagellates;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sulfocarbamoyl toxins;toxin composition;toxin profile,0
freshwater cyanobacteria,species of cyanobacteria,62.296202441812525,5,13.0,1.065651308726538,180,20,biosynthesis;cyanobacteria;dinoflagellates;evolution;saxitoxin,0
toxic alexandrium,toxic algae,62.289614802600994,9,39.0,1.8917864336018013,506,8,alexandrium;alexandrium minutum;alexandrium ostenfeldii;alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0
paralytic shellfish poisoning,stx levels,62.28371381477051,6,25.0,1.3921538692316437,1358,15,alexandrium;biosynthesis;biosynthesis genes;dinoflagellates;saxitoxin;saxitoxin biosynthesis,0
clade,sxta4 gene,62.28240590737061,5,29.0,1.0452511650027874,198,16,alexandrium;biosynthesis;saxitoxin;saxitoxin biosynthesis;sxta,0
produce saxitoxin,saxitoxin-producing dinoflagellate,62.28166264077005,7,23.0,1.4055710944361703,168,15,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0
sxt genes,psp toxin content,62.27325486792192,7,17.0,1.501878077471696,688,16,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;phylogeny;producing dinoflagellates;saxitoxin,0
nutrient levels,presence of c3,62.26833044719456,10,28.0,2.336744636391024,675,9,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxin;toxin composition;toxin profile,0
distinct toxin,presence of c3,62.26833044719456,10,28.0,2.336744636391024,675,9,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxin;toxin composition;toxin profile,0
distinct toxin profiles,presence of c3,62.26833044719456,10,28.0,2.336744636391024,675,9,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxin;toxin composition;toxin profile,0
toxic dinoflagellate,involved in stx,62.25874185156388,9,34.0,1.8963038945271422,1260,9,alexandrium;alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;stx-producing;sxta;toxin production,0
salinity,highly toxic,62.256929037670034,8,33.0,1.5969354813153407,376,11,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,0
dominant toxins,toxicity of alexandrium,62.25425084248046,9,27.0,1.9017379004657804,444,11,alexandrium;alexandrium fundyense;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin production,0
phosphorus,highly toxic,62.24620476596629,8,33.0,1.5969354813153407,368,11,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,0
toxin composition profiles,toxin variability,62.24503347368807,9,34.0,2.059806742982166,459,9,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0
candidate genes,synthesis genes,62.240054288126366,10,24.0,2.5261830995190553,204,10,dinoflagellates;homologs;saxitoxin;stx synthesis;sxt genes;sxta;sxtb;sxtg;toxin production;toxin synthesis,0
alexandrium catenella,alexandrium tamarense species,62.23540088479819,9,30.0,1.9711686727414508,767,10,alexandrium;alexandrium fundyense;alexandrium pacificum;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxin profile,0
alexandrium catenella,alexandrium tamarense species complex,62.23540088479819,9,30.0,1.9711686727414508,767,10,alexandrium;alexandrium fundyense;alexandrium pacificum;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxin profile,0
phylogeny,biosynthetic genes,62.23420208132255,5,13.0,1.0036111318297998,231,20,biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin,0
neostx,gene cluster,62.225813973996715,8,36.0,1.6127103095095066,875,10,alexandrium;dinoflagellates;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content,0
saxitoxin analogues,marine toxins,62.22271953119124,9,35.0,1.9405534478342352,330,9,dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
evolution,differences in toxin,62.21749009637462,6,22.0,1.2213956758369902,1219,16,alexandrium;dinoflagellates;producing dinoflagellates;saxitoxin;toxin production;toxin profile,0
temperature,produce toxins,62.21625720286894,8,35.0,1.8216207266370437,666,10,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellates;toxin production,0
alexandrium catenella,suite of toxins,62.20478529463722,10,28.0,2.249637214837128,1003,9,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0
sulfocarbamoyl toxins,nitrogen limitation,62.19089121515206,8,39.0,1.7816164479662473,805,9,alexandrium;dinoflagellates;dominant toxins;each toxin;gonyautoxins;saxitoxin;toxin composition;toxin profile,0
sulfocarbamoyl toxins,phosphorus limitation,62.19089121515206,8,39.0,1.7816164479662473,805,9,alexandrium;dinoflagellates;dominant toxins;each toxin;gonyautoxins;saxitoxin;toxin composition;toxin profile,0
toxic dinoflagellate,toxins produced,62.18967166524499,8,37.0,1.5817442286928491,360,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,0
stx-producing,poisoning toxin,62.17776481200186,7,21.0,1.4710184642902489,684,15,alexandrium;alexandrium tamarense;evolution;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium,0
stx-producing,shellfish poisoning toxin,62.17776481200186,7,21.0,1.4710184642902489,684,15,alexandrium;alexandrium tamarense;evolution;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium,0
toxin-producing dinoflagellates,sulfocarbamoyl toxin,62.15892600441456,9,31.0,1.8221096016385654,592,10,alexandrium;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
toxic dinoflagellate,all toxins,62.148273534185925,9,26.0,1.8922374409254037,1035,11,alexandrium;dinoflagellates;gonyautoxins;nitrogen;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0
phosphorus,presence of c3,62.14364631551033,9,30.0,1.8731510370497977,1150,10,alexandrium;alexandrium tamarense;dinoflagellates;dominant toxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin profile,0
horizontal gene transfer,conserved,62.13443455889853,3,20.0,0.630038791344155,88,21,biosynthesis;cyanobacteria;saxitoxin,0
sxt gene,biosynthetic pathway,62.12827077865445,6,27.0,1.2326258889738402,350,15,biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
species of alexandrium,profiles and toxin,62.1232689539557,10,28.0,2.295184198534553,648,9,alexandrium;alexandrium tamarense;genus alexandrium;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0
species of alexandrium,toxin profiles and toxin,62.1232689539557,10,28.0,2.295184198534553,648,9,alexandrium;alexandrium tamarense;genus alexandrium;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0
producing dinoflagellate,stx-producing dinoflagellates,62.111805412634865,9,34.0,1.9908482335173139,532,9,alexandrium;cyanobacteria;dinoflagellates;gymnodinium;homologs;producing dinoflagellates;saxitoxin;sxta;sxtg,0
neosaxitoxin,saxitoxin-producing dinoflagellates,62.09909902033163,9,30.0,1.9362598172297185,720,10,alexandrium;dinoflagellates;each toxin;gonyautoxins;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0
stx-producing,species of cyanobacteria,62.088866517344485,5,12.0,1.065651308726538,324,20,biosynthesis;cyanobacteria;dinoflagellates;evolution;saxitoxin,0
toxic species,variations in toxin,62.07995994709128,6,23.0,1.2303779284933185,322,16,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin production,0
biosynthesis gene,origin of saxitoxin,62.078127471941926,7,22.0,1.4589295936685966,221,15,biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
biosynthesis gene,poisoning toxins,62.077039712388434,6,27.0,1.1971362641644012,391,15,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0
biosynthesis gene,shellfish poisoning toxins,62.077039712388434,6,27.0,1.1971362641644012,391,15,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0
dinoflagellates and cyanobacteria,toxin analogues,62.07185917482643,7,26.0,1.4350548101542224,252,14,alexandrium;alexandrium catenella;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin,0
biosynthesis genes,psp toxin profile,62.071441611708856,4,10.0,0.8099465824466208,196,22,alexandrium;evolution;paralytic shellfish poisoning;saxitoxin,0
alexandrium tamarense,stx biosynthetic,62.07118809702858,7,20.0,1.5531816786169121,918,15,biosynthesis;cyanobacteria;dinoflagellates;freshwater cyanobacteria;paralytic shellfish poisoning;saxitoxin;sxta,0
pyrodinium,toxin-producing dinoflagellates,62.062485732280564,8,40.0,1.623296177593899,592,9,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin content,0
cellular toxin,poisoning toxin,62.06130979287333,8,36.0,1.634845256578261,551,10,alexandrium;alexandrium minutum;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
cellular toxin,shellfish poisoning toxin,62.06130979287333,8,36.0,1.634845256578261,551,10,alexandrium;alexandrium minutum;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
phylogenetic analysis,species of marine dinoflagellates,62.0567617257835,7,22.0,1.4293648640914107,253,15,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,0
alexandrium minutum,pst-producing dinoflagellate,62.04718804958302,9,29.0,2.0723001582210587,780,10,dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;toxic profiles;toxic species;toxin profile,0
paralytic toxin,alexandrium tamarense species,62.04695426335223,7,17.0,1.544651403220667,338,16,alexandrium;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;saxitoxin;toxin profile,0
paralytic toxin,alexandrium tamarense species complex,62.04695426335223,7,17.0,1.544651403220667,338,16,alexandrium;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;saxitoxin;toxin profile,0
horizontal gene transfer,gymnodinium catenatum graham,62.04055639696745,6,26.0,1.3161606504995707,484,15,dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;toxin analogues,0
pst biosynthesis,produce paralytic shellfish toxins,62.03158467255353,5,30.0,0.9621183173264437,72,16,alexandrium;dinoflagellates;paralytic shellfish toxins;saxitoxin;toxin production,0
neosaxitoxin,profiles and toxin,62.029129853844076,9,26.0,1.8933319422621215,810,11,alexandrium;alexandrium tamarense;gonyautoxins;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0
neosaxitoxin,toxin profiles and toxin,62.029129853844076,9,26.0,1.8933319422621215,810,11,alexandrium;alexandrium tamarense;gonyautoxins;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0
dinoflagellates and cyanobacteria,saxitoxin biosynthetic,62.0257536879012,6,32.0,1.189808748344392,135,14,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin,0
alexandrium catenella,stx-producing dinoflagellates,62.018263337338254,8,39.0,1.719786996608804,826,9,alexandrium;cyanobacteria;dinoflagellates;gymnodinium;saxitoxin;stx-producing;sxta;toxin production,0
horizontal gene transfer,toxin-producing dinoflagellates,62.016686437951485,5,28.0,1.027817469828279,352,16,alexandrium;dinoflagellates;paralytic shellfish poisoning;phylogeny;saxitoxin,0
paralytic shellfish poisoning,involved in toxin,62.01566883874119,10,21.0,2.5767298490522275,1940,10,candidate genes;cyanobacteria;dinoflagellates;evolution;genes involved;homologs;sxt genes;sxtg;toxin production;toxin synthesis,0
saxitoxin analogues,saxitoxin-producing dinoflagellates,62.011500292004484,9,30.0,1.958668692025111,528,10,alexandrium;dinoflagellates;each toxin;gonyautoxins;nitrogen;saxitoxin;toxin composition;toxin content;toxin profile,0
alexandrium spp,poisoning toxin,62.00681465101913,8,36.0,1.634845256578261,494,10,alexandrium;alexandrium minutum;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
alexandrium spp,shellfish poisoning toxin,62.00681465101913,8,36.0,1.634845256578261,494,10,alexandrium;alexandrium minutum;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
toxin production,starting gene,62.001634463716336,10,27.0,2.2930545635159447,1400,9,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;cyanobacteria;dinoflagellates;pyrodinium;saxitoxin;saxitoxin synthesis;sxta,0
homologs,variations in toxin,61.997697838673986,6,23.0,1.2303779284933185,273,16,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin production,0
biosynthesis gene,neosaxitoxin,61.99507992493354,5,32.0,0.9589650432772303,510,15,alexandrium;dinoflagellates;paralytic shellfish poisoning;saxitoxin;toxin production,0
cellular toxin,stx synthesis,61.99310297460689,8,35.0,1.7543835824727074,638,10,alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production,0
toxin profile,saxitoxin-producing dinoflagellate,61.992575500084115,9,33.0,1.94388354772998,1512,9,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellate;saxitoxin;sxta,0
phylogeny,toxins were analyzed,61.992248906057654,5,28.0,0.9867854339046187,429,16,dinoflagellates;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
saxitoxin biosynthesis,stx biosynthetic,61.981549873623095,7,20.0,1.5982966596115293,585,15,biosynthesis;biosynthetic pathway;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0
nitrogen,toxic profiles,61.97953841548158,9,29.0,1.9147138427946817,1755,10,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;strains of alexandrium;toxin profile,0
toxin composition,decarbamoyl toxins,61.97266219659521,10,31.0,2.356969855930348,900,8,dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;saxitoxin;sulfocarbamoyl toxin;sulfocarbamoyl toxins,0
psp toxin profile,psp toxin content,61.95996209937859,6,19.0,1.2506372994254609,224,17,alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;saxitoxin;toxin profile,0
stx-producing,variations in toxin,61.95782852984372,6,23.0,1.2303779284933185,252,16,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin production,0
saxitoxin biosynthesis,decarbamoyl toxins,61.957415878629845,6,22.0,1.2090427679033324,780,16,dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0
toxic cyanobacteria,pst biosynthesis,61.95556475717146,5,32.0,1.0629566709359004,252,15,dinoflagellates;genes involved;saxitoxin;sxta;toxin production,0
phylogeny,strain of alexandrium,61.951889957358105,6,23.0,1.2011144047018008,297,16,alexandrium;alexandrium tamarense;dinoflagellates;saxitoxin;sxta;toxin production,0
light,saxitoxin analogues,61.94467763401777,7,37.0,1.443474044074061,506,11,alexandrium;dinoflagellates;gonyautoxins;nitrogen;saxitoxin;toxin content;toxin profile,0
neostx,suite of toxins,61.94403197804406,10,28.0,2.249637214837128,595,9,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0
saxitoxin biosynthesis gene,involved in stx,61.937551943832666,6,31.0,1.2431672475768185,224,14,biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,0
nitrogen,producing alexandrium,61.932435905800105,5,24.0,1.0129957383722519,325,17,alexandrium;alexandrium catenella;dinoflagellates;saxitoxin;sxta,0
paralytic toxin,toxic profiles,61.92885618935765,9,30.0,1.8837259144841088,702,10,alexandrium;alexandrium ostenfeldii;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
evolution,pst-producing dinoflagellate,61.926755572902266,6,22.0,1.2327902483720616,636,16,dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;saxitoxin;toxin profile,0
alexandrium tamarense,determine the presence,61.91699836066881,9,29.0,1.9405534478342354,1326,10,dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
genus alexandrium,toxins produced,61.91009313883989,8,36.0,1.5817442286928491,560,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,0
toxin production,determine the presence,61.90710458275896,9,29.0,1.9405534478342354,1300,10,dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
growth and toxin production,phylogenetic analysis,61.90605650575524,8,32.0,1.6131191614189708,460,11,alexandrium;alexandrium tamarense;dinoflagellates;gonyautoxins;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
light,saxitoxin derivatives,61.89684464389589,7,32.0,1.5122448554427481,828,12,alexandrium;gonyautoxins;salinity;saxitoxin;temperature;toxin content;toxin profile,0
cyanobacteria and dinoflagellates,synthesis genes,61.890558051650835,10,23.0,2.5261830995190553,276,10,dinoflagellates;homologs;saxitoxin;stx synthesis;sxt genes;sxta;sxtb;sxtg;toxin production;toxin synthesis,0
toxin composition,dinoflagellates and cyanobacteria,61.88434985439988,6,30.0,1.208751105459466,675,14,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin,0
saxitoxin production,saxitoxin synthesis,61.88170721126564,9,30.0,1.9419911805047678,450,10,alexandrium;dinoflagellates;homologs;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxta;sxtg;toxin production,0
alexandrium catenella,involved in stx biosynthesis,61.87788710960346,6,22.0,1.228993033633471,590,16,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,0
alexandrium catenella,secondary metabolites,61.87648500732094,7,20.0,1.4836308478580236,944,15,biosynthesis;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;sxta,0
alexandrium tamarense,non-stx producing,61.867297466255835,7,16.0,1.4676761857245013,1020,16,alexandrium;biosynthesis;dinoflagellates;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,0
alexandrium tamarense,stx producing,61.867297466255835,7,16.0,1.4676761857245013,1020,16,alexandrium;biosynthesis;dinoflagellates;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,0
toxic alexandrium,neosaxitoxin,61.85137574903332,7,45.0,1.3681662763691587,660,9,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production,0
