Source,Target,Score,Common_Neighbors,Weighted_Common_Neighbors,Adamic_Adar,Preferential_Attachment,Bio_Bonus,Bridge_Nodes,Match
core genes,homologs,80.97992654644307,9,43.0,2.087016907191624,624,16,alexandrium;alexandrium tamarense;biosynthesis;genes involved;involved in stx;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,1
alexandrium minutum,toxic dinoflagellates,80.88932740807923,7,83.0,1.3833575289916502,650,9,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1
dinoflagellates,secondary metabolite,80.80350809434232,11,29.0,2.721855086535046,3927,16,alexandrium;alexandrium tamarense;biosynthesis;down-regulated;paralytic shellfish poisoning;paralytic shellfish toxins;pst content;saxitoxin;secondary metabolites;strains of alexandrium;toxin content,1
toxic alexandrium,cellular toxin,80.48849837485423,10,62.0,2.0861820492218186,638,10,alexandrium;alexandrium minutum;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxic dinoflagellate;toxin production,1
cellular toxin,sulfocarbamoyl toxins,80.1192250971504,10,61.0,2.0524702610270635,1015,10,alexandrium;alexandrium tamarense;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin profile,1
toxin-producing,species of alexandrium,79.81560133315003,9,42.0,1.8859741107962846,552,16,alexandrium;alexandrium tamarense;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;saxitoxin;toxin profile,1
sxt genes,toxic alexandrium,79.68443347258662,7,80.0,1.4192613086645263,946,9,alexandrium;cyanobacteria;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin;sxta,1
alexandrium spp,biosynthesis genes,79.52882148870054,6,62.0,1.1929576039697696,364,15,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin;sxta,1
toxin-producing,genes involved,79.5166222229344,9,69.0,1.8520954902700195,1012,9,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin production,1
cyanobacteria,toxin biosynthesis,79.49983527446719,6,57.0,1.2303779284933185,747,16,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin production,1
alexandrium minutum,toxin-producing dinoflagellates,79.48106952872375,11,54.0,2.3357003314720894,1040,10,alexandrium;alexandrium ostenfeldii;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin content;toxin profile,1
sxta,dinoflagellates and cyanobacteria,79.44034864409682,8,46.0,1.674610925901241,927,16,alexandrium;alexandrium catenella;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,1
alexandrium,candidate genes,79.0630408822975,13,35.0,3.1536594720034925,3655,11,cyanobacteria;dinoflagellates;genes involved;homologs;involved in stx;paralytic shellfish poisoning;saxitoxin;sxt genes;sxta;sxta and sxtg;sxtg;toxin production;toxin synthesis,1
core genes,sxta and sxtg,79.06061478553596,8,41.0,1.8242270501610265,480,17,alexandrium;biosynthesis;genes involved;involved in stx;paralytic shellfish toxins;saxitoxin;sxta;toxic species,1
gymnodinium,toxic dinoflagellates,78.9803601618948,7,79.0,1.3833575289916502,780,9,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1
evolution,secondary metabolite,78.94030893483807,8,19.0,2.012667224935585,901,22,alexandrium;biosynthesis;paralytic shellfish poisoning;paralytic shellfish toxins;poisoning toxin;saxitoxin;secondary metabolites;shellfish poisoning toxin,1
sxta,toxic dinoflagellates,78.42219934826107,6,83.0,1.1510190354175327,1030,9,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
biosynthesis genes,core genes,78.34380369611057,5,61.0,1.0452511650027874,224,16,alexandrium;biosynthesis;saxitoxin;saxitoxin biosynthesis;sxta,1
sxta,secondary metabolite,78.34095352375903,10,27.0,2.3688989626702845,1751,17,alexandrium;alexandrium tamarense;biosynthesis;paralytic shellfish poisoning;paralytic shellfish toxins;pst content;saxitoxin;secondary metabolites;strains of alexandrium;toxin content,1
alexandrium pacificum,toxin-producing,78.32523379495518,7,82.0,1.3962650972273631,529,8,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
stx biosynthesis genes,core genes,78.30692062099077,5,61.0,1.0452511650027874,208,16,alexandrium;biosynthesis;saxitoxin;saxitoxin biosynthesis;sxta,1
salinity,biosynthesis genes,77.91268572631472,6,58.0,1.2224413196878217,658,15,alexandrium;alexandrium catenella;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin,1
evolution,stx biosynthetic,77.88111994716633,8,22.0,1.9321048603068633,477,21,biosynthesis;biosynthetic pathway;cyanobacteria;dinoflagellates;freshwater cyanobacteria;paralytic shellfish poisoning;saxitoxin;sxta,1
biosynthesis gene,core genes,77.73326150241019,6,54.0,1.309508534939233,272,16,alexandrium;biosynthesis;genes involved;saxitoxin;saxitoxin biosynthesis;sxta,1
alexandrium spp,stx biosynthesis genes,77.71624908337749,4,69.0,0.7677496765624214,338,15,alexandrium;dinoflagellates;saxitoxin;sxta,1
nitrogen,toxin-producing dinoflagellates,77.40700139555051,10,51.0,2.14434428708101,1040,11,alexandrium;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin content;toxin profile;toxin-producing,1
genes involved,toxin biosynthesis,77.18310192582355,6,53.0,1.2303779284933185,396,16,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin production,1
producing dinoflagellates,sxta4 gene,76.94117037332705,7,42.0,1.5489023781867681,726,17,alexandrium;biosynthesis;gene cluster;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta,1
sxt gene,biosynthesis in dinoflagellates,76.839179443581,7,47.0,1.4188235054884324,475,16,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,1
cyanobacteria,toxic dinoflagellates,76.31437200368032,6,83.0,1.1510190354175327,830,8,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
toxic dinoflagellate,toxic cyanobacteria,76.05644011856359,8,67.0,1.71010627801255,945,9,alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;stx-producing;sxta;toxin production,1
alexandrium spp,horizontal gene transfer,75.72709441769379,6,50.0,1.1838838531121394,572,16,alexandrium;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,1
alexandrium pacificum,toxic dinoflagellates,75.6742659615135,6,83.0,1.1510190354175327,230,8,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
alexandrium,non-toxic species,75.66144273956141,11,40.0,2.564490062628184,2795,11,cyanobacteria;dinoflagellates;homologs;paralytic shellfish poisoning;saxitoxin;sxt genes;sxta;sxta and sxtg;sxtg;toxic species;toxin production,1
clade,phylogenetic analysis,75.54550456123556,8,43.0,1.6771217670400713,414,15,alexandrium;biosynthesis;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis,1
sxtg,dinoflagellates and cyanobacteria,75.34382826202557,7,44.0,1.4293648640914107,450,16,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,1
evolution,gene copy,75.34097330335449,8,38.0,1.6670579034774333,795,16,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxta,1
alexandrium minutum,saxitoxin production,75.32498856645466,10,47.0,2.097393961551932,1170,11,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxta;sxtg;toxin production,1
sxt genes,dinoflagellates and cyanobacteria,75.26859726208588,7,44.0,1.4293648640914107,387,16,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,1
biosynthesis,toxic secondary,75.20232371810664,8,20.0,1.931684089825552,910,20,cyanobacteria;dinoflagellates;evolution;genes involved;homologs;paralytic shellfish poisoning;saxitoxin;secondary metabolites,1
biosynthesis,toxic secondary metabolites,75.20232371810664,8,20.0,1.931684089825552,910,20,cyanobacteria;dinoflagellates;evolution;genes involved;homologs;paralytic shellfish poisoning;saxitoxin;secondary metabolites,1
alexandrium pacificum,neostx,75.0348371629354,7,75.0,1.3962650972273631,805,8,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
alexandrium spp,toxic dinoflagellates,74.9323327906363,7,72.0,1.3833575289916502,260,9,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1
alexandrium catenella,saxitoxin biosynthesis gene,74.80904943697642,6,52.0,1.2431672475768185,472,15,biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,1
temperature,n-sulfocarbamoyl toxins,74.66174740372175,11,43.0,2.530903628899856,1258,10,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxins;toxin composition;toxin profile,1
sxt genes,saxitoxin biosynthesis gene,74.65127395124614,6,52.0,1.2431672475768185,344,15,biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,1
pyrodinium bahamense,dinoflagellate species,74.60917994623856,8,37.0,1.6397062259295592,589,16,alexandrium;biosynthesis;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;sxta,1
saxitoxin,sxtn,74.40881554004537,12,37.0,3.2808697342649724,3402,9,alexandrium;alexandrium tamarense;down-regulated;less toxic;paralytic shellfish poisoning;paralytic shellfish toxins;poisoning toxin;secondary metabolite;shellfish poisoning toxin;strains of alexandrium;toxin content;toxin content and composition,1
dinoflagellates,n-sulfocarbamoyl toxins,73.9259459253545,11,44.0,2.596001030205773,3927,9,alexandrium;alexandrium tamarense;dominant toxins;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;saxitoxin;species of alexandrium;sulfocarbamoyl toxins;toxin composition;toxin profile,1
alexandrium spp,gene transfer,73.72709441769379,6,50.0,1.1838838531121394,572,15,alexandrium;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,1
alexandrium pacificum,environmental conditions,73.53616539015975,6,50.0,1.1564887895538103,460,15,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
toxic dinoflagellates,phylogeny,73.35411629394113,6,50.0,1.1510190354175327,330,15,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
sxt genes,light,73.3092481718627,5,45.0,1.120131900099463,989,17,alexandrium;dinoflagellates;pyrodinium;pyrodinium bahamense;saxitoxin,1
paralytic shellfish toxins,metabolic pathways,73.11025709463726,8,25.0,1.6597645160952983,1424,18,alexandrium;biosynthesis;dinoflagellates;nitrogen;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;toxin production,1
temperature,dinoflagellates and cyanobacteria,73.09631668657727,7,39.0,1.4483072212064845,666,16,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,1
sxt genes,environmental conditions,73.03049477791376,7,42.0,1.550482508566633,860,15,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;secondary metabolites,1
alexandrium pacificum,toxic cyanobacteria,72.98818139263997,8,65.0,1.799046313093888,483,8,alexandrium tamarense;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;sxta;toxic species;toxin synthesis,1
biosynthesis genes,toxin biosynthesis,72.96178560585437,5,55.0,1.0132306875416925,126,15,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis,1
dinoflagellates,toxin composition profiles,72.9259459253545,11,42.0,2.596001030205773,3927,9,alexandrium;alexandrium tamarense;dominant toxins;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;saxitoxin;species of alexandrium;sulfocarbamoyl toxins;toxin composition;toxin profile,1
pyrodinium bahamense,neostx,72.83431440932378,9,51.0,1.9463953863589456,1085,10,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;salinity;saxitoxin;temperature;toxic dinoflagellate;toxin content,1
alexandrium spp,species of alexandrium,72.36093466072352,10,46.0,2.0473529452851054,624,10,alexandrium;alexandrium tamarense;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxin composition;toxin profile,1
paralytic shellfish toxins,variations in toxin,71.89868382348209,7,28.0,1.444811950214021,1246,18,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin content;toxin production,1
temperature,saxitoxin biosynthetic,71.80678794370782,7,36.0,1.4334266829626676,1110,16,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin,1
biosynthesis,involved in toxin,71.57859262419237,9,19.0,2.223773725187466,910,17,cyanobacteria;dinoflagellates;evolution;genes involved;homologs;sxt genes;sxtg;toxin production;toxin synthesis,1
biosynthesis genes,pst biosynthesis,71.5038064705669,6,42.0,1.3129523710351247,168,16,alexandrium;biosynthesis;dinoflagellates;gene expression;saxitoxin;sxta,1
paralytic shellfish toxins,saxitoxin and its analogues,71.38948090730307,7,35.0,1.4417443114876844,1246,16,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis,1
toxin production,saxitoxin and its analogues,71.10148687798035,7,35.0,1.4417443114876844,700,16,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis,1
toxin-producing,biosynthesis genes,71.0561501206748,6,49.0,1.2224413196878217,322,14,alexandrium;alexandrium catenella;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin,1
salinity,psp toxin production,71.01817068315606,8,50.0,1.6310610206754423,517,11,alexandrium;alexandrium minutum;dinoflagellates;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production,1
biosynthesis,biosynthetic gene,70.87777844994875,8,32.0,1.841042093273197,819,15,alexandrium;cyanobacteria;dinoflagellates;gene cluster;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthetic,1
biosynthesis,saxitoxin biosynthetic gene,70.87777844994875,8,32.0,1.841042093273197,819,15,alexandrium;cyanobacteria;dinoflagellates;gene cluster;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthetic,1
sxt gene,toxin biosynthesis,70.74995956226122,5,50.0,1.0132306875416925,225,15,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis,1
biosynthesis genes,phylogenetic analysis,70.70414200645845,7,39.0,1.438438614949041,322,15,alexandrium;biosynthesis;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,1
alexandrium spp,toxic cyanobacteria,70.44537729542176,7,62.0,1.4310509647369265,546,9,alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;toxin production,1
neostx,stx-producing,69.7528497593633,9,53.0,1.894339863793613,1260,8,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate,1
saxitoxin,gonyaulax spinifera,69.71884105737746,12,32.0,3.1851942140858975,4131,8,alexandrium;alexandrium minutum;alexandrium ostenfeldii;paralytic shellfish poisoning;paralytic shellfish toxins;poisoning toxins;potentially toxic;shellfish poisoning toxins;strains of alexandrium;toxic algae;toxic profiles;toxic species,1
toxic alexandrium,toxic dinoflagellates,69.65213845701147,6,71.0,1.1510190354175327,220,8,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
gymnodinium,n-sulfocarbamoyl toxins,69.55252742755685,10,42.0,2.319063136796916,1326,9,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;saxitoxin;species of alexandrium;sulfocarbamoyl toxins;toxin composition;toxin profile,1
toxic dinoflagellates,producing dinoflagellate,69.42445679381595,6,70.0,1.1510190354175327,380,8,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
sxtg,toxic dinoflagellates,69.41270769523177,5,71.0,0.9348015482297792,500,9,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
producing dinoflagellates,variations in toxin,69.40329937768519,7,28.0,1.444811950214021,462,17,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin content;toxin production,1
nitrogen,dinoflagellates and cyanobacteria,68.99182432525117,7,35.0,1.4350548101542224,585,15,alexandrium;alexandrium catenella;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin,1
alexandrium pacificum,saxitoxin biosynthesis gene,68.66076854118535,5,46.0,1.0168635428820618,184,15,biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,1
toxic dinoflagellate,toxin biosynthesis,68.6256382306658,6,36.0,1.2074872169549777,405,16,alexandrium;dinoflagellates;gonyautoxins;saxitoxin;toxin content;toxin production,1
biosynthesis,effects of temperature,68.50751401839571,7,26.0,1.3842872827555226,819,17,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin production,1
core genes,biosynthesis in dinoflagellates,68.2886814931214,6,35.0,1.309508534939233,304,16,alexandrium;biosynthesis;genes involved;saxitoxin;saxitoxin biosynthesis;sxta,1
biosynthesis,gene sxta,68.14947286535359,7,29.0,1.4734345745603972,637,16,alexandrium;alexandrium catenella;dinoflagellates;gymnodinium;gymnodinium catenatum;saxitoxin;sxta,1
producing dinoflagellates,gene copy,68.0938330427594,9,42.0,1.881491925198136,990,10,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxta;toxin content,1
alexandrium catenella,sxtb,68.03820137904279,8,50.0,1.81784212356916,1298,9,dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;stx-producing;sxta;toxin production;toxin synthesis,1
toxic alexandrium,growth and toxin,68.02808497807821,8,52.0,1.6308635873830217,528,9,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate;toxin production,1
sxtb,biosynthesis in dinoflagellates,67.71159708261297,7,32.0,1.564220540883965,418,15,dinoflagellates;genes involved;homologs;paralytic shellfish poisoning;saxitoxin;sxta;sxtg,1
phylogeny,toxin composition profiles,67.65229022361083,7,28.0,1.4955130995546648,561,16,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;species of alexandrium;toxin profile,1
gymnodinium catenatum,n-sulfocarbamoyl toxins,67.5955756584443,9,40.0,2.004405156352791,1292,10,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;saxitoxin;sulfocarbamoyl toxins;toxin composition;toxin profile,1
alexandrium,production of saxitoxin,67.5780370980211,5,18.0,1.029178075886743,1075,21,biosynthesis;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin,1
saxitoxin biosynthesis,toxic and non-toxic,67.51709277230141,6,30.0,1.151948789181405,455,17,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production,1
producing dinoflagellate,stx synthesis,67.3084145800079,9,44.0,1.98116751492106,836,9,alexandrium tamarense;cyanobacteria;dinoflagellates;homologs;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxta;sxtg,1
stx biosynthesis genes,toxin-producing,67.24359141416952,4,52.0,0.7972333922804735,299,14,alexandrium;alexandrium catenella;dinoflagellates;saxitoxin,1
sxta,production of saxitoxin,67.210587610401,5,18.0,1.029178075886743,515,21,biosynthesis;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin,1
core genes,phylogenetic analysis,67.17146847802908,6,33.0,1.2386900520029374,368,16,alexandrium;alexandrium tamarense;biosynthesis;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis,1
pyrodinium,sxta4 gene,67.05527659595089,5,34.0,1.0165476695829312,407,17,alexandrium;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta,1
sxtg,production of saxitoxin,66.85026069722612,5,18.0,1.029178075886743,250,21,biosynthesis;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin,1
toxic dinoflagellates,biosynthesis genes,66.6998333521659,4,52.0,0.7418178023256046,140,14,alexandrium;dinoflagellates;paralytic shellfish poisoning;saxitoxin,1
cellular toxin,clade,66.16759290125671,6,35.0,1.1792673897414137,522,15,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,1
toxin biosynthesis,biosynthesis in dinoflagellates,66.1134393010318,5,41.0,1.0132306875416925,171,15,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis,1
gymnodinium catenatum,toxins produced,65.9511418199335,8,40.0,1.5817442286928491,608,11,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,1
temperature,toxins produced,65.9378298855774,8,40.0,1.5817442286928491,592,11,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,1
nitrogen,toxins produced,65.87310770695524,8,40.0,1.5817442286928491,520,11,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,1
alexandrium,synthesis genes,65.8194009045811,10,25.0,2.4638116015739344,2580,11,dinoflagellates;homologs;producing dinoflagellates;saxitoxin;saxitoxin production;sxt genes;sxta;sxtg;toxin production;toxin synthesis,1
phosphorus,toxins produced,65.70063100809881,8,40.0,1.5817442286928491,368,11,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,1
biosynthesis,toxic and non-toxic,65.68501550921661,6,30.0,1.151948789181405,637,16,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production,1
evolution,toxic and non-toxic,65.4152932946808,6,30.0,1.151948789181405,371,16,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production,1
toxic alexandrium,toxic cyanobacteria,65.3620164212539,7,52.0,1.4310509647369265,462,9,alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;toxin production,1
evolution,hgt,65.08993121253256,5,10.0,1.0691118870467122,318,22,biosynthesis;dinoflagellates;saxitoxin;sxt genes;sxta,1
salinity,toxic algae,64.98973141642435,8,45.0,1.6654827289070449,1081,9,alexandrium;alexandrium minutum;alexandrium ostenfeldii;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
sxt genes,toxic dinoflagellates,64.75850745202868,4,71.0,0.7418178023256046,430,8,alexandrium;dinoflagellates;paralytic shellfish poisoning;saxitoxin,1
gymnodinium catenatum,pst content,64.67620866632603,9,51.0,1.8646161589800365,1292,6,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;strains of alexandrium;sxta;toxin content;toxin profile,1
gymnodinium,toxins varied,64.55252742755685,10,32.0,2.319063136796916,1326,9,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;saxitoxin;species of alexandrium;sulfocarbamoyl toxins;toxin composition;toxin profile,1
toxic dinoflagellates,biosynthesis gene,64.29628518522814,4,47.0,0.7418178023256046,170,14,alexandrium;dinoflagellates;paralytic shellfish poisoning;saxitoxin,1
producing dinoflagellate,sxtb,64.26441877405306,8,47.0,1.799835579602774,836,8,dinoflagellates;homologs;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxta;sxtg;toxic species,1
alexandrium pacificum,saxitoxin and its analogues,64.15298164580615,6,32.0,1.203061159396654,161,15,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,1
pyrodinium bahamense,sxta4 gene,64.05315886353966,5,32.0,1.0452511650027874,341,16,alexandrium;biosynthesis;saxitoxin;saxitoxin biosynthesis;sxta,1
producing dinoflagellate,cyanobacteria and dinoflagellates,64.04656743350832,9,37.0,2.0531518301098357,874,9,alexandrium tamarense;cyanobacteria;dinoflagellates;homologs;paralytic shellfish poisoning;saxitoxin;saxitoxin synthesis;sxta;sxtg,1
gymnodinium,toxins produced,63.964108510946744,8,40.0,1.5817442286928491,624,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,1
pyrodinium,toxic dinoflagellates,63.95952115671541,6,55.0,1.1671400418038966,370,9,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1
toxin composition,toxins produced,63.94453015334615,8,40.0,1.5817442286928491,600,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,1
nutrient limitation,sulfocarbamoyl toxins,63.71214517388522,8,46.0,1.7816164479662473,840,8,alexandrium;dinoflagellates;dominant toxins;each toxin;gonyautoxins;saxitoxin;toxin composition;toxin profile,1
nitrogen,variations in toxin,63.6770139081582,6,22.0,1.2052558344670024,455,17,alexandrium;biosynthesis;dinoflagellates;saxitoxin;toxin content;toxin production,1
toxic cyanobacteria,biosynthesis genes,63.65763527387828,4,45.0,0.7713825319027905,294,14,dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,1
cellular toxin,toxins produced,63.470751912861395,8,40.0,1.5817442286928491,232,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,1
nitrogen,saxitoxin and its analogues,63.16781099197919,6,29.0,1.202188195740666,455,15,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin,1
evolution,gene sxta,63.14401246538827,6,25.0,1.2281885127505667,371,16,alexandrium;dinoflagellates;gymnodinium;gymnodinium catenatum;saxitoxin;sxta,1
toxin production,n-sulfocarbamoyl toxins,62.78771330145527,8,36.0,1.6894091684191144,1700,10,alexandrium;alexandrium tamarense;dominant toxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin profile,1
