Source,Target,Score,Common_Neighbors,Weighted_Common_Neighbors,Adamic_Adar,Preferential_Attachment,Bio_Bonus,Bridge_Nodes,Match
pyrodinium bahamense,alexandrium spp,110.20538584782521,10,85.0,2.1195746712300783,806,19,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin;sxta;temperature;toxic dinoflagellate;toxin content;toxin production,1
gymnodinium catenatum,core genes,109.91094382146649,11,81.0,2.619623924990907,1216,18,alexandrium;alexandrium tamarense;biosynthesis;genes involved;involved in stx;paralytic shellfish toxins;pst-producing;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,1
sxt genes,toxic dinoflagellate,109.58357320862517,10,122.0,2.2664611915689696,1935,9,alexandrium;cyanobacteria;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;pyrodinium;pyrodinium bahamense;saxitoxin;stx-producing;sxta,1
toxin production,core genes,109.46119621762517,11,80.0,2.5906681203756046,1600,18,alexandrium;alexandrium tamarense;biosynthesis;gene cluster;genes involved;involved in stx;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,1
toxic dinoflagellate,biosynthesis gene,109.4610210615437,9,65.0,1.8801433255578024,765,25,alexandrium;alexandrium minutum;cyanobacteria;dinoflagellates;nitrogen;paralytic shellfish poisoning;saxitoxin;sxta;toxin production,1
sxta,toxin biosynthesis,109.03451948672783,8,61.0,1.706001206778245,927,27,alexandrium;biosynthesis;dinoflagellates;phosphorus;saxitoxin;saxitoxin biosynthesis;toxin content;toxin production,1
pyrodinium bahamense,producing dinoflagellate,108.59617979822866,11,84.0,2.353322949319995,1178,17,alexandrium;biosynthesis;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,1
saxitoxin biosynthesis,gene copy number,108.51820947064037,10,85.0,2.192159392477942,975,18,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxt gene;sxta;toxin content,1
gymnodinium catenatum,nutrient limitation,107.80197514313164,12,100.0,2.68243583670778,1824,11,alexandrium;alexandrium fundyense;dinoflagellates;each toxin;gonyautoxins;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin composition;toxin content;toxin production;toxin profile,1
gymnodinium,growth and toxin,107.5569688621471,13,91.0,2.7631068369750156,1872,12,alexandrium;alexandrium tamarense;dcstx;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content;toxin production;toxin profile,1
alexandrium pacificum,biosynthesis genes,107.38103486350612,8,103.0,1.6640695672982628,322,16,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,1
cyanobacteria,core genes,107.36809539048345,11,80.0,2.5906681203756046,1328,17,alexandrium;alexandrium tamarense;biosynthesis;gene cluster;genes involved;involved in stx;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,1
temperature,toxic alexandrium,106.7607580428662,12,102.0,2.6876324128550557,1628,10,alexandrium;alexandrium minutum;alexandrium ostenfeldii;alexandrium spp;alexandrium tamarense;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate;toxin production,1
toxic dinoflagellate,sxta and sxtg,106.55176993631301,12,62.0,2.6491565891109707,1350,20,alexandrium;alexandrium minutum;cellular toxin;cyanobacteria;dinoflagellates;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;stx-producing;sxta;toxin production,1
alexandrium minutum,core genes,106.27767041177248,11,78.0,2.6012339591549973,1040,17,alexandrium;alexandrium tamarense;biosynthesis;gene cluster;genes involved;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxt gene;sxta;toxic species,1
alexandrium spp,gene expression,106.14054667658009,9,111.0,1.8217012727409043,572,12,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxin content;toxin production,1
producing dinoflagellates,stx biosynthesis genes,105.60279233067612,7,103.0,1.5749692898946646,858,16,alexandrium;biosynthesis;clade;dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,1
toxin production,toxin-producing dinoflagellates,105.51107882013405,13,62.0,2.9406289878785645,1600,18,alexandrium;alexandrium ostenfeldii;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;producing dinoflagellates;saxitoxin;toxin content;toxin profile;toxin-producing,1
sxtg,core genes,105.33716341696807,10,77.0,2.4980776478112965,800,18,alexandrium;biosynthesis;genes involved;involved in stx;involved in stx biosynthesis;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,1
toxin profile,biosynthesis genes,105.23114780048807,8,69.0,1.6900743145312997,1512,23,alexandrium;alexandrium catenella;dinoflagellates;evolution;genus alexandrium;paralytic shellfish poisoning;saxitoxin;sxta,1
producing dinoflagellates,neostx,104.90121588655634,12,95.0,2.509499360473054,2310,11,alexandrium;alexandrium tamarense;dinoflagellates;genus alexandrium;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin profile,1
alexandrium catenella,toxic alexandrium,104.00959628950113,11,103.0,2.308307093721943,1298,10,alexandrium;alexandrium tamarense;cyanobacteria;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxic dinoflagellate;toxin production,1
biosynthesis,toxin-producing dinoflagellates,103.99849777653475,11,50.0,2.4521434578123804,1456,23,alexandrium;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;saxitoxin;toxin content,1
biosynthesis,gene copy number,103.85548551727263,9,85.0,1.9152214990690846,1365,17,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxt gene;sxta;toxin content,1
alexandrium spp,toxic species,103.57598738978425,14,81.0,3.1774001790017534,1196,11,alexandrium;alexandrium minutum;alexandrium ostenfeldii;alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;potentially toxic;saxitoxin;sxt gene;sxta;toxin production;toxin profile,1
paralytic shellfish toxins,cyanobacteria and dinoflagellates,103.34579646013131,14,50.0,3.3956784873292407,4094,18,alexandrium tamarense;cyanobacteria;dinoflagellates;evolution;freshwater cyanobacteria;genes involved;paralytic shellfish poisoning;saxitoxin;stx-producing;sxta;sxta and sxtg;sxtg;toxin production;toxin synthesis,1
temperature,stx biosynthesis genes,103.21045695395362,6,104.0,1.258476749351523,962,16,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis,1
alexandrium tamarense,clade,103.08478004647354,12,67.0,2.6089451679553264,1836,17,alexandrium;alexandrium fundyense;biosynthesis;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,1
temperature,biosynthesis gene,102.76699841254913,9,79.0,1.8993206318423168,1258,18,alexandrium;alexandrium minutum;biosynthesis;dinoflagellates;nitrogen;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;toxin production,1
temperature,clade,102.76552637829337,12,66.0,2.7226442394013377,1332,17,alexandrium;alexandrium fundyense;biosynthesis;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;pyrodinium;pyrodinium bahamense;saxitoxin;saxitoxin biosynthesis,1
gymnodinium,core genes,102.42392103003552,11,70.0,2.619623924990907,1248,17,alexandrium;alexandrium tamarense;biosynthesis;genes involved;involved in stx;paralytic shellfish toxins;pst-producing;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,1
saxitoxin biosynthesis,toxin-producing dinoflagellates,102.1586430363086,10,48.0,2.2282248340003745,1040,24,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;saxitoxin;toxin content,1
sxt genes,sxt gene,102.07383946300287,10,76.0,2.194445530880667,1075,17,alexandrium;biosynthesis;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;stx-producing;sxta;toxic species,1
toxin production,pst-producing,102.0599501996837,11,62.0,2.4282941761464936,1900,19,alexandrium;biosynthesis;dinoflagellates;gene cluster;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;saxitoxin;sxta;toxic species;toxin profile,1
producing dinoflagellates,core genes,101.97003158436925,10,75.0,2.3294788638113806,1056,17,alexandrium;alexandrium tamarense;biosynthesis;gene cluster;genes involved;involved in stx;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta,1
alexandrium fundyense,toxic alexandrium,101.85748476372665,11,99.0,2.285165898455099,1100,10,alexandrium;alexandrium minutum;alexandrium tamarense;cyanobacteria;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxin production,1
alexandrium spp,environmental conditions,101.60937823741497,13,76.0,2.827167738846094,520,13,alexandrium;alexandrium minutum;cyanobacteria;dinoflagellates;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;temperature;toxic dinoflagellate;toxin production;toxin profile,1
temperature,biosynthesis genes,101.52309763439138,8,90.0,1.6836846767588713,1036,16,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,1
saxitoxin biosynthesis,toxic dinoflagellates,101.38932740807923,7,92.0,1.3833575289916502,650,17,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1
biosynthesis gene,toxin synthesis,100.90148324564291,11,65.0,2.411910773565352,561,18,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxta and sxtg;sxtg;toxin production,1
nitrogen,sulfocarbamoyl toxins,99.67459369653089,13,78.0,2.9365020996359266,2275,11,alexandrium;alexandrium tamarense;dinoflagellates;dominant toxins;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin analogues;temperature;toxin composition;toxin profile,1
toxic alexandrium,salinity,99.6131925621245,11,94.0,2.3807047364249208,1034,10,alexandrium;alexandrium minutum;alexandrium ostenfeldii;alexandrium tamarense;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate;toxin production,1
producing dinoflagellates,pst-producing,99.39348291775724,11,61.0,2.4420124973247623,1254,18,alexandrium;biosynthesis;dinoflagellates;gene cluster;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;sxta;toxin profile,1
saxitoxin,pst content,99.34511411905315,15,63.0,3.893951901311125,4131,11,alexandrium;alexandrium tamarense;dinoflagellates;down-regulated;less toxic;paralytic shellfish poisoning;paralytic shellfish toxins;poisoning toxin;secondary metabolite;shellfish poisoning toxin;strains of alexandrium;sxta;toxin content;toxin content and composition;toxin profile,1
biosynthesis,poisoning toxins,99.0906624060175,11,64.0,2.4224155701007515,2093,17,alexandrium;alexandrium minutum;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxt gene;sxta;toxic species,1
biosynthesis,shellfish poisoning toxins,99.0906624060175,11,64.0,2.4224155701007515,2093,17,alexandrium;alexandrium minutum;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxt gene;sxta;toxic species,1
stx biosynthesis genes,genes involved,98.56870650413329,8,80.0,1.797754548591974,572,17,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;gene expression;saxitoxin;saxitoxin biosynthesis;sxta,1
biosynthesis,toxic dinoflagellates,98.55734403560493,7,90.0,1.3833575289916502,910,16,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1
nitrogen,core genes,98.55065978319,7,53.0,1.5255637496275032,1040,25,alexandrium;alexandrium tamarense;biosynthesis;gene cluster;paralytic shellfish toxins;saxitoxin;sxta,1
alexandrium catenella,light,98.35304632941713,11,75.0,2.4153873917859388,1357,14,alexandrium;dinoflagellates;gonyautoxins;nitrogen;salinity;saxitoxin;temperature;toxic dinoflagellate;toxin content;toxin production;toxin profile,1
sxt genes,core genes,97.6829023412282,9,71.0,2.305093901907122,688,17,alexandrium;biosynthesis;genes involved;involved in stx;involved in stx biosynthesis;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,1
paralytic shellfish toxins,toxin biosynthesis,96.97957556807553,9,63.0,1.9299198305902512,1602,19,alexandrium;biosynthesis;dinoflagellates;gonyautoxins;phosphorus;saxitoxin;saxitoxin biosynthesis;toxin content;toxin production,1
alexandrium pacificum,homologs,95.73954689418969,11,62.0,2.4464872866795297,897,16,alexandrium;alexandrium tamarense;biosynthesis;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;toxic species;toxin synthesis,1
biosynthesis genes,biosynthesis gene,95.46524865187708,8,75.0,1.742338958637105,238,17,alexandrium;biosynthesis;dinoflagellates;gene expression;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,1
biosynthesis genes,homologs,95.16430686393139,8,50.0,1.6706941542401321,546,23,alexandrium;biosynthesis;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,1
alexandrium pacificum,biosynthesis gene,95.03487354616986,8,78.0,1.6830808754248778,391,16,alexandrium;biosynthesis;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,1
paralytic shellfish poisoning,toxin biosynthesis,95.02258714683778,9,63.0,1.9299198305902512,1746,18,alexandrium;biosynthesis;dinoflagellates;gonyautoxins;phosphorus;saxitoxin;saxitoxin biosynthesis;toxin content;toxin production,1
toxin profile,clade,94.9852260069342,11,56.0,2.399572459635977,1944,17,alexandrium;alexandrium fundyense;dinoflagellates;evolution;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxta,1
biosynthesis genes,biosynthesis in dinoflagellates,94.80570679192053,8,50.0,1.6706941542401321,266,23,alexandrium;biosynthesis;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,1
freshwater cyanobacteria,biosynthesis in dinoflagellates,94.55537228816449,10,42.0,2.194657533533713,380,22,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;genes involved;homologs;paralytic shellfish poisoning;saxitoxin;sxta,1
gymnodinium,nutrient limitation,94.5480892054394,11,83.0,2.4268136180724484,1872,10,alexandrium;dinoflagellates;each toxin;gonyautoxins;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin composition;toxin content;toxin production;toxin profile,1
paralytic shellfish toxins,sxtb,94.27652199958135,13,69.0,3.2133271109161456,3916,10,dinoflagellates;genes involved;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin production;stx-producing;sxta;sxta and sxtg;sxtg;toxic species;toxin production;toxin synthesis,1
phosphorus,sulfocarbamoyl toxins,94.03126513105025,12,73.0,2.612986646487254,1610,11,alexandrium;alexandrium tamarense;dinoflagellates;dominant toxins;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin profile,1
alexandrium fundyense,light,93.70530865709408,11,66.0,2.393705150911047,1150,14,alexandrium;alexandrium minutum;dinoflagellates;gonyautoxins;nitrogen;phosphorus;saxitoxin;temperature;toxin content;toxin production;toxin profile,1
paralytic shellfish toxins,stx-producing dinoflagellates,93.30851009002237,11,48.0,2.4659630160868655,2492,18,alexandrium;cyanobacteria;dinoflagellates;evolution;gymnodinium;producing dinoflagellates;saxitoxin;stx-producing;sxta;sxtg;toxin production,1
gene expression,core genes,92.8727132728363,8,65.0,1.8131597481232138,352,18,alexandrium;biosynthesis;gene cluster;genes involved;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta,1
alexandrium pacificum,alexandrium spp,92.29797494358566,7,106.0,1.366781381509311,598,9,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta,1
toxin production,toxic dinoflagellates,91.96980881657281,8,94.0,1.838477142305069,1000,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;produce toxins;saxitoxin;temperature,1
alexandrium pacificum,sxta and sxtg,91.82016220083062,10,56.0,2.1836974296489324,690,17,alexandrium;biosynthesis;dinoflagellates;genes involved;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxic species;toxin synthesis,1
evolution,toxin biosynthesis,91.77593915172568,6,54.0,1.2303779284933185,477,23,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin production,1
dinoflagellates,sxta4 gene,91.32628491252441,10,52.0,2.4686438955499024,2541,17,alexandrium;alexandrium pacificum;biosynthesis;gene cluster;paralytic shellfish toxins;pst-producing;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,1
biosynthesis,saxitoxin-producing dinoflagellates,91.32605901552601,12,39.0,2.6604578205870557,2184,18,alexandrium;alexandrium fundyense;cyanobacteria;dinoflagellates;gonyautoxins;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;toxin composition;toxin content;toxin production,1
gymnodinium,sxtb,90.78410082304575,12,69.0,2.8533112975323367,1716,10,dinoflagellates;genes involved;involved in stx;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;stx-producing;sxt genes;sxta;sxtg;toxic species;toxin production,1
pst-producing,phylogeny,89.40926593157705,7,40.0,1.3959986161143176,627,24,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish toxins;saxitoxin;sxta;toxin profile,1
toxin composition,pst-producing,89.39050555894605,9,56.0,1.9197304194863083,1425,17,alexandrium;biosynthesis;dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;saxitoxin;toxin profile,1
alexandrium pacificum,salinity,89.1820785213853,7,99.0,1.3962650972273631,1081,9,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1
toxin profile,stx biosynthesis genes,89.16288350600067,5,81.0,1.0129957383722519,1404,16,alexandrium;alexandrium catenella;dinoflagellates;saxitoxin;sxta,1
saxitoxin biosynthesis,saxitoxin biosynthetic,88.704979039524,10,49.0,2.2544159154391537,975,17,alexandrium;biosynthesis;biosynthetic pathway;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxta,1
alexandrium catenella,toxin biosynthesis,88.6445134667489,8,61.0,1.6687305740260272,531,17,alexandrium;biosynthesis;dinoflagellates;gonyautoxins;saxitoxin;saxitoxin biosynthesis;toxin content;toxin production,1
evolution,produce saxitoxin,88.24271586811915,8,36.0,1.6714436801110224,636,23,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxt genes;sxta,1
saxitoxin biosynthesis,gene copy,88.01820947064037,10,44.0,2.192159392477942,975,18,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxt gene;sxta;toxin content,1
alexandrium,saxitoxin biosynthesis gene,87.47048747914191,8,64.0,1.9150523603453806,1720,15,biosynthesis;biosynthesis gene;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;phylogenetic analysis;saxitoxin;saxitoxin biosynthesis,1
toxic alexandrium,toxic species,87.36642621589938,12,64.0,2.635363487925012,1012,10,alexandrium;alexandrium minutum;alexandrium ostenfeldii;alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxt gene;sxta;toxin production,1
alexandrium catenella,toxic cyanobacteria,87.34252327565456,10,78.0,2.26036331545167,1239,9,alexandrium tamarense;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;stx-producing;sxta;toxin production;toxin synthesis,1
biosynthesis,non-toxic species,87.23179709560652,11,40.0,2.564490062628184,1183,17,cyanobacteria;dinoflagellates;homologs;paralytic shellfish poisoning;saxitoxin;sxt genes;sxta;sxta and sxtg;sxtg;toxic species;toxin production,1
toxic dinoflagellate,stx biosynthesis genes,87.22564710990525,5,82.0,1.0129957383722519,585,15,alexandrium;alexandrium catenella;dinoflagellates;saxitoxin;sxta,1
gymnodinium catenatum,toxic dinoflagellates,86.9673892659058,7,91.0,1.3833575289916502,760,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1
producing dinoflagellates,gene copy number,86.5938330427594,9,79.0,1.881491925198136,990,10,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxta;toxin content,1
pyrodinium bahamense,alexandrium ostenfeldii,86.4547963554319,10,69.0,2.1395284683877387,1178,11,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;producing dinoflagellates;salinity;saxitoxin;temperature;toxin content;toxin production,1
toxin production,biosynthetic pathway,86.25487150042939,8,31.0,1.7108002424202966,1400,23,biosynthesis;cyanobacteria;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,1
toxic cyanobacteria,biosynthesis gene,86.02644800294883,9,54.0,2.0287271699161558,357,16,cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production,1
neostx,light,85.94076232375625,10,60.0,2.198240150834313,805,13,alexandrium;dinoflagellates;gonyautoxins;nitrogen;salinity;saxitoxin;temperature;toxic dinoflagellate;toxin content;toxin profile,1
toxic dinoflagellate,biosynthesis genes,85.53826392860941,7,68.0,1.4382036657796,630,15,alexandrium;alexandrium catenella;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin;sxta,1
phosphorus,poisoning toxins,85.40851214926153,8,50.0,1.6419906588202757,1058,18,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium;sxta,1
phosphorus,shellfish poisoning toxins,85.40851214926153,8,50.0,1.6419906588202757,1058,18,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium;sxta,1
alexandrium catenella,toxic dinoflagellates,85.34098059567799,7,92.0,1.3833575289916502,590,9,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1
evolution,gene copy number,85.34097330335449,8,58.0,1.6670579034774333,795,16,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxta,1
sxt genes,alexandrium spp,85.26787928014954,7,91.0,1.4192613086645263,1118,9,alexandrium;cyanobacteria;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin;sxta,1
toxic dinoflagellate,toxic dinoflagellates,85.20580625672628,7,92.0,1.3833575289916502,450,9,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1
saxitoxin biosynthesis,non-toxic species,85.18168755630205,10,38.0,2.270475958832978,845,18,cyanobacteria;dinoflagellates;homologs;paralytic shellfish poisoning;saxitoxin;sxt genes;sxta;sxtg;toxic species;toxin production,1
temperature,sxta4 gene,84.91901175106598,5,33.0,1.022472564815184,814,26,alexandrium;biosynthesis;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis,1
toxic alexandrium,biosynthesis gene,84.88522464241757,8,58.0,1.6405872098107837,374,16,alexandrium;alexandrium minutum;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;toxin production,1
biosynthesis in dinoflagellates,sxta and sxtg,84.76892191508004,10,46.0,2.1984091034173447,570,16,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;genes involved;homologs;paralytic shellfish poisoning;saxitoxin;sxta;sxtg,1
paralytic shellfish poisoning,strain of alexandrium,83.72932959922628,9,36.0,1.9988339813864138,1746,19,alexandrium;alexandrium tamarense;cellular toxin;dinoflagellates;nitrogen;phosphorus;saxitoxin;sxta;toxin production,1
salinity,biosynthesis gene,83.65653768814776,7,56.0,1.4380772747712676,799,17,alexandrium;alexandrium minutum;dinoflagellates;nitrogen;paralytic shellfish poisoning;saxitoxin;toxin production,1
alexandrium minutum,stx synthesis,83.08394781736305,11,60.0,2.4836278091949398,1430,10,alexandrium tamarense;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production,1
toxin production,sxta4 gene,82.93226197261431,8,44.0,1.8100916347509926,1100,18,alexandrium;biosynthesis;gene cluster;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,1
salinity,toxic dinoflagellates,82.72750163398317,7,83.0,1.3833575289916502,470,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1
alexandrium pacificum,toxic alexandrium,82.71459964632352,7,87.0,1.366781381509311,506,9,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta,1
biosynthesis gene,stx synthesis,82.54964452273367,9,47.0,2.0287271699161558,374,16,cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production,1
biosynthesis,gene copy,82.35548551727263,9,42.0,1.9152214990690846,1365,17,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxt gene;sxta;toxin content,1
toxin-producing,environmental conditions,82.05370346469068,9,67.0,1.8290014810641206,460,11,alexandrium;dinoflagellates;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,1
pyrodinium,neostx,82.00165633524547,10,60.0,2.1393791322631204,1295,11,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxic dinoflagellate;toxin content,1
biosynthesis genes,sxta and sxtg,81.52966494551146,7,52.0,1.5027828428900862,420,17,alexandrium;biosynthesis;dinoflagellates;gene expression;paralytic shellfish poisoning;saxitoxin;sxta,1
biosynthesis gene,sxtb,81.37073340864941,8,50.0,1.8024234652213993,374,16,dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production,1
alexandrium pacificum,saxitoxin biosynthetic,81.17926400945058,9,44.0,2.085348207307239,345,16,alexandrium;biosynthesis;dinoflagellates;gene cluster;paralytic shellfish poisoning;paralytic shellfish toxins;produce saxitoxin;saxitoxin;sxta,1
biosynthesis genes,toxic species,80.99109567486319,7,55.0,1.4188235054884324,644,16,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,1
