Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key,Transfer_Match
dinoflagellates,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM;TAXON_GROUP,BIOSYNTHETIC_SYSTEM;TAXON_GROUP,4,4,22628533;23423950;26316331;36965430,2013.0;2016.0;2023.0,"('dinoflagellates', 'secondary metabolites')",1
dinoflagellates,sxti,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,4,4,36326655;38705616;40449983;41702991,2022.0;2024.0;2025.0;2026.0,"('dinoflagellates', 'sxti')",1
dinoflagellates,toxin profile,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,4,4,22960450;27817832;33189391;36326655,2012.0;2016.0;2021.0;2022.0,"('dinoflagellates', 'toxin profile')",1
environmental factors,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,4,4,23892224;24333522;31358272;38393148,2013.0;2014.0;2019.0;2024.0,"('environmental factors', 'temperature')",1
gene expression,toxin production,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,4,4,18461783;23648386;24956074;41334952,2008.0;2013.0;2014.0;2025.0,"('gene expression', 'toxin production')",1
gymnodinium catenatum,paralytic shellfish toxins,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,4,4,19041661;24747603;33875178;38270276,2009.0;2014.0;2021.0;2024.0,"('gymnodinium catenatum', 'paralytic shellfish toxins')",1
gymnodinium catenatum,saxitoxin,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES;TOXIN,SPECIES;TOXIN,4,4,19041661;23335767;38270276;40449983,2009.0;2013.0;2024.0;2025.0,"('gymnodinium catenatum', 'saxitoxin')",1
horizontal gene transfer,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,4,4,18850059;23335767;23966031;38705616,2008.0;2013.0;2024.0,"('horizontal gene transfer', 'saxitoxin biosynthesis')",1
nitrogen,sxt genes,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,4,4,28073499;29027918;36689843;40209228,2016.0;2017.0;2023.0;2025.0,"('nitrogen', 'sxt genes')",1
paralytic shellfish poisoning,sxtg,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,4,4,22628533;28073499;36689843;40449983,2013.0;2016.0;2023.0;2025.0,"('paralytic shellfish poisoning', 'sxtg')",1
paralytic shellfish toxins,pst biosynthesis,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,4,4,19331657;26316331;26417864;30983320,2009.0;2015.0;2016.0;2019.0,"('paralytic shellfish toxins', 'pst biosynthesis')",1
paralytic shellfish toxins,saxitoxin biosynthesis,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,4,4,26347118;27569199;27817832;29705145,2016.0;2018.0,"('paralytic shellfish toxins', 'saxitoxin biosynthesis')",1
phosphorus,sxta,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,4,4,28073499;29791446;40209228;41334952,2016.0;2018.0;2025.0,"('phosphorus', 'sxta')",1
phosphorus,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,4,4,24333522;31358272;34848287;40209228,2014.0;2019.0;2022.0;2025.0,"('phosphorus', 'temperature')",1
phylogenetic analysis,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM;EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM;EVOLUTIONARY_PROCESS,4,4,18850059;38943258;40449983;41702991,2008.0;2024.0;2025.0;2026.0,"('phylogenetic analysis', 'saxitoxin biosynthesis')",1
phylogenetic analysis,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,4,4,24015317;30502809;40449983;41702991,2013.0;2018.0;2025.0;2026.0,"('phylogenetic analysis', 'sxta')",1
pyrodinium,saxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP;TOXIN,TAXON_GROUP;TOXIN,4,4,19041661;20714432;28604648;35198665,2009.0;2010.0;2017.0;2022.0,"('pyrodinium', 'saxitoxin')",1
saxitoxin,sxtb,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,4,4,22628533;24015317;38705616;40449983,2013.0;2024.0;2025.0,"('saxitoxin', 'sxtb')",1
saxitoxin,sxts,GENE_ASSOCIATED_WITH_TOXIN,GENE;TOXIN,GENE;TOXIN,4,4,36068755;38705616;40449983;41702991,2022.0;2024.0;2025.0;2026.0,"('saxitoxin', 'sxts')",1
saxitoxin,toxin content,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,4,4,23955286;24031789;24956074;41655539,2011.0;2013.0;2014.0;2026.0,"('saxitoxin', 'toxin content')",1
saxitoxin,upregulated,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,4,4,21710505;30792397;31408752;41334952,2013.0;2019.0;2025.0,"('saxitoxin', 'upregulated')",1
saxitoxin biosynthesis,sxti,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM;GENE,BIOLOGICAL_MECHANISM;GENE,4,4,28073499;38705616;40449983;41702991,2016.0;2024.0;2025.0;2026.0,"('saxitoxin biosynthesis', 'sxti')",1
stx-producing,sxta,SEMANTIC_CO_OCCURS,GENE,TOXIN_PHENOTYPE,4,4,20935128;22628533;33526182;38393148,2010.0;2013.0;2021.0;2024.0,"('stx-producing', 'sxta')",1
sxt genes,sxti,SEMANTIC_CO_OCCURS,GENE,GENE,4,4,28073499;36326655;38705616;40449983,2016.0;2022.0;2024.0;2025.0,"('sxt genes', 'sxti')",1
sxt genes,toxin production,GENE_ASSOCIATED_WITH_TOXIN,GENE;TOXIN,GENE;TOXIN,4,4,28073499;28797629;34200983;36326655,2016.0;2017.0;2021.0;2022.0,"('sxt genes', 'toxin production')",1
sxta,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,4,4,35324712;38705616;40449983;41702991,2022.0;2024.0;2025.0;2026.0,"('sxta', 'sxts')",1
sxta,toxin production,GENE_ASSOCIATED_WITH_TOXIN,GENE;TOXIN,GENE;TOXIN,4,4,27907126;28073499;30079124;41334952,2016.0;2017.0;2025.0,"('sxta', 'toxin production')",1
sxtb,sxti,SEMANTIC_CO_OCCURS,GENE,GENE,4,4,24015317;31936211;38705616;40449983,2013.0;2020.0;2024.0;2025.0,"('sxtb', 'sxti')",1
sxtg,sxti,SEMANTIC_CO_OCCURS,GENE,GENE,4,4,28073499;36326655;38705616;40449983,2016.0;2022.0;2024.0;2025.0,"('sxtg', 'sxti')",1
sxti,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,4,4,28073495;38705616;40449983;41702991,2016.0;2024.0;2025.0;2026.0,"('sxti', 'sxtu')",1
temperature,toxin production,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,4,4,15804520;30170723;30650549;33980451,2005.0;2016.0;2019.0;2021.0,"('temperature', 'toxin production')",1
toxin production,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,4,4,10858510;22960450;28797629;36326655,2000.0;2012.0;2017.0;2022.0,"('toxin production', 'toxin profile')",1
conserved,sxti,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,4,3,27907126;40449983;41702991,2016.0;2025.0;2026.0,"('conserved', 'sxti')",1
cyanobacteria,expression levels,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,4,3,29957289;38705616;40449983,2018.0;2024.0;2025.0,"('cyanobacteria', 'expression levels')",1
evolution,gene transfer,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,4,3,19331657;21076133;23966031,2009.0;2011.0;2013.0,"('evolution', 'gene transfer')",1
evolution,horizontal gene transfer,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,4,3,19331657;21076133;23966031,2009.0;2011.0;2013.0,"('evolution', 'horizontal gene transfer')",1
expression levels,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,4,3,32070286;38705616;40449983,2020.0;2024.0;2025.0,"('expression levels', 'saxitoxin')",1
saxitoxin biosynthesis,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,BIOLOGICAL_MECHANISM,4,3,29027918;36689843;40209228,2017.0;2023.0;2025.0,"('saxitoxin biosynthesis', 'temperature')",1
sxt gene,sxta,SEMANTIC_CO_OCCURS,GENE,GENE,4,3,27907126;39003021;41334952,2016.0;2024.0;2025.0,"('sxt gene', 'sxta')",1
sxt genes,temperature,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,4,3,29027918;36689843;40209228,2017.0;2023.0;2025.0,"('sxt genes', 'temperature')",1
conserved,freshwater dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,4,1,41702991,2026.0,"('conserved', 'freshwater dinoflagellates')",1
alexandrium,divergence,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,3,3,33298362;35031458;40449983,2020.0;2022.0;2025.0,"('alexandrium', 'divergence')",1
alexandrium,gonyautoxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,3,3,12565757;28604648;35323466,2003.0;2017.0;2022.0,"('alexandrium', 'gonyautoxins')",1
alexandrium,homologs,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,3,3,21625593;25421324;40449983,2011.0;2014.0;2025.0,"('alexandrium', 'homologs')",1
alexandrium,nitrogen,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,3,3,26239440;28073499;36689843,2015.0;2016.0;2023.0,"('alexandrium', 'nitrogen')",1
alexandrium,sxti,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,3,3,28073499;36326655;38705616,2016.0;2022.0;2024.0,"('alexandrium', 'sxti')",1
alexandrium,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,3,3,35031458;38705616;40449983,2022.0;2024.0;2025.0,"('alexandrium', 'toxic cyanobacteria')",1
alexandrium catenella,saxitoxin,SPECIES_ASSOCIATED_WITH_TOXIN,TOXIN,SPECIES,3,3,35031458;38270276;38705616,2022.0;2024.0,"('alexandrium catenella', 'saxitoxin')",1
alexandrium catenella,sxta,SPECIES_ASSOCIATED_WITH_GENE,GENE,SPECIES,3,3,35031458;36689843;38705616,2022.0;2023.0;2024.0,"('alexandrium catenella', 'sxta')",1
alexandrium pacificum,sxta,SPECIES_ASSOCIATED_WITH_GENE,GENE,SPECIES,3,3,35031458;36689843;38705616,2022.0;2023.0;2024.0,"('alexandrium pacificum', 'sxta')",1
alexandrium tamarense,paralytic shellfish poisoning,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,3,3,12565757;21625593;22628533,2003.0;2011.0;2013.0,"('alexandrium tamarense', 'paralytic shellfish poisoning')",1
alexandrium tamarense,paralytic shellfish toxins,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,3,3,26239440;26842222;27817832,2015.0;2016.0,"('alexandrium tamarense', 'paralytic shellfish toxins')",1
alexandrium tamarense,toxin-producing,SEMANTIC_CO_OCCURS,SPECIES,TOXIN_PHENOTYPE,3,3,24718696;26842222;27817832,2014.0;2016.0,"('alexandrium tamarense', 'toxin-producing')",1
biosynthesis,divergence,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,3,3,21076133;32307073;35031458,2011.0;2020.0;2022.0,"('biosynthesis', 'divergence')",1
biosynthesis,metabolic pathways,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOSYNTHETIC_SYSTEM,3,3,18850059;19331657;20479965,2008.0;2009.0;2010.0,"('biosynthesis', 'metabolic pathways')",1
biosynthesis,phylogeny,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,3,3,18850059;19331657;38705616,2008.0;2009.0;2024.0,"('biosynthesis', 'phylogeny')",1
biosynthesis,secondary metabolite,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,3,3,14718552;21076133;25825710,2004.0;2011.0;2015.0,"('biosynthesis', 'secondary metabolite')",1
biosynthesis,sxt gene,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,3,3,28797629;30296060;41591172,2017.0;2018.0;2026.0,"('biosynthesis', 'sxt gene')",1
biosynthesis,sxts,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('biosynthesis', 'sxts')",1
biosynthesis,toxin content,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,3,3,24956074;26239440;28678186,2014.0;2015.0;2017.0,"('biosynthesis', 'toxin content')",1
biosynthesis,toxin profile,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,3,3,27817832;28797629;30296060,2016.0;2017.0;2018.0,"('biosynthesis', 'toxin profile')",1
biosynthetic pathway,evolution,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,3,3,19118969;19331657;23966031,2009.0;2013.0,"('biosynthetic pathway', 'evolution')",1
clade,dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,3,3,23457475;38943258;41702991,2013.0;2024.0;2026.0,"('clade', 'dinoflagellates')",1
clade,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,3,3,30502809;39003021;41702991,2018.0;2024.0;2026.0,"('clade', 'sxta')",1
climate change,dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,3,3,29970250;33875185;38943258,2018.0;2021.0;2024.0,"('climate change', 'dinoflagellates')",1
conserved,divergence,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,3,3,21076133;35031458;40449983,2011.0;2022.0;2025.0,"('conserved', 'divergence')",1
cyanobacteria,sxtn,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,3,3,27907126;30296060;40449983,2016.0;2018.0;2025.0,"('cyanobacteria', 'sxtn')",1
dcstx,gonyautoxins,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,20048055;28604648;29705145,2010.0;2017.0;2018.0,"('dcstx', 'gonyautoxins')",1
dinoflagellates,divergence,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,3,3,32456077;35031458;40449983,2020.0;2022.0;2025.0,"('dinoflagellates', 'divergence')",1
dinoflagellates,neostx,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,3,3,19632259;25046082;28604648,2010.0;2014.0;2017.0,"('dinoflagellates', 'neostx')",1
dinoflagellates,phylogeny,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,3,3,18850059;19331657;38705616,2008.0;2009.0;2024.0,"('dinoflagellates', 'phylogeny')",1
dinoflagellates,precursor,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,3,3,18850059;33084210;38270276,2008.0;2021.0;2024.0,"('dinoflagellates', 'precursor')",1
dinoflagellates,pyrodinium bahamense,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,3,3,19041661;33875183;35198665,2009.0;2021.0;2022.0,"('dinoflagellates', 'pyrodinium bahamense')",1
dinoflagellates,stx-producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,3,3,20935128;22628533;32593754,2010.0;2013.0;2020.0,"('dinoflagellates', 'stx-producing')",1
dinoflagellates,sxtb,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,3,3,22628533;38705616;40449983,2013.0;2024.0;2025.0,"('dinoflagellates', 'sxtb')",1
dinoflagellates,sxts,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('dinoflagellates', 'sxts')",1
dinoflagellates,sxtu,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('dinoflagellates', 'sxtu')",1
divergence,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,32456077;35031458;40449983,2020.0;2022.0;2025.0,"('divergence', 'paralytic shellfish poisoning')",1
divergence,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,21076133;35031458;40449983,2011.0;2022.0;2025.0,"('divergence', 'saxitoxin')",1
environmental conditions,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,21076133;24956074;36689843,2011.0;2014.0;2023.0,"('environmental conditions', 'nitrogen')",1
environmental conditions,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,ENV_FACTOR,3,3,21076133;30961962;37394567,2011.0;2019.0;2023.0,"('environmental conditions', 'secondary metabolites')",1
environmental factors,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,23892224;24333522;31358272,2013.0;2014.0;2019.0,"('environmental factors', 'nitrogen')",1
evolution,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,19331657;20479965;26316331,2009.0;2010.0;2016.0,"('evolution', 'paralytic shellfish toxins')",1
gene expression,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,3,3,16650472;39571800;40449983,2006.0;2024.0;2025.0,"('gene expression', 'paralytic shellfish poisoning')",1
gene expression,sxta,REGULATION_GENE_RELATION,GENE,REGULATION_EXPRESSION,3,3,33298362;40209228;40449983,2020.0;2025.0,"('gene expression', 'sxta')",1
gene transfer,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,3,3,18850059;19331657;38705616,2008.0;2009.0;2024.0,"('gene transfer', 'phylogeny')",1
gene transfer,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,3,3,23335767;38705616;40209228,2013.0;2024.0;2025.0,"('gene transfer', 'sxta')",1
gonyautoxins,neostx,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,19632259;27130970;28604648,2010.0;2016.0;2017.0,"('gonyautoxins', 'neostx')",1
gonyautoxins,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,30296060;39547124;8599183,1995.0;2018.0;2024.0,"('gonyautoxins', 'toxin profile')",1
gymnodinium,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,3,3,20714432;33875178;40449983,2010.0;2021.0;2025.0,"('gymnodinium', 'paralytic shellfish poisoning')",1
gymnodinium,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,3,3,19041661;20714432;28604648,2009.0;2010.0;2017.0,"('gymnodinium', 'pyrodinium')",1
horizontal gene transfer,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,3,3,18850059;19331657;38705616,2008.0;2009.0;2024.0,"('horizontal gene transfer', 'phylogeny')",1
horizontal gene transfer,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,3,3,23335767;38705616;40209228,2013.0;2024.0;2025.0,"('horizontal gene transfer', 'sxta')",1
light,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,23892224;24333522;29957289,2013.0;2014.0;2018.0,"('light', 'nitrogen')",1
light,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,24333522;25825710;29957289,2014.0;2015.0;2018.0,"('light', 'phosphorus')",1
neostx,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,10858510;16646002;21710505,2000.0;2006.0;2013.0,"('neostx', 'paralytic shellfish poisoning')",1
nitrogen,paralytic shellfish poisoning,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,3,3,15892061;28073499;36689843,2005.0;2016.0;2023.0,"('nitrogen', 'paralytic shellfish poisoning')",1
paralytic shellfish poisoning,phylogeny,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,18850059;19331657;27907126,2008.0;2009.0;2016.0,"('paralytic shellfish poisoning', 'phylogeny')",1
paralytic shellfish poisoning,sxt genes,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,3,3,28073499;36689843;40449983,2016.0;2023.0;2025.0,"('paralytic shellfish poisoning', 'sxt genes')",1
paralytic shellfish poisoning,sxti,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,3,3,28073495;28073499;40449983,2016.0;2025.0,"('paralytic shellfish poisoning', 'sxti')",1
paralytic shellfish poisoning,temperature,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,3,3,24334673;30650549;36689843,2014.0;2019.0;2023.0,"('paralytic shellfish poisoning', 'temperature')",1
paralytic shellfish toxins,precursor,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,3,3,24956074;33084210;38270276,2014.0;2021.0;2024.0,"('paralytic shellfish toxins', 'precursor')",1
paralytic shellfish toxins,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,3,3,19041661;20714432;33875183,2009.0;2010.0;2021.0,"('paralytic shellfish toxins', 'pyrodinium')",1
paralytic shellfish toxins,sxt gene,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,3,3,28797629;30296060;41334952,2017.0;2018.0;2025.0,"('paralytic shellfish toxins', 'sxt gene')",1
paralytic shellfish toxins,sxt genes,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,3,3,25421324;28797629;36326655,2014.0;2017.0;2022.0,"('paralytic shellfish toxins', 'sxt genes')",1
paralytic shellfish toxins,temperature,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,3,3,24334673;30650549;33875183,2014.0;2019.0;2021.0,"('paralytic shellfish toxins', 'temperature')",1
paralytic shellfish toxins,toxin producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,3,3,10414862;26417864;29705145,1999.0;2015.0;2018.0,"('paralytic shellfish toxins', 'toxin producing')",1
phosphorus,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,ENV_FACTOR,BIOLOGICAL_MECHANISM,3,3,26568470;28073499;40209228,2016.0;2025.0,"('phosphorus', 'saxitoxin biosynthesis')",1
phylogenetic analysis,sxti,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,3,3,24015317;40449983;41702991,2013.0;2025.0;2026.0,"('phylogenetic analysis', 'sxti')",1
phylogenetic tree,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,27007634;38705616;39003021,2013.0;2024.0,"('phylogenetic tree', 'saxitoxin')",1
pks,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,3,3,18487408;20935128;41702991,2008.0;2010.0;2026.0,"('pks', 'saxitoxin biosynthesis')",1
precursor,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,3,3,18850059;29390180;38270276,2008.0;2018.0;2024.0,"('precursor', 'saxitoxin biosynthesis')",1
precursors,saxitoxin,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,3,3,19632259;24395509;26842222,2010.0;2014.0;2016.0,"('precursors', 'saxitoxin')",1
pyrodinium,pyrodinium bahamense,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,3,3,19041661;33875183;35198665,2009.0;2021.0;2022.0,"('pyrodinium', 'pyrodinium bahamense')",1
salinity,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,23892224;33980451;40279773,2013.0;2021.0;2025.0,"('salinity', 'temperature')",1
saxitoxin,secondary metabolite,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,3,3,14718552;21076133;32290496,2004.0;2011.0;2020.0,"('saxitoxin', 'secondary metabolite')",1
saxitoxin,stx producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,3,3,14660387;22983012;39703858,2003.0;2012.0;2024.0,"('saxitoxin', 'stx producing')",1
saxitoxin biosynthesis,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,3,3,22081581;27817832;35198665,2012.0;2016.0;2022.0,"('saxitoxin biosynthesis', 'toxin-producing')",1
saxitoxin biosynthesis genes,sxta,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,29705145;38705616;40449983,2018.0;2024.0;2025.0,"('saxitoxin biosynthesis genes', 'sxta')",1
saxitoxin biosynthesis genes,sxtg,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,29705145;38705616;40449983,2018.0;2024.0;2025.0,"('saxitoxin biosynthesis genes', 'sxtg')",1
stx biosynthesis genes,sxta,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,38705616;40209228;41702991,2024.0;2025.0;2026.0,"('stx biosynthesis genes', 'sxta')",1
sxta,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('sxta', 'sxtu')",1
sxtb,sxtg,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,22628533;38705616;40449983,2013.0;2024.0;2025.0,"('sxtb', 'sxtg')",1
sxtb,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,3,3,22628533;38705616;40449983,2013.0;2024.0;2025.0,"('sxtb', 'toxic cyanobacteria')",1
sxtg,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,35324712;38705616;40449983,2022.0;2024.0;2025.0,"('sxtg', 'sxts')",1
sxtg,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,3,3,22628533;38705616;40449983,2013.0;2024.0;2025.0,"('sxtg', 'toxic cyanobacteria')",1
sxti,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('sxti', 'sxts')",1
sxti,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,3,3,33608790;38705616;40449983,2021.0;2024.0;2025.0,"('sxti', 'toxic cyanobacteria')",1
sxts,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('sxts', 'sxtu')",1
alexandrium,expression levels,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,3,2,38705616;40449983,2024.0;2025.0,"('alexandrium', 'expression levels')",1
biosynthesis,expression levels,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,REGULATION_EXPRESSION,3,2,38705616;40449983,2024.0;2025.0,"('biosynthesis', 'expression levels')",1
clade,conserved,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,3,2,23457475;41702991,2013.0;2026.0,"('clade', 'conserved')",1
